accuracy,precision,recall,f1_score,confusion matrix,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,threshold,batch_size,epochs,units
0.7830923248053393,0.0,0.0,0.0,"[[704  11]
 [184   0]]",0.4657334808607394,0.21690767519466073,0.21690767519466073,-0.3325098814229246,0.01,25,25,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,25,25,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,25,25,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,25,25,25
0.7875417130144605,0.0,0.0,0.0,"[[708   7]
 [184   0]]",0.46093197652749096,0.21245828698553948,0.21245828698553948,-0.3051763453937364,0.01,25,50,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,25,50,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,25,50,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,25,50,25
0.7842046718576196,0.0,0.0,0.0,"[[705  10]
 [184   0]]",0.46453775749919446,0.21579532814238042,0.21579532814238042,-0.32567649741562765,0.01,25,75,25
0.9098998887652948,0.25,0.012658227848101266,0.024096385542168672,"[[817   3]
 [ 78   1]]",0.3001668056842815,0.09010011123470522,0.09010011123470522,-0.12409694350108036,0.02,25,75,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,25,75,25
0.978865406006674,0.0,0.0,0.0,"[[880   1]
 [ 18   0]]",0.14537741913146593,0.021134593993325918,0.021134593993325918,-0.07712195737167371,0.04,25,75,25
0.7741935483870968,0.08695652173913043,0.010869565217391304,0.01932367149758454,"[[694  21]
 [182   2]]",0.47519096331149147,0.22580645161290322,0.22580645161290322,-0.387176953481301,0.01,25,100,25
0.9076751946607341,0.0,0.0,0.0,"[[816   4]
 [ 79   0]]",0.30384997176117334,0.09232480533926585,0.09232480533926585,-0.1518524235875267,0.02,25,100,25
0.9543937708565072,0.0,0.0,0.0,"[[858   1]
 [ 40   0]]",0.21355614986109103,0.04560622914349277,0.04560622914349277,-0.07272991850989485,0.03,25,100,25
0.978865406006674,0.0,0.0,0.0,"[[880   1]
 [ 18   0]]",0.14537741913146593,0.021134593993325918,0.021134593993325918,-0.07712195737167371,0.04,25,100,25
0.7919911012235817,0.0,0.0,0.0,"[[712   3]
 [184   0]]",0.456079925864336,0.20800889877641823,0.20800889877641823,-0.2778428093645482,0.01,32,25,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,32,25,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,32,25,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,32,25,25
0.7908787541713015,0.0,0.0,0.0,"[[711   4]
 [184   0]]",0.4572977649504736,0.20912124582869857,0.20912124582869857,-0.28467619337184535,0.01,32,50,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,32,50,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,32,50,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,32,50,25
0.7908787541713015,0.0,0.0,0.0,"[[711   4]
 [184   0]]",0.4572977649504736,0.20912124582869857,0.20912124582869857,-0.28467619337184535,0.01,32,75,25
0.9098998887652948,0.0,0.0,0.0,"[[818   2]
 [ 79   0]]",0.3001668056842815,0.09010011123470522,0.09010011123470522,-0.12409694350108036,0.02,32,75,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,32,75,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,32,75,25
0.7775305895439377,0.13636363636363635,0.016304347826086956,0.02912621359223301,"[[696  19]
 [181   3]]",0.4716666306365782,0.22246941045606228,0.22246941045606228,-0.36667680145940995,0.01,32,100,25
0.9098998887652948,0.0,0.0,0.0,"[[818   2]
 [ 79   0]]",0.3001668056842815,0.09010011123470522,0.09010011123470522,-0.12409694350108036,0.02,32,100,25
0.9543937708565072,0.0,0.0,0.0,"[[858   1]
 [ 40   0]]",0.21355614986109103,0.04560622914349277,0.04560622914349277,-0.07272991850989485,0.03,32,100,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,32,100,25
0.7908787541713015,0.0,0.0,0.0,"[[711   4]
 [184   0]]",0.4572977649504736,0.20912124582869857,0.20912124582869857,-0.28467619337184535,0.01,48,25,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,48,25,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,48,25,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,48,25,25
0.7919911012235817,0.0,0.0,0.0,"[[712   3]
 [184   0]]",0.456079925864336,0.20800889877641823,0.20800889877641823,-0.2778428093645482,0.01,48,50,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,48,50,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,48,50,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,48,50,25
0.7864293659621802,0.0,0.0,0.0,"[[707   8]
 [184   0]]",0.4621370295029601,0.2135706340378198,0.2135706340378198,-0.31200972940103355,0.01,48,75,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,48,75,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,48,75,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,48,75,25
0.7942157953281423,0.3333333333333333,0.005434782608695652,0.0106951871657754,"[[713   2]
 [183   1]]",0.45363443946845305,0.20578420467185762,0.20578420467185762,-0.2641760413499541,0.01,48,100,25
0.9087875417130145,0.0,0.0,0.0,"[[817   3]
 [ 79   0]]",0.30201400346173607,0.09121245828698554,0.09121245828698554,-0.13797468354430364,0.02,48,100,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,48,100,25
0.978865406006674,0.0,0.0,0.0,"[[880   1]
 [ 18   0]]",0.14537741913146593,0.021134593993325918,0.021134593993325918,-0.07712195737167371,0.04,48,100,25
0.7931034482758621,0.0,0.0,0.0,"[[713   2]
 [184   0]]",0.454858826147342,0.20689655172413793,0.20689655172413793,-0.27100942535725125,0.01,64,25,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,64,25,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,64,25,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,64,25,25
0.7931034482758621,0.0,0.0,0.0,"[[713   2]
 [184   0]]",0.454858826147342,0.20689655172413793,0.20689655172413793,-0.27100942535725125,0.01,64,50,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,64,50,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,64,50,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,64,50,25
0.7931034482758621,0.0,0.0,0.0,"[[713   2]
 [184   0]]",0.454858826147342,0.20689655172413793,0.20689655172413793,-0.27100942535725125,0.01,64,75,25
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,64,75,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,64,75,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,64,75,25
0.7919911012235817,0.0,0.0,0.0,"[[712   3]
 [184   0]]",0.456079925864336,0.20800889877641823,0.20800889877641823,-0.2778428093645482,0.01,64,100,25
0.9098998887652948,0.0,0.0,0.0,"[[818   2]
 [ 79   0]]",0.3001668056842815,0.09010011123470522,0.09010011123470522,-0.12409694350108036,0.02,64,100,25
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,64,100,25
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,64,100,25
0.7808676307007787,0.0,0.0,0.0,"[[702  13]
 [184   0]]",0.4681157648479929,0.21913236929922136,0.21913236929922136,-0.3461766494375187,0.01,25,25,75
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,25,25,75
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,25,25,75
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,25,25,75
0.7664071190211346,0.09375,0.016304347826086956,0.027777777777777773,"[[686  29]
 [181   3]]",0.4833144742079068,0.2335928809788654,0.2335928809788654,-0.43501064153238045,0.01,25,50,75
0.9076751946607341,0.16666666666666666,0.012658227848101266,0.02352941176470588,"[[815   5]
 [ 78   1]]",0.30384997176117334,0.09232480533926585,0.09232480533926585,-0.1518524235875267,0.02,25,50,75
0.9543937708565072,0.0,0.0,0.0,"[[858   1]
 [ 40   0]]",0.21355614986109103,0.04560622914349277,0.04560622914349277,-0.07272991850989485,0.03,25,50,75
0.9777530589543938,0.0,0.0,0.0,"[[879   2]
 [ 18   0]]",0.14915408491089419,0.02224694104560623,0.02224694104560623,-0.133812586707025,0.04,25,50,75
0.7753058954393771,0.17857142857142858,0.02717391304347826,0.04716981132075471,"[[692  23]
 [179   5]]",0.4740190972530779,0.22469410456062291,0.22469410456062291,-0.38034356947400405,0.01,25,75,75
0.899888765294772,0.07692307692307693,0.012658227848101266,0.021739130434782608,"[[808  12]
 [ 78   1]]",0.31640359464650214,0.10011123470522804,0.10011123470522804,-0.24899660389008926,0.02,25,75,75
0.9488320355951056,0.0,0.0,0.0,"[[853   6]
 [ 40   0]]",0.22620336957015988,0.05116796440489433,0.05116796440489433,-0.2035506402793943,0.03,25,75,75
0.9777530589543938,0.0,0.0,0.0,"[[879   2]
 [ 18   0]]",0.14915408491089419,0.02224694104560623,0.02224694104560623,-0.133812586707025,0.04,25,75,75
0.7497219132369299,0.18461538461538463,0.06521739130434782,0.09638554216867469,"[[662  53]
 [172  12]]",0.5002780094738025,0.25027808676307006,0.25027808676307006,-0.5375114016418361,0.01,25,100,75
0.899888765294772,0.21052631578947367,0.05063291139240506,0.08163265306122448,"[[805  15]
 [ 75   4]]",0.31640359464650214,0.10011123470522804,0.10011123470522804,-0.24899660389008926,0.02,25,100,75
0.946607341490545,0.16666666666666666,0.05,0.07692307692307691,"[[849  10]
 [ 38   2]]",0.23106851475148005,0.05339265850945495,0.05339265850945495,-0.2558789289871939,0.03,25,100,75
0.9766407119021134,0.0,0.0,0.0,"[[878   3]
 [ 18   0]]",0.15283745646236901,0.02335928809788654,0.02335928809788654,-0.19050321604237608,0.04,25,100,75
0.7875417130144605,0.0,0.0,0.0,"[[708   7]
 [184   0]]",0.46093197652749096,0.21245828698553948,0.21245828698553948,-0.3051763453937364,0.01,32,25,75
0.9098998887652948,0.0,0.0,0.0,"[[818   2]
 [ 79   0]]",0.3001668056842815,0.09010011123470522,0.09010011123470522,-0.12409694350108036,0.02,32,25,75
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,32,25,75
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,32,25,75
0.7842046718576196,0.08333333333333333,0.005434782608695652,0.01020408163265306,"[[704  11]
 [183   1]]",0.46453775749919446,0.21579532814238042,0.21579532814238042,-0.32567649741562765,0.01,32,50,75
0.9076751946607341,0.16666666666666666,0.012658227848101266,0.02352941176470588,"[[815   5]
 [ 78   1]]",0.30384997176117334,0.09232480533926585,0.09232480533926585,-0.1518524235875267,0.02,32,50,75
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,32,50,75
0.978865406006674,0.0,0.0,0.0,"[[880   1]
 [ 18   0]]",0.14537741913146593,0.021134593993325918,0.021134593993325918,-0.07712195737167371,0.04,32,50,75
0.778642936596218,0.2857142857142857,0.05434782608695652,0.09132420091324199,"[[690  25]
 [174  10]]",0.4704859864053147,0.22135706340378197,0.22135706340378197,-0.3598434174521128,0.01,32,75,75
0.8987764182424917,0.0,0.0,0.0,"[[808  12]
 [ 79   0]]",0.3181565365625989,0.10122358175750834,0.10122358175750834,-0.26287434393331255,0.02,32,75,75
0.9510567296996663,0.0,0.0,0.0,"[[855   4]
 [ 40   0]]",0.2212312597720623,0.048943270300333706,0.048943270300333706,-0.15122235157159447,0.03,32,75,75
0.9766407119021134,0.0,0.0,0.0,"[[878   3]
 [ 18   0]]",0.15283745646236901,0.02335928809788654,0.02335928809788654,-0.19050321604237608,0.04,32,75,75
0.7630700778642937,0.22641509433962265,0.06521739130434782,0.10126582278481011,"[[674  41]
 [172  12]]",0.4867544782903454,0.23692992213570635,0.23692992213570635,-0.4555107935542715,0.01,32,100,75
0.8909899888765295,0.0,0.0,0.0,"[[801  19]
 [ 79   0]]",0.33016664144560476,0.10901001112347053,0.10901001112347053,-0.3600185242358751,0.02,32,100,75
0.9488320355951056,0.125,0.025,0.04166666666666667,"[[852   7]
 [ 39   1]]",0.22620336957015988,0.05116796440489433,0.05116796440489433,-0.2035506402793943,0.03,32,100,75
0.9744160177975528,0.0,0.0,0.0,"[[876   5]
 [ 18   0]]",0.1599499365503068,0.025583982202447165,0.025583982202447165,-0.30388447471307867,0.04,32,100,75
0.7897664071190211,0.0,0.0,0.0,"[[710   5]
 [184   0]]",0.458512369387107,0.21023359288097887,0.21023359288097887,-0.2915095773791423,0.01,48,25,75
0.9121245828698554,0.0,0.0,0.0,"[[820   0]
 [ 79   0]]",0.29643788072738714,0.0878754171301446,0.0878754171301446,-0.09634146341463401,0.02,48,25,75
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,48,25,75
0.9799777530589544,0.0,0.0,0.0,"[[881   0]
 [ 18   0]]",0.14149998919097345,0.020022246941045607,0.020022246941045607,-0.020431328036322416,0.04,48,25,75
0.7897664071190211,0.14285714285714285,0.005434782608695652,0.010471204188481676,"[[709   6]
 [183   1]]",0.458512369387107,0.21023359288097887,0.21023359288097887,-0.2915095773791423,0.01,48,50,75
0.9110122358175751,0.3333333333333333,0.012658227848101266,0.024390243902439022,"[[818   2]
 [ 78   1]]",0.29830816982178837,0.08898776418242492,0.08898776418242492,-0.11021920345785707,0.02,48,50,75
0.9555061179087876,0.0,0.0,0.0,"[[859   0]
 [ 40   0]]",0.21093572976433475,0.04449388209121246,0.04449388209121246,-0.046565774155995054,0.03,48,50,75
0.978865406006674,0.0,0.0,0.0,"[[880   1]
 [ 18   0]]",0.14537741913146593,0.021134593993325918,0.021134593993325918,-0.07712195737167371,0.04,48,50,75
0.778642936596218,0.2,0.02717391304347826,0.0478468899521531,"[[695  20]
 [179   5]]",0.4704859864053147,0.22135706340378197,0.22135706340378197,-0.3598434174521128,0.01,48,75,75
0.9065628476084538,0.14285714285714285,0.012658227848101266,0.023255813953488372,"[[814   6]
 [ 78   1]]",0.30567491292473803,0.09343715239154617,0.09343715239154617,-0.16573016363075,0.02,48,75,75
0.9543937708565072,0.0,0.0,0.0,"[[858   1]
 [ 40   0]]",0.21355614986109103,0.04560622914349277,0.04560622914349277,-0.07272991850989485,0.03,48,75,75
0.978865406006674,0.0,0.0,0.0,"[[880   1]
 [ 18   0]]",0.14537741913146593,0.021134593993325918,0.021134593993325918,-0.07712195737167371,0.04,48,75,75
0.7686318131256952,0.2692307692307692,0.07608695652173914,0.11864406779661017,"[[677  38]
 [170  14]]",0.48100747070529454,0.23136818687430477,0.23136818687430477,-0.42134387351778635,0.01,48,100,75
0.899888765294772,0.17647058823529413,0.0379746835443038,0.0625,"[[806  14]
 [ 76   3]]",0.31640359464650214,0.10011123470522804,0.10011123470522804,-0.24899660389008926,0.02,48,100,75
