root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,p_0.05,0.001,['Alpha GR']
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,p_0.1,0.001,"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR']"
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,p_0.15,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR']"
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,p_0.2,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR']"
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,p_0.25,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR']"
0.703158638764744,0.49443207126948774,0.49443207126948774,0.5055679287305123,0.4900662251655629,0.16780045351473924,0.25000000000000006,"[[380  77]
 [367  74]]",l2,100.0,f_0.1,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']"
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,f_0.5,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR']"
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,f_1,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR']"
0.6935914087676248,0.48106904231625836,0.48106904231625836,0.5189309576837416,0.5338345864661654,0.16099773242630386,0.24738675958188155,"[[395  62]
 [370  71]]",none,0.001,f_2,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR']"
0.6781673194281127,0.4599109131403118,0.4599109131403118,0.5400890868596881,0.5476190476190477,0.05515587529976019,0.10021786492374728,"[[462  19]
 [394  23]]",none,0.001,p_0.05,0.002,['Alpha GR']
