root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.7071067811865476,0.5,0.5,0.5,0.5095238095238095,0.5404040404040404,0.5245098039215687,"[[174 206]
 [182 214]]",none,0.001,p_0.1,0.001,['Spread Close-Open GR']
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.5121951219512195,0.7424242424242424,0.6061855670103092,"[[100 280]
 [102 294]]",l2,0.001,p_0.15,0.001,"['Close Price GR', 'Spread Close-Open GR', 'Dividend Value GR']"
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.5121951219512195,0.7424242424242424,0.6061855670103092,"[[100 280]
 [102 294]]",l2,0.001,p_0.2,0.001,"['Close Price GR', 'Spread Close-Open GR', 'Dividend Value GR', 'Net Profit GR', 'EPS GR']"
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.5121951219512195,0.7424242424242424,0.6061855670103092,"[[100 280]
 [102 294]]",l2,0.001,p_0.25,0.001,"['Close Price GR', 'Spread Close-Open GR', 'Alpha GR', 'Dividend Value GR', 'Net Profit GR', 'EPS GR']"
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.5121951219512195,0.7424242424242424,0.6061855670103092,"[[100 280]
 [102 294]]",l2,0.001,f_0.1,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.5121951219512195,0.7424242424242424,0.6061855670103092,"[[100 280]
 [102 294]]",l2,0.001,f_0.5,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Alpha GR', 'Dividend Value GR', 'Net Profit GR', 'EPS GR']"
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.5121951219512195,0.7424242424242424,0.6061855670103092,"[[100 280]
 [102 294]]",l2,0.001,f_1,0.001,"['Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Alpha GR', 'Dividend Value GR', 'Net Profit GR', 'EPS GR']"
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.5121951219512195,0.7424242424242424,0.6061855670103092,"[[100 280]
 [102 294]]",l2,0.001,f_2,0.001,"['Close Price GR', 'Spread Close-Open GR', 'Dividend Value GR']"
0.7089268788723058,0.5025773195876289,0.5025773195876289,0.49742268041237114,0.4734042553191489,0.23421052631578948,0.31338028169014087,"[[297  99]
 [291  89]]",l2,1.0,p_0.15,0.002,"['Close Price GR', 'Spread Close-Open GR', 'Dividend Value GR']"
0.7080174148944463,0.5012886597938144,0.5012886597938144,0.49871134020618557,0.47692307692307695,0.24473684210526317,0.3234782608695652,"[[294 102]
 [287  93]]",none,0.001,p_0.2,0.002,"['Close Price GR', 'Spread Close-Open GR', 'Dividend Value GR', 'Net Profit GR', 'EPS GR']"
