root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.7105310471274559,0.5048543689320388,0.5048543689320388,0.49514563106796117,0.4972375690607735,0.21686746987951808,0.30201342281879195,"[[318  91]
 [325  90]]",none,0.001,p_0.05,0.001,"['Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7105310471274559,0.5048543689320388,0.5048543689320388,0.49514563106796117,0.4972375690607735,0.21686746987951808,0.30201342281879195,"[[318  91]
 [325  90]]",none,0.001,p_0.1,0.001,"['Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7156367251127468,0.5121359223300971,0.5121359223300971,0.4878640776699029,0.48727272727272725,0.3228915662650602,0.38840579710144923,"[[268 141]
 [281 134]]",l2,100.0,p_0.15,0.001,"['Open Price GR', 'Spread High-Low GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7105310471274559,0.5048543689320388,0.5048543689320388,0.49514563106796117,0.4972375690607735,0.21686746987951808,0.30201342281879195,"[[318  91]
 [325  90]]",none,0.001,p_0.2,0.001,"['Open Price GR', 'Spread High-Low GR', 'Alpha GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7105310471274559,0.5048543689320388,0.5048543689320388,0.49514563106796117,0.4972375690607735,0.21686746987951808,0.30201342281879195,"[[318  91]
 [325  90]]",none,0.001,p_0.25,0.001,"['Open Price GR', 'Spread High-Low GR', 'Alpha GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7105310471274559,0.5048543689320388,0.5048543689320388,0.49514563106796117,0.4972375690607735,0.21686746987951808,0.30201342281879195,"[[318  91]
 [325  90]]",none,0.001,f_0.1,0.001,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7105310471274559,0.5048543689320388,0.5048543689320388,0.49514563106796117,0.4972375690607735,0.21686746987951808,0.30201342281879195,"[[318  91]
 [325  90]]",none,0.001,f_0.5,0.001,"['Open Price GR', 'High Price GR', 'Spread High-Low GR', 'Alpha GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7105310471274559,0.5048543689320388,0.5048543689320388,0.49514563106796117,0.4972375690607735,0.21686746987951808,0.30201342281879195,"[[318  91]
 [325  90]]",none,0.001,f_1,0.001,"['Open Price GR', 'Spread High-Low GR', 'Alpha GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7156367251127468,0.5121359223300971,0.5121359223300971,0.4878640776699029,0.48727272727272725,0.3228915662650602,0.38840579710144923,"[[268 141]
 [281 134]]",l2,100.0,f_2,0.001,"['Open Price GR', 'Spread High-Low GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.7113845381824436,0.5060679611650486,0.5060679611650486,0.49393203883495146,0.4868421052631579,0.0891566265060241,0.15071283095723015,"[[370  39]
 [378  37]]",l2,0.001,f_5,0.001,"['Net Profit GR', 'EPS GR']"
0.6888501746438017,0.47451456310679613,0.47451456310679613,0.5254854368932039,0.56,0.105,0.1768421052631579,"[[391  33]
 [358  42]]",none,0.001,p_0.05,0.002,"['Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.6888501746438017,0.47451456310679613,0.47451456310679613,0.5254854368932039,0.56,0.105,0.1768421052631579,"[[391  33]
 [358  42]]",none,0.001,p_0.1,0.002,"['Spread High-Low GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.6888501746438017,0.47451456310679613,0.47451456310679613,0.5254854368932039,0.56,0.105,0.1768421052631579,"[[391  33]
 [358  42]]",none,0.001,p_0.15,0.002,"['Open Price GR', 'Spread High-Low GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
