root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.6887144752086006,0.4743276283618582,0.4743276283618582,0.5256723716381418,0.525,0.05384615384615385,0.09767441860465116,"[[409  19]
 [369  21]]",l2,0.001,p_0.05,0.001,['Spread Close-Open GR']
0.6887144752086006,0.4743276283618582,0.4743276283618582,0.5256723716381418,0.525,0.05384615384615385,0.09767441860465116,"[[409  19]
 [369  21]]",l2,0.001,p_0.1,0.001,['Spread Close-Open GR']
0.6887144752086006,0.4743276283618582,0.4743276283618582,0.5256723716381418,0.525,0.05384615384615385,0.09767441860465116,"[[409  19]
 [369  21]]",l2,0.001,p_0.15,0.001,['Spread Close-Open GR']
0.6896014227431587,0.47555012224938875,0.47555012224938875,0.5244498777506112,0.5033557046979866,0.19230769230769232,0.2782931354359926,"[[354  74]
 [315  75]]",l2,10.0,p_0.2,0.001,"['Spread Close-Open GR', 'Alpha GR']"
0.6842624927059829,0.4682151589242054,0.4682151589242054,0.5317848410757946,0.5220125786163522,0.2128205128205128,0.302367941712204,"[[352  76]
 [307  83]]",none,0.001,p_0.25,0.001,"['Spread Close-Open GR', 'Alpha GR', 'Expenditure GR']"
0.6842624927059829,0.4682151589242054,0.4682151589242054,0.5317848410757946,0.5220125786163522,0.2128205128205128,0.302367941712204,"[[352  76]
 [307  83]]",l2,100.0,f_0.1,0.001,"['Open Price GR', 'High Price GR', 'Close Price GR', 'No. of Trades GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']"
0.6842624927059829,0.4682151589242054,0.4682151589242054,0.5317848410757946,0.5220125786163522,0.2128205128205128,0.302367941712204,"[[352  76]
 [307  83]]",l2,100.0,f_0.5,0.001,"['Open Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']"
0.6842624927059829,0.4682151589242054,0.4682151589242054,0.5317848410757946,0.5220125786163522,0.2128205128205128,0.302367941712204,"[[352  76]
 [307  83]]",none,0.001,f_1,0.001,"['Open Price GR', 'Spread Close-Open GR', 'Alpha GR', 'Dividend Value GR', 'Expenditure GR']"
0.6896014227431587,0.47555012224938875,0.47555012224938875,0.5244498777506112,0.5033557046979866,0.19230769230769232,0.2782931354359926,"[[354  74]
 [315  75]]",l2,10.0,f_2,0.001,"['Spread Close-Open GR', 'Alpha GR']"
0.6797813541768799,0.4621026894865526,0.4621026894865526,0.5378973105134475,0.4948453608247423,0.1273209549071618,0.20253164556962028,"[[392  49]
 [329  48]]",none,0.001,p_0.05,0.002,['Spread Close-Open GR']
0.6797813541768799,0.4621026894865526,0.4621026894865526,0.5378973105134475,0.4948453608247423,0.1273209549071618,0.20253164556962028,"[[392  49]
 [329  48]]",none,0.001,p_0.1,0.002,['Spread Close-Open GR']
0.680679941950755,0.4633251833740831,0.4633251833740831,0.5366748166259169,0.4827586206896552,0.07427055702917772,0.12873563218390804,"[[411  30]
 [349  28]]",l2,0.01,p_0.15,0.002,"['Spread Close-Open GR', 'Dividend Value GR']"
0.6797813541768799,0.4621026894865526,0.4621026894865526,0.5378973105134475,0.4948453608247423,0.1273209549071618,0.20253164556962028,"[[392  49]
 [329  48]]",none,0.001,p_0.2,0.002,"['Spread Close-Open GR', 'Alpha GR', 'Dividend Value GR']"
