root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.6983914065857862,0.48775055679287305,0.48775055679287305,0.512249443207127,0.8,0.009070294784580499,0.017937219730941704,"[[456   1]
 [437   4]]",1.0,0.0001,sigmoid,0.001
0.6781673194281127,0.4599109131403118,0.4599109131403118,0.5400890868596881,0.8333333333333334,0.011990407673860911,0.02364066193853428,"[[480   1]
 [412   5]]",1.0,0.0001,sigmoid,0.002
0.6657380317728401,0.44320712694877507,0.44320712694877507,0.5567928730512249,0.25,0.0025252525252525255,0.005,"[[499   3]
 [395   1]]",100.0,1e-05,sigmoid,0.003
0.646215641089272,0.41759465478841873,0.41759465478841873,0.5824053452115813,0.0,0.0,0.0,"[[523   4]
 [371   0]]",100.0,1e-05,sigmoid,0.004
0.6322794341513723,0.3997772828507795,0.3997772828507795,0.6002227171492205,0.2857142857142857,0.0056179775280898875,0.011019283746556472,"[[537   5]
 [354   2]]",0.1,0.001,sigmoid,0.005
