root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.667317390751957,0.4453125,0.4453125,0.5546875,0.5,0.03007518796992481,0.05673758865248227,"[[485  12]
 [387  12]]",1,0.01,rbf,0.001
0.6408699444616557,0.4107142857142857,0.4107142857142857,0.5892857142857143,0.0,0.0,0.0,"[[528   3]
 [365   0]]",10,0.001,rbf,0.002
0.6123724356957945,0.375,0.375,0.625,0.0,0.0,0.0,"[[560   3]
 [333   0]]",10,0.001,rbf,0.003
0.5910417558369774,0.34933035714285715,0.34933035714285715,0.6506696428571429,0.0,0.0,0.0,"[[583   3]
 [310   0]]",10,0.001,rbf,0.004
0.5698919070440338,0.3247767857142857,0.3247767857142857,0.6752232142857143,0.0,0.0,0.0,"[[605   3]
 [288   0]]",10,0.001,rbf,0.005
