root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.6830173512280064,0.4665127020785219,0.4665127020785219,0.5334872979214781,0.6666666666666666,0.0049382716049382715,0.00980392156862745,"[[460   1]
 [403   2]]",100,1e-05,sigmoid,0.001
0.6606736012512534,0.43648960739030024,0.43648960739030024,0.5635103926096998,0.6666666666666666,0.005277044854881266,0.010471204188481676,"[[486   1]
 [377   2]]",100,1e-05,sigmoid,0.002
0.6420593311817108,0.4122401847575058,0.4122401847575058,0.5877598152424942,0.6666666666666666,0.00558659217877095,0.0110803324099723,"[[507   1]
 [356   2]]",1,0.0001,sigmoid,0.003
0.626585748137518,0.39260969976905313,0.39260969976905313,0.6073903002309469,0.2222222222222222,0.005970149253731343,0.011627906976744186,"[[524   7]
 [333   2]]",1000,0.0001,rbf,0.004
0.6107202426484654,0.3729792147806005,0.3729792147806005,0.6270207852193995,0.4098360655737705,0.08012820512820513,0.1340482573726542,"[[518  36]
 [287  25]]",100,0.01,rbf,0.005
