root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,p_0.01,0.01,"['Open Price GR', 'Beta GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,p_0.05,0.01,"['Open Price GR', 'High Price GR', 'WAP GR', 'Beta GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,p_0.1,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Beta GR', 'Income GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,p_0.15,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Beta GR', 'Income GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,p_0.2,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Beta GR', 'Income GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,p_0.25,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Beta GR', 'Income GR']"
0.519991405171772,0.270391061452514,0.270391061452514,0.7296089385474859,0.7296089385474859,0.0,0.0,0.0,"[[653   0]
 [242   0]]",l2,0.001,f_0.1,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,f_0.5,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Beta GR', 'Revenue GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,f_1,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Beta GR', 'Income GR']"
0.5178382224025236,0.2681564245810056,0.2681564245810056,0.7318435754189944,0.7318435754189944,1.0,0.008264462809917356,0.016393442622950817,"[[653   0]
 [240   2]]",none,0.001,f_2,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Deliverable Quantity GR', 'Beta GR', 'Income GR']"
