root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.4933289916231395,0.2433734939759036,0.2433734939759036,0.7566265060240964,0.7566265060240964,0.0,0.0,0.0,"[[628   1]
 [201   0]]",l2,0.001,p_0.01,0.01,"['Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']"
0.4933289916231395,0.2433734939759036,0.2433734939759036,0.7566265060240964,0.7566265060240964,0.0,0.0,0.0,"[[628   1]
 [201   0]]",l2,0.001,p_0.05,0.01,"['Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,p_0.1,0.01,"['Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,p_0.15,0.01,"['No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,p_0.2,0.01,"['No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,p_0.25,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,f_0.1,0.01,"['High Price GR', 'Low Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,f_0.5,0.01,"['High Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,f_1,0.01,"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.49454859544135,0.24457831325301205,0.24457831325301205,0.7554216867469878,0.7554216867469878,0.0,0.0,0.0,"[[627   2]
 [201   0]]",none,0.001,f_2,0.01,"['No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
