threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.4747191011235955,0.4747191011235955,1.0,0.6438095238095237,"[[  0 374]
 [  0 338]]",25,25,adam,sigmoid,0.2,32,2,0.001
0.47,0.43820224719101125,0.43820224719101125,1.0,0.609375,"[[  0 400]
 [  0 312]]",25,25,adam,sigmoid,0.2,32,2,0.002
0.44999999999999996,0.41713483146067415,0.41713483146067415,1.0,0.5887016848364717,"[[  0 415]
 [  0 297]]",25,25,adam,sigmoid,0.1,32,2,0.003
0.42999999999999994,0.398876404494382,0.398876404494382,1.0,0.570281124497992,"[[  0 428]
 [  0 284]]",25,25,adam,sigmoid,0.2,32,2,0.004
0.4099999999999999,0.37780898876404495,0.37780898876404495,1.0,0.5484199796126401,"[[  0 443]
 [  0 269]]",25,25,adam,sigmoid,0.2,32,2,0.005
