threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.49528301886792453,0.5299539170506913,0.5066079295154186,0.5180180180180181,"[[ 95 102]
 [112 115]]",25,25,adam,relu,0.2,32,2,0.001
0.48,0.4669811320754717,0.49047619047619045,0.46396396396396394,0.47685185185185186,"[[ 95 107]
 [119 103]]",25,25,adam,relu,0.2,32,2,0.002
0.47,0.5047169811320755,0.5119617224880383,0.49767441860465117,0.5047169811320754,"[[107 102]
 [108 107]]",25,25,adam,relu,0.1,32,2,0.003
0.49,0.5165094339622641,0.5109717868338558,0.7688679245283019,0.6139359698681733,"[[ 56 156]
 [ 49 163]]",25,25,adam,sigmoid,0.0,32,2,0.004
0.48,0.47877358490566035,0.46938775510204084,0.6798029556650246,0.5553319919517102,"[[ 65 156]
 [ 65 138]]",50,32,adam,sigmoid,0.2,64,2,0.005
