Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2021-02-26,163.9,170.0,162.7,165.25,164.9140183615819,96288,980,15879241.0,40598.0,42.16,7.3,1.35,1614277800.0,0.0,,19371.25,-3.0984485246852933,0.008492408997705406,,17.928007901876697,0.0,,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,,,,
2021-02-25,168.0,170.15,166.8,167.35,168.53518682686683,106034,1103,17870460.0,48764.0,45.99,3.35,-0.65,1614191400.0,0.0,1.2708018154311551,19990.65,0.8979575767914971,0.00848171733307852,0.04,16.44818228733267,-3.0984485246852933,16.43480172058347,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,163.9,170.0,162.7,165.25
2021-02-24,161.65,166.0,150.1,164.75,162.46626355314513,226239,2719,36756205.0,137373.0,60.72,15.9,3.1,1614105000.0,0.0,-1.5536301165222532,19812.74,1.5785825466909875,0.008480759111799878,0.03,18.28590777411303,-2.2283137011841925,18.275059988611652,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,168.0,170.15,166.8,167.35
2021-02-23,160.05,163.65,160.05,161.1,161.55852295953125,73390,785,11856780.0,22806.0,31.08,3.6,1.05,1614018600.0,0.0,-2.2154779969650984,19504.84,0.44261026248153534,0.008477652201611698,0.04,20.96588023454453,-0.6849069256656293,20.932025743338865,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,161.65,166.0,150.1,164.75
2021-02-22,164.6,167.05,158.8,159.85,162.25744357131867,175487,3079,28474072.0,79358.0,45.22,8.25,-4.75,1613932200.0,0.0,-0.7759155803848561,19418.89,-1.8130731584980355,0.008477508403189353,0.03,21.911812985831247,-0.2453281315255351,21.88414708237989,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,160.05,163.65,160.05,161.1
2021-02-19,166.05,167.15,163.5,164.55,165.02097163932342,78630,689,12975599.0,36240.0,46.09,3.65,-1.5,1613673000.0,0.0,2.940256490459814,19777.47,-1.0404590148513249,0.008472900407709552,0.04,18.429676729171195,-2.05395331152064,18.4074185870381,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,164.6,167.05,158.8,159.85
2021-02-18,168.7,169.5,165.5,166.55,167.65256699677582,182061,2062,30522994.0,91106.0,50.04,4.0,-2.15,1613586600.0,0.0,1.2154360376785078,19985.41,-0.23735883264379695,0.008471405835988656,0.03,17.00752510228234,-3.073041783981412,17.003812228560477,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,166.05,167.15,163.5,164.55
2021-02-17,164.3,168.8,164.3,167.1,166.39283492516554,136635,1708,22735085.0,62606.0,45.82,4.5,2.8,1613500200.0,0.0,0.33023116181325474,20032.96,-0.37140111917659535,0.008471309557639297,0.04,16.622401590575244,-3.3031064805201016,16.61072208045588,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,168.7,169.5,165.5,166.55
2021-02-16,169.95,172.5,164.5,165.85,168.3798195771686,108412,1066,18254393.0,48944.0,45.15,8.0,-4.1,1613413800.0,0.0,-0.7480550568521815,20107.64,0.11202311758842233,0.008471076423019301,0.04,17.5013765799525,-3.662239825260449,17.492738536448627,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,164.3,168.8,164.3,167.1
2021-02-15,163.4,170.5,163.4,168.85,167.426340783697,390406,4939,65364248.0,266617.0,68.29,7.1,5.45,1613327400.0,0.0,1.8088634308109697,20085.14,0.9895752936520896,0.008471081278422414,,15.41370035999481,-3.5543192628978426,,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,169.95,172.5,164.5,165.85
2021-02-12,167.0,167.0,161.6,163.0,164.27915407141506,169376,2533,27824946.0,81327.0,48.02,5.4,-4.0,1613068200.0,0.0,-3.4646135623334295,19888.33,-0.033726999292282844,0.00846991965744989,0.04,19.555848501749228,-2.599916634528898,19.538208383546053,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,163.4,170.5,163.4,168.85
2021-02-11,164.3,168.5,163.7,164.25,165.58496166012085,122979,2063,20363473.0,51273.0,41.69,4.8,-0.05,1612981800.0,0.0,0.7668711656441785,19895.04,0.4775134352735577,0.008470064996201883,0.05,18.64598664100532,-2.632766759956251,18.6187098498318,9.454545454545453,409.79338842975204,400.3388429752066,,,,,,2021,3560.25,4059.22,-610.39,544.23,1.7,7825.68,8708.91,-1330.28,1242.06,2.88,17084.02,19442.780000000002,-2875.71,2682.7400000000002,7.389999999999999,,167.0,167.0,161.6,163.0
