Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2021-03-12,234.5,240.55,231.35,233.95,234.993235184734,155954,2671,36648135.0,85725.0,54.97,9.2,-0.55,1615487400.0,0.0,,,,0.18874734188888237,0.04,-85.85167770891215,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,,,,
2021-03-10,238.4,238.4,234.0,234.7,235.7916263475665,73373,1795,17300739.0,38551.0,52.54,4.4,-3.7,1615314600.0,0.0,0.32058132079504364,,,0.18874734188888237,0.04,-85.89688964635704,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,234.5,240.55,231.35,233.95
2021-03-09,236.0,239.95,234.2,236.4,236.8643519035392,107484,1733,25459128.0,35743.0,33.25,5.75,0.4,1615228200.0,0.0,0.7243289305496559,,,0.1886919383635281,0.05,-85.99830795262268,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,238.4,238.4,234.0,234.7
2021-03-08,240.0,240.0,234.05,234.5,235.6165582521125,46273,986,10902685.0,15982.0,34.54,5.95,-5.5,1615141800.0,0.0,-0.8037225042301199,,,0.18863893172135401,0.05,-85.88486140724947,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,236.0,239.95,234.2,236.4
2021-03-05,244.5,246.6,233.25,238.15,238.99199303429887,111403,2027,26624425.0,40556.0,36.4,13.35,-6.35,1614882600.0,0.0,1.5565031982942346,,,0.18858645886020547,0.04,-86.10119672475331,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,240.0,240.0,234.05,234.5
2021-03-04,241.0,249.25,240.6,242.05,244.5391186553135,108516,2054,26536407.0,31332.0,28.87,8.65,1.05,1614796200.0,0.0,1.637623346630268,,,0.18854413630767827,0.04,-86.32513943400124,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,244.5,246.6,233.25,238.15
2021-03-03,247.7,256.4,240.6,243.05,247.34207459907503,166490,3090,41179982.0,52239.0,31.38,15.8,-4.65,1614709800.0,0.0,0.4131377814501125,,,0.1885032720619763,0.05,-86.38140300349723,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,241.0,249.25,240.6,242.05
2021-03-02,262.8,262.8,245.65,247.7,250.93341716125136,99410,1713,24945291.0,35818.0,36.03,17.15,-15.1,1614623400.0,0.0,1.9131865871219844,,,0.1884482500002408,0.04,-86.63706096083972,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,247.7,256.4,240.6,243.05
2021-03-01,248.4,264.45,243.8,257.95,255.77981978098185,213407,3290,54585204.0,55121.0,25.83,20.65,9.55,1614537000.0,0.0,4.138070246265646,,,0.1884128821586173,0.05,-87.16805582477224,,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,262.8,262.8,245.65,247.7
2021-02-26,242.5,249.5,236.75,243.95,242.9803122695304,111186,1802,27016009.0,18461.0,16.6,12.75,1.45,1614277800.0,0.0,-5.427408412483037,19371.25,-3.0984485246852933,0.1884530232192317,0.04,-86.43164582906333,0.0,-86.46410770813456,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,248.4,264.45,243.8,257.95
2021-02-25,232.0,248.7,232.0,243.8,242.72019263605603,257688,4432,62546081.0,124422.0,48.28,16.7,11.8,1614191400.0,0.0,-0.06148800983807323,19990.65,0.8979575767914971,0.18832372324578667,0.04,-86.42329778506974,-3.0984485246852933,-85.87225347368576,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,242.5,249.5,236.75,243.95
2021-02-24,231.5,238.45,227.0,231.55,233.45708327666716,110295,2184,25749149.0,48444.0,43.92,11.45,0.05,1614105000.0,0.0,-5.0246103363412615,19812.74,1.5785825466909875,0.18830218458841866,0.03,-85.70503131073202,-2.2283137011841925,-85.30978590731308,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,232.0,248.7,232.0,243.8
2021-02-23,233.15,235.5,228.2,229.5,231.94533308819027,48951,972,11353956.0,15692.0,32.06,7.3,-3.65,1614018600.0,0.0,-0.8853379399697769,19504.84,0.4426102624815353,0.18837312137932996,0.04,-85.57734204793029,-0.6849069256656293,-85.48078906763315,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,231.5,238.45,227.0,231.55
2021-02-22,236.0,236.75,230.0,232.1,232.99787051066787,48838,1452,11379150.0,22273.0,45.61,6.75,-3.9,1613932200.0,0.0,1.1328976034858274,19418.89,-1.8130731584980355,0.1883727404476419,0.03,-85.73890564411892,-0.2453281315255351,-85.71704132946113,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,233.15,235.5,228.2,229.5
2021-02-19,234.0,237.95,229.3,234.9,232.56745747020025,86410,2248,20096154.0,40303.0,46.64,8.65,0.9,1613673000.0,0.0,1.2063765618268052,19777.47,-1.0404590148513249,0.18827737973274566,0.04,-85.90889740315028,-2.05395331152064,-85.55465336037446,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,236.0,236.75,230.0,232.1
2021-02-18,235.0,236.05,231.6,233.35,233.8035241248817,42280,1014,9885213.0,19378.0,45.83,4.45,-1.65,1613586600.0,0.0,-0.6598552575564076,19985.41,-0.2373588326437969,0.1882505603801693,0.03,-85.8152989072209,-3.073041783981412,-85.26114955250333,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,234.0,237.95,229.3,234.9
2021-02-17,234.75,236.75,231.2,232.3,232.93536575530285,61995,1448,14440828.0,25360.0,40.91,5.55,-2.45,1613500200.0,0.0,-0.44996785943860473,20032.96,-0.3714011191765953,0.18825054632918967,0.04,-85.75118381403357,-3.3031064805201016,-85.161842192639,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,235.0,236.05,231.6,233.35
2021-02-16,240.0,241.3,233.9,235.9,237.5182714466412,57713,1501,13707892.0,23186.0,40.17,7.4,-4.1,1613413800.0,0.0,1.549720189410242,20107.64,0.1120231175884223,0.18824645439543,0.04,-85.96863077575243,-3.662239825260449,-85.3116972553256,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,234.75,236.75,231.2,232.3
2021-02-15,240.25,245.0,237.7,238.45,241.7198729144216,53822,1221,13009847.0,24238.0,45.03,7.3,-1.8,1613327400.0,0.0,1.080966511233572,20085.14,0.9895752936520896,0.1882599070011123,,-86.11868316208849,-3.5543192628978426,,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,240.0,241.3,233.9,235.9
2021-02-12,246.85,248.95,239.25,241.95,244.04125362283244,101785,2226,24839739.0,41069.0,40.35,9.7,-4.9,1613068200.0,0.0,1.467812958691539,19888.33,-0.0337269992922828,0.1882400992648224,0.04,-86.31948749741683,-2.599916634528898,-85.86254932808225,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,240.25,245.0,237.7,238.45
2021-02-11,239.0,245.05,232.8,242.85,240.59056530763007,85281,1376,20517804.0,31142.0,36.52,12.25,3.85,1612981800.0,0.0,0.37197768133911957,19895.04,0.4775134352735577,0.1882521144045044,0.05,-86.37018735845172,-2.632766759956251,-85.91515084343582,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,246.85,248.95,239.25,241.95
2021-02-10,238.95,238.95,232.0,233.4,233.91925985294637,28697,603,6712781.0,9907.0,34.52,6.95,-5.55,1612895400.0,0.0,-3.8912909203211776,19800.49,0.1806242312718753,0.18824739335550897,0.05,-85.81833761782349,-2.16782513968089,-85.45083781636025,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,239.0,245.05,232.8,242.85
2021-02-09,241.1,241.1,230.25,233.9,233.84200981347612,118001,1169,27593591.0,69385.0,58.8,10.85,-7.2,1612809000.0,0.0,0.21422450728363351,19764.79,-0.0967451866236812,0.1883312270960915,0.04,-85.84865327062847,-1.991116525902881,-85.50613060293003,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,238.95,238.95,232.0,233.4
2021-02-08,247.0,249.45,235.25,236.4,241.23341806338868,75534,1457,18221325.0,35540.0,47.05,14.2,-10.6,1612722600.0,0.0,1.0688328345446862,19783.93,1.338135267219842,0.18833089944820924,0.05,-85.99830795262268,-2.085935403127692,-85.64604531698836,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,241.1,241.1,230.25,233.9
2021-02-05,264.0,265.0,245.4,246.8,250.9629744994212,170153,3188,42702103.0,71037.0,41.75,19.6,-17.2,1612463400.0,0.0,4.399323181049075,19522.69,-0.0796897983750821,0.18828773025030754,0.03,-86.58833063209076,-0.7757127731885194,-86.46662480279342,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,247.0,249.45,235.25,236.4
2021-02-04,242.5,267.0,237.2,262.9,255.59213946358693,525155,7182,134225490.0,185620.0,35.35,29.8,20.4,1612377000.0,0.0,6.523500810372762,19538.26,0.8936649247103023,0.18839615049411057,0.04,-87.40966146823888,-0.8547844076186806,-87.28108753032137,31.75,262.9,231.14999999999998,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,264.0,265.0,245.4,246.8
2021-02-03,234.0,243.7,234.0,240.7,241.36442155666984,110685,1921,26715421.0,53119.0,47.99,9.7,6.7,1612290600.0,0.0,-8.444275389882083,19365.2,1.0358085155115715,0.18861437052483057,0.04,-86.24844204403821,0.0312416086588385,-86.2867900855686,31.75,244.9,213.15,,,,,,2021,25397.06,25889.03,-23454.449999999997,713.63,1.71,45633.65,45964.67999999999,-41623.759999999995,2019.77,4.85,91839.73999999999,91821.31,-83002.54,4963.66,11.93,,242.5,267.0,237.2,262.9
