Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2021-02-26,99.5,101.95,97.2,98.0,99.87054123139374,2852329,9913,284863641.0,630740.0,22.11,4.75,-1.5,1614277800.0,7.5,,19371.25,-3.0984485246852933,0.1143173299809019,,-49.266581632653065,0.0,,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,,,,
2021-02-25,99.2,101.95,98.9,100.9,100.47430553541453,5482173,26143,550817525.0,2456245.0,44.8,3.05,1.7,1614191400.0,7.5,2.95918367346939,19990.65,0.8979575767914971,0.1141734082087019,0.04,-50.72472745292369,-3.0984485246852933,-50.4064000883728,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,99.5,101.95,97.2,98.0
2021-02-24,98.75,99.9,87.95,98.1,97.51530991815436,5869953,28244,572410286.0,2807185.0,47.82,11.95,-0.65,1614105000.0,7.5,-2.7750247770069514,19812.74,1.5785825466909875,0.11417774630261025,0.03,-49.31829765545361,-2.2283137011841925,-49.090448486608096,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,99.2,101.95,98.9,100.9
2021-02-23,96.0,99.1,95.95,97.7,97.86347320790615,2013971,5609,197094197.0,375476.0,18.64,3.15,1.7,1614018600.0,7.5,-0.4077471967380175,19504.84,0.44261026248153534,0.11415182759696901,0.04,-49.110798362333675,-0.6849069256656293,-49.06804891193124,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,98.75,99.9,87.95,98.1
2021-02-22,97.55,98.55,95.1,95.65,96.81374713165171,1031517,4274,99865026.0,221620.0,21.48,3.45,-1.9,1613932200.0,7.5,-2.098259979529171,19418.89,-1.8130731584980355,0.11414941503899956,0.03,-48.020125457396766,-0.2453281315255351,-48.01869691223934,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,96.0,99.1,95.95,97.7
2021-02-19,99.5,100.5,96.15,97.55,98.5262873225536,1961649,7610,193273993.0,279696.0,14.26,4.35,-1.95,1613673000.0,7.5,1.9864087820177678,19777.47,-1.0404590148513249,0.11409669736244146,0.04,-49.032547411583806,-2.05395331152064,-48.83363425430815,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,97.55,98.55,95.1,95.65
2021-02-18,95.6,99.8,95.25,98.95,98.40963086805401,2227442,8347,219201745.0,560783.0,25.18,4.55,3.35,1613586600.0,7.5,1.4351614556637582,19985.41,-0.23735883264379695,0.11408314683969266,0.03,-49.75366346639717,-3.073041783981412,-49.42965869490552,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,99.5,100.5,96.15,97.55
2021-02-17,95.85,95.85,94.7,95.0,95.0441596480797,1096612,6639,104226566.0,440461.0,40.17,1.15,-0.85,1613500200.0,7.5,-3.991915108640731,20032.96,-0.37140111917659535,0.11408564421951205,0.04,-47.66447368421053,-3.3031064805201016,-47.32307322768597,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,95.6,99.8,95.25,98.95
2021-02-16,94.0,96.45,93.9,95.7,95.43440592561701,1074251,4132,102520506.0,303243.0,28.23,2.55,1.7,1613413800.0,7.5,0.7368421052631691,20107.64,0.11202311758842233,0.11411607552869568,0.04,-48.047283176593524,-3.662239825260449,-47.664798097068754,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,95.85,95.85,94.7,95.0
2021-02-15,96.7,96.7,94.0,94.15,94.5502315926424,651791,3175,61626990.0,257586.0,39.52,2.7,-2.55,1613327400.0,7.5,-1.6196447230929945,20085.14,0.9895752936520896,0.11411696649298665,,-47.19198088157196,-3.5543192628978426,,39.28125,226.975,187.69375,,,,,,2021,1392361.9,1609413.9,-1600819.8,8.600000000000364,0.0,2962365.5,3092145.3,-3209932.3,-40876.799999999996,-34.290000000000006,5467333.399999999,5469280.7,-4275867.899999999,71990.6,55.82,,94.0,96.45,93.9,95.7
