Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-23,1063.7,1081.65,1051.1,1058.2,1070.376026272578,1218,356,1303718.0,834.0,68.47,30.55,-5.5,1619116200.0
2021-04-22,1024.7,1080.5,1020.0,1053.4,1052.262425447316,503,166,529288.0,237.0,47.12,60.5,28.7,1619029800.0
2021-04-20,1037.0,1047.65,1025.0,1026.15,1032.7572016460904,243,57,250960.0,190.0,78.19,22.65,-10.85,1618857000.0
2021-04-19,1028.0,1050.9,1001.05,1037.85,1035.4122885129118,2246,304,2325536.0,777.0,34.59,49.85,9.85,1618770600.0
2021-04-16,1009.85,1028.0,1004.45,1028.0,1016.7752808988764,89,42,90493.0,58.0,65.17,23.55,18.15,1618511400.0
2021-04-15,1017.75,1019.35,992.3,1007.15,1004.0359281437125,167,81,167674.0,111.0,66.47,27.05,-10.6,1618425000.0
2021-04-13,1025.0,1032.9,1000.0,1002.8,1013.6189821182944,727,243,736901.0,516.0,70.98,32.9,-22.2,1618252200.0
2021-04-12,1044.95,1059.25,1004.7,1016.35,1026.9189189189187,777,263,797916.0,432.0,55.6,54.55,-28.6,1618165800.0
2021-04-09,1070.25,1097.3,1064.35,1075.05,1085.923076923077,2379,401,2583411.0,1148.0,48.26,32.95,4.8,1617906600.0
2021-04-08,1048.0,1072.0,1036.95,1062.0,1056.4257246376812,552,214,583147.0,307.0,55.62,35.05,14.0,1617820200.0
2021-04-07,999.05,1081.6,999.05,1044.45,1054.1821985545835,2629,681,2771445.0,1284.0,48.84,82.55,45.4,1617733800.0
2021-04-06,984.45,999.0,977.2,993.75,991.705289672544,397,107,393707.0,281.0,70.78,21.8,9.3,1617647400.0
2021-04-05,990.0,993.7,954.75,979.6,968.8799126637554,916,187,887494.0,462.0,50.44,38.95,-10.4,1617561000.0
2021-04-01,966.0,1009.0,966.0,994.85,992.9097516656573,1651,421,1639294.0,923.0,55.91,43.0,28.85,1617215400.0
2021-03-31,958.75,975.0,954.95,960.0,966.1663747810858,571,95,551681.0,416.0,72.85,20.05,1.25,1617129000.0
2021-03-30,940.35,965.7,933.95,960.8,942.0160788381743,1928,247,1816207.0,766.0,39.73,31.75,20.45,1617042600.0
2021-03-26,932.3,937.0,921.1,930.45,928.034632034632,231,48,214376.0,200.0,86.58,15.9,-1.85,1616697000.0
2021-03-25,909.65,937.0,904.0,930.35,933.5280804694048,28632,320,26728776.0,26026.0,90.9,33.0,20.7,1616610600.0
2021-03-24,949.0,953.95,903.5,916.0,916.7345748558552,15089,506,13832608.0,14299.0,94.76,50.45,-33.0,1616524200.0
2021-03-23,943.4,957.95,941.0,950.6,950.259052924791,359,115,341143.0,290.0,80.78,16.95,7.2,1616437800.0
2021-03-22,969.85,978.85,935.5,938.3,955.4318374259102,1181,204,1128365.0,876.0,74.17,43.35,-31.55,1616351400.0
2021-03-19,959.0,967.55,941.6,962.7,954.7939958592132,966,241,922331.0,652.0,67.49,25.95,3.7,1616092200.0
2021-03-18,999.0,1007.0,963.3,970.15,994.7787526225443,5243,398,5215625.0,1237.0,23.59,43.7,-28.85,1616005800.0
2021-03-17,1014.8,1037.2,985.9,993.05,1022.8286937901498,3736,373,3821288.0,802.0,21.47,51.3,-21.75,1615919400.0
2021-03-16,1010.65,1020.0,994.35,1008.0,1007.5441964285714,2240,316,2256899.0,807.0,36.03,25.65,-2.65,1615833000.0
2021-03-15,1018.3,1024.9,990.9,1000.9,1011.8697013990394,4789,449,4845844.0,1245.0,26.0,34.0,-17.4,1615746600.0
2021-03-12,1034.65,1047.95,1019.35,1032.45,1042.515859030837,2270,178,2366511.0,805.0,35.46,28.6,-2.2,1615487400.0
2021-03-10,1043.0,1047.95,1031.85,1036.35,1038.1862917398944,569,129,590728.0,412.0,72.41,16.1,-6.65,1615314600.0
2021-03-09,1048.45,1050.25,1035.0,1039.75,1043.5404858299596,494,121,515509.0,256.0,51.82,15.25,-8.7,1615228200.0
2021-03-08,1053.0,1074.5,1043.0,1045.7,1059.0599613152804,1034,243,1095068.0,719.0,69.54,31.5,-7.3,1615141800.0
2021-03-05,1039.5,1044.0,1022.95,1040.7,1038.2278597785976,1084,191,1125439.0,895.0,82.56,21.05,1.2,1614882600.0
2021-03-04,1044.0,1048.7,1036.7,1040.4,1043.5338645418326,502,99,523854.0,450.0,89.64,12.0,-3.6,1614796200.0
2021-03-03,1056.4,1056.4,1026.95,1037.95,1046.97,700,167,732879.0,452.0,64.57,29.45,-18.45,1614709800.0
2021-03-02,1040.35,1050.0,1033.0,1042.6,1046.3637440758291,844,133,883131.0,558.0,66.11,17.0,2.25,1614623400.0
2021-03-01,1065.0,1065.0,1035.05,1040.35,1046.5105973025047,1038,143,1086278.0,600.0,57.8,29.95,-24.65,1614537000.0
2021-02-26,1048.0,1063.1,1001.85,1051.85,1029.3237586759208,18730,587,19279234.0,15975.0,85.29,61.25,3.85,1614277800.0
2021-02-25,1124.95,1140.0,1085.0,1099.85,1123.0168674698796,2075,479,2330260.0,1255.0,60.48,55.0,-25.1,1614191400.0
2021-02-24,1108.75,1140.0,1055.0,1110.9,1113.991011235955,1335,124,1487178.0,1156.0,86.59,85.0,2.15,1614105000.0
2021-02-23,1101.0,1127.95,1081.5,1093.7,1114.2895991028877,3567,367,3974671.0,1274.0,35.72,46.45,-7.3,1614018600.0
2021-02-22,1130.0,1130.0,1073.75,1081.15,1105.5649717514125,177,85,195685.0,146.0,82.49,56.25,-48.85,1613932200.0
2021-02-19,1116.3,1134.5,1100.5,1119.15,1124.2694892473119,1488,291,1672913.0,893.0,60.01,34.0,2.85,1613673000.0
2021-02-18,1064.65,1113.05,1064.65,1108.8,1101.627719580983,1241,216,1367120.0,797.0,64.22,48.4,44.15,1613586600.0
2021-02-17,1030.0,1065.0,1028.0,1060.8,1045.6896551724135,580,109,606500.0,477.0,82.24,37.0,30.8,1613500200.0
2021-02-16,1052.65,1052.65,1030.0,1040.15,1038.3187613843352,2196,187,2280148.0,629.0,28.64,22.65,-12.5,1613413800.0
2021-02-15,1059.0,1066.7,1025.0,1032.4,1036.395739910314,2676,284,2773395.0,2631.0,98.32,41.7,-26.6,1613327400.0
2021-02-12,1042.0,1047.05,1030.0,1030.0,1040.8397408207345,2315,98,2409544.0,445.0,19.22,17.05,-12.0,1613068200.0
2021-02-11,1064.0,1068.65,1046.2,1046.75,1057.784615384615,195,46,206268.0,175.0,89.74,22.45,-17.25,1612981800.0
2021-02-10,1042.25,1064.0,1042.25,1061.0,1048.7327586206895,116,49,121653.0,101.0,87.07,21.75,18.75,1612895400.0
2021-02-09,1057.0,1057.0,1044.45,1046.65,1048.5725190839694,131,30,137363.0,70.0,53.44,12.55,-10.35,1612809000.0
2021-02-08,1046.55,1057.8,1037.15,1050.0,1043.7687789799072,3235,319,3376592.0,732.0,22.63,20.65,3.45,1612722600.0
2021-02-05,1052.95,1068.0,1044.6,1057.4,1059.8639250075596,3307,174,3504970.0,518.0,15.66,23.4,4.45,1612463400.0
2021-02-04,1049.35,1057.15,1040.35,1043.45,1045.8971428571429,175,85,183032.0,113.0,64.57,16.8,-5.9,1612377000.0
2021-02-03,1053.5,1071.55,1041.35,1048.2,1055.193853427896,423,116,446347.0,374.0,88.42,30.2,-5.3,1612290600.0
2021-02-02,1064.35,1065.65,1035.7,1051.25,1043.8947368421052,76,44,79336.0,46.0,60.53,29.95,-13.1,1612204200.0
2021-02-01,1017.25,1047.25,1007.0,1047.25,1032.2550607287449,247,78,254967.0,227.0,91.9,40.25,30.0,1612117800.0
2021-01-29,1040.35,1105.0,1035.05,1035.85,1050.5714285714284,175,53,183850.0,149.0,85.14,69.95,-4.5,1611858600.0
2021-01-28,1038.35,1038.9,1038.35,1038.9,1038.3333333333333,3,3,3115.0,2.0,66.67,0.55,0.55,1611772200.0
2021-01-27,1030.0,1048.8,1017.5,1045.5,1027.7016129032259,124,48,127435.0,98.0,79.03,31.3,15.5,1611685800.0
2021-01-25,1055.5,1055.5,1020.85,1035.0,1034.6820083682007,239,100,247289.0,167.0,69.87,34.65,-20.5,1611513000.0
2021-01-22,1079.0,1079.0,1053.1,1054.95,1065.3055555555557,288,111,306808.0,147.0,51.04,25.9,-24.05,1611253800.0
2021-01-21,1076.95,1091.45,1057.95,1085.05,1080.8837837837837,370,124,399927.0,143.0,38.65,33.5,8.1,1611167400.0
2021-01-20,1043.55,1060.45,1043.55,1054.15,1050.1787234042552,2115,121,2221128.0,2056.0,97.21,16.9,10.6,1611081000.0
2021-01-19,1065.1,1090.9,1031.1,1033.8,1054.9083969465648,393,152,414579.0,289.0,73.54,59.8,-31.3,1610994600.0
2021-01-18,1090.0,1095.55,1046.95,1059.0,1070.2926646706585,1336,201,1429911.0,536.0,40.12,48.6,-31.0,1610908200.0
2021-01-15,1122.05,1136.0,1105.0,1107.5,1120.4324324324325,74,53,82912.0,47.0,63.51,31.0,-14.55,1610649000.0
2021-01-14,1127.0,1131.0,1115.0,1118.8,1122.936170212766,235,60,263890.0,162.0,68.94,16.0,-8.2,1610562600.0
2021-01-13,1184.3,1185.0,1118.85,1134.35,1152.6787330316743,442,141,509484.0,314.0,71.04,66.15,-49.95,1610476200.0
2021-01-12,1130.0,1177.9,1107.5,1175.25,1142.593625498008,753,240,860373.0,322.0,42.76,70.4,45.25,1610389800.0
2021-01-11,1185.85,1187.05,1120.15,1123.8,1146.9261939218525,691,313,792526.0,369.0,53.4,66.9,-62.05,1610303400.0
2021-01-08,1153.45,1185.85,1142.0,1173.45,1173.0315904139431,918,210,1076843.0,678.0,73.86,43.85,20.0,1610044200.0
2021-01-07,1110.0,1170.9,1084.1,1158.05,1128.2863372093025,1376,368,1552522.0,813.0,59.08,86.8,48.05,1609957800.0
2021-01-06,1101.0,1110.4,1083.0,1085.15,1092.6023255813952,430,94,469819.0,351.0,81.63,27.4,-15.85,1609871400.0
2021-01-05,1109.0,1109.0,1092.4,1094.7,1099.784702549575,353,122,388224.0,254.0,71.95,16.6,-14.3,1609785000.0
2021-01-04,1110.05,1117.85,1084.9,1113.35,1097.5150300601201,499,139,547660.0,483.0,96.79,32.95,3.3,1609698600.0
2021-01-01,1096.55,1099.4,1074.4,1086.4,1092.3760683760684,117,58,127808.0,88.0,75.21,25.0,-10.15,1609439400.0
