Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-23,19.2,19.2,18.25,18.9,18.422156555999766,17259,45,317948.0,17259.0,100.0,0.95,-0.3,1619116200.0
2021-04-22,18.15,19.35,18.1,19.2,18.42589871681849,20418,61,376220.0,20418.0,100.0,1.25,1.05,1619029800.0
2021-04-20,19.45,19.45,18.55,19.05,19.055483028720623,4596,35,87579.0,4596.0,100.0,0.9,-0.4,1618857000.0
2021-04-19,19.2,19.6,18.25,19.4,18.4313353115727,16850,65,310568.0,16850.0,100.0,1.35,0.2,1618770600.0
2021-04-16,18.7,19.6,17.85,19.2,18.9129045145825,5006,50,94678.0,5006.0,100.0,1.75,0.5,1618511400.0
2021-04-15,19.0,19.4,17.65,18.7,17.903613754451513,17129,58,306671.0,17129.0,100.0,1.75,-0.3,1618425000.0
2021-04-13,18.8,19.1,17.9,18.55,18.25333685740716,7567,50,138123.0,7567.0,100.0,1.2,-0.25,1618252200.0
2021-04-12,19.95,19.95,18.8,18.8,18.94698113207547,5300,31,100419.0,5300.0,100.0,1.15,-1.15,1618165800.0
2021-04-09,19.85,20.2,18.5,19.75,19.09639104613979,6567,60,125406.0,6567.0,100.0,1.7,-0.1,1617906600.0
2021-04-08,18.1,19.85,18.05,19.45,18.8874396631406,9737,70,183907.0,9737.0,100.0,1.8,1.35,1617820200.0
2021-04-07,19.7,19.7,18.05,18.95,18.38382168509862,17542,85,322489.0,17542.0,100.0,1.65,-0.75,1617733800.0
2021-04-06,19.35,19.55,17.85,19.0,18.28069859560677,5554,63,101531.0,5554.0,100.0,1.7,-0.35,1617647400.0
2021-04-05,18.95,19.0,17.65,18.75,18.399333447273968,11702,72,215309.0,11702.0,100.0,1.35,-0.2,1617561000.0
2021-04-01,17.5,19.25,17.45,18.55,17.726409610540593,15483,72,274458.0,15483.0,100.0,1.8,1.05,1617215400.0
2021-03-31,17.4,18.94,17.4,18.36,17.979908675799084,7665,53,137816.0,7665.0,100.0,1.54,0.96,1617129000.0
2021-03-30,18.84,18.84,17.72,18.31,17.979198899776517,5817,47,104585.0,5817.0,100.0,1.12,-0.53,1617042600.0
2021-03-26,17.62,19.0,17.62,18.65,17.96520535302261,10835,75,194653.0,10835.0,100.0,1.38,1.03,1616697000.0
2021-03-25,19.0,19.0,17.96,18.54,18.075974820772863,11438,67,206753.0,11438.0,100.0,1.04,-0.46,1616610600.0
2021-03-24,19.0,19.0,18.05,18.9,18.210351591972238,6627,32,120680.0,6627.0,100.0,0.95,-0.1,1616524200.0
2021-03-23,18.4,19.0,17.75,18.99,18.140860024774376,5651,58,102514.0,5651.0,100.0,1.25,0.59,1616437800.0
2021-03-22,18.94,18.94,17.34,18.68,18.377368421052633,11400,93,209502.0,11400.0,100.0,1.6,-0.26,1616351400.0
2021-03-19,16.94,18.45,16.9,18.25,18.00806747341401,8181,84,147324.0,8181.0,100.0,1.55,1.31,1616092200.0
2021-03-18,16.5,17.97,16.28,17.78,17.615579480683976,9474,60,166890.0,9474.0,100.0,1.69,1.28,1616005800.0
2021-03-17,16.68,17.28,16.2,17.13,17.054794520547944,11096,85,189240.0,11096.0,100.0,1.08,0.45,1615919400.0
2021-03-16,15.9,16.68,15.16,16.46,16.100598684856216,10189,76,164049.0,10189.0,100.0,1.52,0.56,1615833000.0
2021-03-15,15.95,16.0,14.55,15.89,15.639411596140988,10469,62,163729.0,10469.0,100.0,1.45,-0.06,1615746600.0
2021-03-12,15.49,15.63,14.15,15.26,15.045333103507712,11603,78,174571.0,11603.0,100.0,1.48,-0.23,1615487400.0
2021-03-10,14.95,14.95,13.9,14.89,14.740707964601768,3390,47,49971.0,3390.0,100.0,1.05,-0.06,1615314600.0
2021-03-09,14.93,14.93,13.61,14.25,14.474125257277272,6802,54,98453.0,6802.0,100.0,1.32,-0.68,1615228200.0
2021-03-08,13.94,14.63,13.25,14.25,13.917426954613696,8659,33,120511.0,8659.0,100.0,1.38,0.31,1615141800.0
2021-03-05,13.58,14.81,13.58,13.94,13.778438795745448,5547,31,76429.0,5547.0,100.0,1.23,0.36,1614882600.0
2021-03-04,14.05,14.75,13.35,14.29,13.750764352847922,8831,45,121433.0,8831.0,100.0,1.4,0.24,1614796200.0
2021-03-03,13.6,14.19,12.98,14.05,13.38249001331558,3004,26,40201.0,3004.0,100.0,1.21,0.45,1614709800.0
2021-03-02,14.3,14.3,13.0,13.61,13.195058091965308,6111,42,80635.0,6111.0,100.0,1.3,-0.69,1614623400.0
2021-03-01,13.9,13.9,13.09,13.66,13.635393671817512,2718,19,37061.0,2718.0,100.0,0.81,-0.24,1614537000.0
2021-02-26,14.7,14.94,13.68,13.71,14.017119838872103,4965,31,69595.0,4965.0,100.0,1.26,-0.99,1614277800.0
2021-02-25,13.97,14.49,13.3,14.4,13.637714285714283,5250,33,71598.0,5250.0,100.0,1.19,0.43,1614191400.0
2021-02-24,14.15,14.15,13.6,13.97,13.854521625163827,763,16,10571.0,763.0,100.0,0.55,-0.18,1614105000.0
2021-02-23,14.2,14.84,13.49,13.49,13.721186856302108,4078,29,55955.0,4078.0,100.0,1.35,-0.71,1614018600.0
2021-02-22,14.65,14.7,13.3,14.2,13.380019235393124,8318,40,111295.0,8318.0,100.0,1.4,-0.45,1613932200.0
2021-02-19,15.3,15.3,13.87,14.0,13.995096582466568,6730,49,94187.0,6730.0,100.0,1.43,-1.3,1613673000.0
2021-02-18,16.11,16.11,14.59,14.59,14.835944700460828,13020,45,193164.0,13020.0,100.0,1.52,-1.52,1613586600.0
2021-02-17,15.0,15.39,14.24,15.35,15.214483714483714,2886,29,43909.0,2886.0,100.0,1.15,0.35,1613500200.0
2021-02-16,15.18,15.18,14.15,14.98,14.971482563133481,5821,35,87149.0,5821.0,100.0,1.03,-0.2,1613413800.0
2021-02-15,13.11,14.46,13.1,14.46,14.393605384938999,11885,32,171068.0,11885.0,100.0,1.36,1.35,1613327400.0
2021-02-12,14.1,14.98,13.78,13.78,13.948818897637796,5588,27,77946.0,5588.0,100.0,1.2,-0.32,1613068200.0
2021-02-11,14.9,14.95,14.41,14.5,14.870818218460299,14886,22,221367.0,14886.0,100.0,0.54,-0.4,1612981800.0
2021-02-10,15.16,15.16,13.72,14.99,14.899332591768632,5394,38,80367.0,5394.0,100.0,1.44,-0.17,1612895400.0
2021-02-09,13.5,14.54,13.26,14.44,13.833939945404913,4396,27,60814.0,4396.0,100.0,1.28,0.94,1612809000.0
2021-02-08,14.5,14.5,13.9,13.9,14.146632456703014,7795,28,110273.0,7795.0,100.0,0.6,-0.6,1612722600.0
2021-02-05,13.9,13.9,13.1,13.9,13.447956989247311,4650,21,62533.0,4650.0,100.0,0.8,0.0,1612463400.0
2021-02-04,13.77,14.44,13.12,13.24,13.370088333841,3283,21,43894.0,3283.0,100.0,1.32,-0.53,1612377000.0
2021-02-03,13.77,13.77,13.1,13.77,13.677970557308097,3804,29,52031.0,3804.0,100.0,0.67,0.0,1612290600.0
2021-02-02,13.99,14.15,13.03,13.12,13.935279187817258,4728,25,65886.0,4728.0,100.0,1.12,-0.87,1612204200.0
2021-02-01,14.85,14.85,13.5,13.65,14.269137400873928,6179,49,88169.0,6179.0,100.0,1.35,-1.2,1612117800.0
2021-01-29,13.99,14.15,12.81,14.15,13.147186774941996,6896,43,90663.0,6896.0,100.0,1.34,0.16,1611858600.0
