Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-16,6.0,6.0,6.0,6.0,6.0,1999,1,11994.0,1999,100.0,0.0,0.0,1618511400.0
2021-04-12,5.99,6.6,5.99,6.01,6.465631929046563,4510,7,29160.0,4510,100.0,0.61,0.02,1618165800.0
2021-03-31,6.3,6.3,6.3,6.3,6.3,1000,1,6300.0,1000,100.0,0.0,0.0,1617129000.0
2021-03-18,6.42,6.42,6.42,6.42,6.42,1000,1,6420.0,1000,100.0,0.0,0.0,1616005800.0
2021-03-09,6.55,6.55,6.55,6.55,6.0,1,1,6.0,1,100.0,0.0,0.0,1615228200.0
2021-02-22,6.42,6.43,6.42,6.43,6.4228571428571435,700,3,4496.0,700,100.0,0.01,0.01,1613932200.0
2021-02-19,6.75,6.75,6.75,6.75,6.75,500,1,3375.0,500,100.0,0.0,0.0,1613673000.0
2021-02-17,7.08,7.08,7.08,7.08,7.08,1000,2,7080.0,1000,100.0,0.0,0.0,1613500200.0
2021-02-16,7.45,7.45,7.45,7.45,7.45,100,1,745.0,100,100.0,0.0,0.0,1613413800.0
2021-02-12,7.84,7.84,7.84,7.84,7.84,1000,1,7840.0,1000,100.0,0.0,0.0,1613068200.0
2021-02-11,8.25,8.25,8.25,8.25,8.25,500,1,4125.0,500,100.0,0.0,0.0,1612981800.0
2021-02-10,8.68,9.56,8.68,8.68,8.681304058549566,1503,4,13048.0,1503,100.0,0.88,0.0,1612895400.0
2021-02-09,9.61,9.61,9.13,9.13,9.52828618968386,1202,5,11453.0,1202,100.0,0.48,-0.48,1612809000.0
2021-02-08,10.6,10.6,9.61,9.61,9.64137931034483,145,3,1398.0,145,100.0,0.99,-0.99,1612722600.0
2021-02-05,10.11,10.11,10.11,10.11,10.11,300,2,3033.0,300,100.0,0.0,0.0,1612463400.0
2021-02-04,10.64,10.64,10.64,10.64,10.64,100,1,1064.0,100,100.0,0.0,0.0,1612377000.0
2021-02-03,11.2,11.2,11.2,11.2,11.2,200,1,2240.0,200,100.0,0.0,0.0,1612290600.0
2021-02-02,12.99,12.99,11.78,11.78,11.88181818181818,110,2,1307.0,110,100.0,1.21,-1.21,1612204200.0
2021-02-01,12.4,12.4,12.4,12.4,12.4,50,1,620.0,50,100.0,0.0,0.0,1612117800.0
2021-01-29,12.44,12.44,11.82,11.82,11.825742574257424,505,2,5972.0,505,100.0,0.62,-0.62,1611858600.0
2021-01-28,12.44,12.44,12.44,12.44,12.44,50,2,622.0,50,100.0,0.0,0.0,1611772200.0
2021-01-27,10.74,11.85,10.74,11.85,10.740558992959247,9374,6,100682.0,9374,100.0,1.11,1.11,1611685800.0
2021-01-25,11.3,11.3,11.3,11.3,11.3,5500,2,62150.0,5500,100.0,0.0,0.0,1611513000.0
2021-01-22,11.89,11.89,11.89,11.89,11.0,1,1,11.0,1,100.0,0.0,0.0,1611253800.0
2021-01-21,11.39,11.39,10.31,11.35,10.670333333333332,3000,5,32011.0,3000,100.0,1.08,-0.04,1611167400.0
2021-01-20,11.95,11.95,10.85,10.85,11.571147540983606,1525,5,17646.0,1525,100.0,1.1,-1.1,1611081000.0
2021-01-18,11.4,11.4,11.4,11.4,11.399193548387096,992,6,11308.0,992,100.0,0.0,0.0,1610908200.0
2021-01-15,10.88,10.88,10.88,10.88,10.877358490566037,212,5,2306.0,212,100.0,0.0,0.0,1610649000.0
2021-01-13,10.38,10.39,10.38,10.39,10.388,1000,5,10388.0,1000,100.0,0.01,0.01,1610476200.0
2021-01-12,9.9,9.9,9.9,9.9,9.9,50,1,495.0,50,100.0,0.0,0.0,1610389800.0
2021-01-11,8.55,9.45,8.55,9.45,8.86240444753301,1439,4,12753.0,1439,100.0,0.9,0.9,1610303400.0
2021-01-08,9.0,9.0,9.0,9.0,9.0,150,3,1350.0,100,66.67,0.0,0.0,1610044200.0
2021-01-07,8.8,8.8,8.8,8.8,8.8,50,1,440.0,50,100.0,0.0,0.0,1609957800.0
2021-01-06,8.45,8.45,8.45,8.45,8.333333333333332,6,1,50.0,6,100.0,0.0,0.0,1609871400.0
2021-01-04,8.07,8.07,8.07,8.07,8.07,1700,3,13719.0,1700,100.0,0.0,0.0,1609698600.0
2021-01-01,8.07,8.07,8.07,8.07,8.069753086419754,3240,8,26146.0,3240,100.0,0.0,0.0,1609439400.0
2020-12-31,7.69,7.69,7.69,7.69,7.68,50,1,384.0,50,100.0,0.0,0.0,1609353000.0
2020-12-30,7.33,7.33,7.33,7.33,7.32,50,1,366.0,50,100.0,0.0,0.0,1609266600.0
2020-12-29,6.99,6.99,6.99,6.99,6.989826302729528,4030,4,28169.0,4030,100.0,0.0,0.0,1609180200.0
2020-12-28,6.66,6.66,6.66,6.66,6.653846153846153,26,1,173.0,26,100.0,0.0,0.0,1609093800.0
2020-12-24,6.35,6.35,6.35,6.35,6.346938775510204,49,1,311.0,49,100.0,0.0,0.0,1608748200.0
2020-12-23,6.05,6.05,6.05,6.05,6.0,10,1,60.0,10,100.0,0.0,0.0,1608661800.0
2020-12-22,5.77,5.77,5.77,5.77,5.7,10,1,57.0,10,100.0,0.0,0.0,1608575400.0
2020-12-21,5.5,5.5,5.5,5.5,5.5,20000,2,110000.0,20000,100.0,0.0,0.0,1608489000.0
2020-12-18,5.71,5.71,5.71,5.71,5.71,1000,1,5710.0,1000,100.0,0.0,0.0,1608229800.0
2020-12-17,6.01,6.01,6.01,6.01,6.01,500,1,3005.0,500,100.0,0.0,0.0,1608143400.0
2020-12-10,6.32,6.32,6.32,6.32,6.318367346938776,490,1,3096.0,490,100.0,0.0,0.0,1607538600.0
2020-12-07,6.32,6.32,6.32,6.32,6.319975818291735,11579,2,73179.0,11579,100.0,0.0,0.0,1607279400.0
2020-12-02,6.3,6.3,6.02,6.02,6.299925018745314,40010,5,252060.0,40010,100.0,0.28,-0.28,1606847400.0
2020-12-01,5.7,6.3,5.7,6.3,5.754545454545455,55000,6,316500.0,50000,90.91,0.6,0.6,1606761000.0
2020-11-27,6.0,6.0,6.0,6.0,6.0,40000,4,240000.0,40000,100.0,0.0,0.0,1606415400.0
2020-11-20,6.16,6.16,6.16,6.16,6.16,13000,3,80080.0,13000,100.0,0.0,0.0,1605810600.0
2020-11-05,6.47,6.47,6.47,6.47,6.4,10,1,64.0,10,100.0,0.0,0.0,1604514600.0
