Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-April-2021,5249.90,5335.70,5128.60,5171.60,5212.738867304243873281,13384,2986,69767297.00,2509,18.75,207.10,-78.30
