Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-23,45.6,49.9,45.1,47.45,47.38219437563748,102945,734,4877760.0,62816.0,61.02,4.8,1.85,1619116200.0
2021-04-22,38.95,44.3,37.7,44.3,43.97639852830504,95672,467,4207310.0,75642.0,79.06,6.6,5.35,1619029800.0
2021-04-20,32.1,38.5,32.1,36.95,36.37644758610317,6649,95,241867.0,6018.0,90.51,6.4,4.85,1618857000.0
2021-04-19,32.0,32.75,30.15,32.7,31.762042389210016,1038,17,32969.0,683.0,65.8,2.6,0.7,1618770600.0
2021-04-16,36.75,36.75,30.05,33.35,31.91681278005065,5133,67,163829.0,3280.0,63.9,6.7,-3.4,1618511400.0
2021-04-15,34.0,37.5,30.3,34.35,32.91896103896104,7700,85,253476.0,4178.0,54.26,7.2,0.35,1618425000.0
2021-04-13,33.0,33.0,32.0,33.0,32.512195121951216,410,15,13330.0,261.0,63.66,1.0,0.0,1618252200.0
2021-04-12,31.2,34.8,31.05,31.2,31.39654025282768,1503,33,47189.0,712.0,47.37,3.75,0.0,1618165800.0
2021-04-09,32.85,34.0,32.25,33.65,33.400342661336374,1751,35,58484.0,1196.0,68.3,1.75,0.8,1617906600.0
2021-04-08,34.7,35.0,30.75,32.85,32.64622258326564,2462,61,80375.0,1297.0,52.68,4.25,-1.85,1617820200.0
2021-04-07,32.05,33.0,30.1,30.7,31.39544764795144,3295,27,103448.0,2173.0,65.95,2.9,-1.35,1617733800.0
2021-04-06,33.4,33.4,31.5,32.05,32.382280557834285,1219,22,39474.0,1066.0,87.45,1.9,-1.35,1617647400.0
2021-04-05,31.35,31.5,29.1,31.5,30.289792387543248,1156,13,35015.0,831.0,71.89,2.4,0.15,1617561000.0
2021-04-01,31.2,31.5,31.2,31.35,31.394736842105264,152,5,4772.0,102.0,67.11,0.3,0.15,1617215400.0
2021-03-31,32.0,32.0,31.65,31.95,31.94871794871795,117,3,3738.0,117.0,100.0,0.35,-0.05,1617129000.0
2021-03-30,30.3,33.8,30.3,33.8,32.26583333333333,1200,19,38719.0,1197.0,99.75,3.5,3.5,1617042600.0
2021-03-26,32.35,33.0,30.55,31.0,31.345078979343864,823,25,25797.0,741.0,90.04,2.45,-1.35,1616697000.0
2021-03-25,35.75,35.75,32.4,32.65,33.053687315634214,5085,51,168078.0,3253.0,63.97,3.35,-3.1,1616610600.0
2021-03-24,31.85,36.0,31.8,35.9,34.457983193277315,3094,46,106613.0,2125.0,68.68,4.2,4.05,1616524200.0
2021-03-23,29.05,33.0,28.05,32.85,32.50656332041505,7999,63,260020.0,7630.0,95.39,4.95,3.8,1616437800.0
2021-03-22,28.15,31.05,27.45,30.0,29.34180368709517,2007,35,58889.0,1395.0,69.51,3.6,1.85,1616351400.0
2021-03-19,29.7,30.0,29.0,29.15,29.701730103806227,1445,18,42919.0,1335.0,92.39,1.0,-0.55,1616092200.0
2021-03-18,29.75,30.45,28.25,29.0,29.335972850678733,884,14,25933.0,871.0,98.53,2.2,-0.75,1616005800.0
2021-03-17,30.95,31.0,30.0,30.45,30.436056838365896,1126,15,34271.0,1066.0,94.67,1.0,-0.5,1615919400.0
2021-03-16,31.15,31.15,29.7,30.0,30.01072705601907,1678,21,50358.0,1677.0,99.94,1.45,-1.15,1615833000.0
2021-03-15,31.75,31.75,30.5,30.5,30.534977352793156,1987,19,60673.0,1438.0,72.37,1.25,-1.25,1615746600.0
2021-03-12,32.0,32.0,30.25,31.9,31.63786688714345,2419,21,76532.0,2416.0,99.88,1.75,-0.1,1615487400.0
2021-03-10,30.55,30.6,30.0,30.0,30.5696,1250,8,38212.0,1235.0,98.8,0.6,-0.55,1615314600.0
2021-03-09,30.05,32.6,30.0,30.4,31.768525350479603,9487,37,301388.0,8416.0,88.71,2.6,0.35,1615228200.0
2021-03-08,32.0,32.0,30.0,31.2,31.074567243675094,751,19,23337.0,651.0,86.68,2.0,-0.8,1615141800.0
2021-03-05,30.0,31.0,28.2,30.4,29.741690408357076,3159,35,93954.0,2416.0,76.48,2.8,0.4,1614882600.0
2021-03-04,29.55,30.4,29.0,30.0,29.531871838111297,2965,36,87562.0,2435.0,82.12,1.4,0.45,1614796200.0
2021-03-03,31.5,31.5,30.0,30.55,30.469949312092687,1381,13,42079.0,1050.0,76.03,1.5,-0.95,1614709800.0
