Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2021-03-12,3530.0,3564.7,3504.0,3512.0,3539.434158617875,14702,1558,52036761.0,5189.0,35.29,60.7,-18.0,1615487400.0,0.0,,,,0.033040908570209276,0.04,-54.6679242596811,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,,,,
2021-03-10,3500.0,3543.0,3485.2,3527.9,3521.7867126263104,21178,1534,74584399.0,3102.0,14.65,57.8,27.9,1615314600.0,0.0,0.4527334851936349,,,0.033040908570209276,0.04,-54.87223277303779,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3530.0,3564.7,3504.0,3512.0
2021-03-09,3521.0,3550.0,3461.45,3501.4,3502.78803202697,16611,2551,58184812.0,6951.0,41.85,88.55,-19.6,1615228200.0,0.0,-0.7511550780917808,,,0.03303112566511687,0.05,-54.53068772491003,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3500.0,3543.0,3485.2,3527.9
2021-03-08,3510.0,3548.0,3499.85,3508.25,3524.6608557844684,10727,921,37809037.0,1967.0,18.34,48.15,-1.75,1615141800.0,0.0,0.19563603130177132,,,0.03302144491853164,0.05,-54.61946839592389,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3521.0,3550.0,3461.45,3501.4
2021-03-05,3538.0,3549.0,3489.75,3495.85,3521.621321515709,20083,2973,70724721.0,9843.0,49.01,59.25,-42.15,1614882600.0,0.0,-0.3534525760706897,,,0.03301164206498742,0.04,-54.45850079379836,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3510.0,3548.0,3499.85,3508.25
2021-03-04,3535.15,3570.8,3497.2,3554.3,3537.121840643772,8823,1034,31208026.0,2257.0,25.58,73.6,19.15,1614796200.0,0.0,1.6719824935280458,,,0.033001872595701844,0.04,-55.20742480938582,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3538.0,3549.0,3489.75,3495.85
2021-03-03,3545.0,3571.3,3500.05,3565.1,3544.2635161567946,12781,1053,45299232.0,2124.0,16.62,71.25,20.1,1614709800.0,0.0,0.3038572996089117,,,0.032992491976246034,0.05,-55.343118005105055,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3535.15,3570.8,3497.2,3554.3
2021-03-02,3475.0,3522.5,3455.8,3515.55,3487.516334531199,24488,3562,85402300.0,8297.0,33.88,66.7,40.55,1614623400.0,0.0,-1.3898628369470645,,,0.03298269461057322,0.04,-54.71370055894526,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3545.0,3571.3,3500.05,3565.1
2021-03-01,3411.4,3483.7,3384.3,3462.8,3429.44157129846,25253,3420,86603688.0,8631.0,34.18,99.4,51.4,1614537000.0,0.0,-1.5004764546088123,,,0.03297326895945056,0.05,-54.02383908975396,,,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3475.0,3522.5,3455.8,3515.55
2021-02-26,3433.0,3482.5,3330.0,3368.25,3416.6436930145733,27858,3013,95180860.0,8383.0,30.09,152.5,-64.75,1614277800.0,0.0,-2.7304493473489733,19371.25,-3.0984485246852933,0.03296390175194412,0.04,-52.7332442663104,0.0,-52.771925710240325,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3411.4,3483.7,3384.3,3462.8
2021-02-25,3481.0,3513.7,3431.0,3439.0,3478.1367316650244,68053,4181,236697639.0,50077.0,73.59,82.7,-42.0,1614191400.0,0.0,2.100497290878045,19990.65,0.8979575767914971,0.032913976572152545,0.04,-53.705655713870314,-3.0984485246852933,-53.64235689265592,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3433.0,3482.5,3330.0,3368.25
2021-02-24,3490.0,3510.0,3320.1,3483.1,3457.5038767220067,113240,8416,391527739.0,68646.0,60.62,189.9,-6.9,1614105000.0,0.0,1.2823495202093582,19812.74,1.5785825466909875,0.032910893257748736,0.03,-54.291794665671375,-2.2283137011841925,-54.24747154450919,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3481.0,3513.7,3431.0,3439.0
2021-02-23,3495.0,3518.0,3440.05,3449.3,3468.47691643007,16202,1532,56196263.0,4426.0,27.32,77.95,-45.7,1614018600.0,0.0,-0.9703999310958555,19504.84,0.4426102624815353,0.032898936969473935,0.04,-53.84389586292871,-0.6849069256656293,-53.8600471956725,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3490.0,3510.0,3320.1,3483.1
2021-02-22,3500.2,3563.0,3480.0,3495.45,3517.038831520672,25469,3536,89575462.0,8153.0,32.01,83.0,-4.75,1613932200.0,0.0,1.337952628069461,19418.89,-1.8130731584980355,0.03289831307621409,0.03,-54.45328927605888,-0.2453281315255351,-54.474231444989265,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3495.0,3518.0,3440.05,3449.3
2021-02-19,3588.0,3604.0,3492.0,3526.65,3545.5096495023795,23110,1990,81936728.0,7228.0,31.28,112.0,-61.35,1613673000.0,0.0,0.8925889370467344,19777.47,-1.0404590148513249,0.032880649147173376,0.04,-54.85623750584833,-2.05395331152064,-54.827386961681654,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3500.2,3563.0,3480.0,3495.45
2021-02-18,3600.0,3648.0,3573.65,3587.65,3603.245430035049,74180,3803,267288746.0,47737.0,64.35,74.35,-12.35,1613586600.0,0.0,1.729686813264708,19985.41,-0.2373588326437969,0.032874631662282154,0.03,-55.62380667010438,-3.073041783981412,-55.551795314423316,137.75,3876.9,3739.15,,,,,,2021,5444.6,5537.7,-347.0,1908.5,29.54,11504.3,11575.7,-725.2,4109.5,63.55,20970.8,20868.5,-1442.6,7551.5,90.35,,3588.0,3604.0,3492.0,3526.65
