Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-23,1.04,1.04,1.04,1.04,1.0398671096345513,301,3,313.0,301,100.0,0.0,0.0,1619116200.0
2021-04-22,1.14,1.14,1.09,1.09,1.131557035803497,1201,3,1359.0,1201,100.0,0.05,-0.05,1619029800.0
2021-04-20,1.14,1.14,1.14,1.14,1.1395348837209303,301,2,343.0,301,100.0,0.0,0.0,1618857000.0
2021-04-19,1.2,1.2,1.2,1.2,1.2,3200,2,3840.0,3200,100.0,0.0,0.0,1618770600.0
2021-04-16,1.26,1.26,1.26,1.26,1.2593103448275862,725,3,913.0,725,100.0,0.0,0.0,1618511400.0
2021-04-15,1.38,1.43,1.32,1.32,1.376335512677404,18813,24,25893.0,18813,100.0,0.11,-0.06,1618425000.0
2021-04-13,1.38,1.38,1.38,1.38,1.38,16600,7,22908.0,16600,100.0,0.0,0.0,1618252200.0
2021-04-12,1.32,1.32,1.32,1.32,1.319998210050566,22347,22,29498.0,22347,100.0,0.0,0.0,1618165800.0
2021-04-09,1.26,1.26,1.26,1.26,1.2588832487309645,394,2,496.0,394,100.0,0.0,0.0,1617906600.0
2021-04-08,1.2,1.2,1.2,1.2,1.198019801980198,101,2,121.0,101,100.0,0.0,0.0,1617820200.0
2021-04-07,1.15,1.15,1.15,1.15,1.15,1980,3,2277.0,1980,100.0,0.0,0.0,1617733800.0
2021-04-06,1.1,1.1,1.1,1.1,1.0993377483443707,1057,3,1162.0,1057,100.0,0.0,0.0,1617647400.0
2021-04-05,1.01,1.06,1.0,1.05,1.0013379716350013,3737,6,3742.0,3737,100.0,0.06,0.04,1617561000.0
2021-04-01,1.01,1.01,1.0,1.01,1.0092786382028742,14334,10,14467.0,14334,100.0,0.01,0.0,1617215400.0
2021-03-31,0.97,0.97,0.97,0.97,0.9603960396039604,101,2,97.0,101,100.0,0.0,0.0,1617129000.0
2021-03-30,0.97,0.97,0.93,0.93,0.9329608938547486,537,5,501.0,537,100.0,0.04,-0.04,1617042600.0
2021-03-26,0.97,0.97,0.97,0.97,0.969030969030969,1001,2,970.0,1001,100.0,0.0,0.0,1616697000.0
2021-03-25,0.89,0.93,0.89,0.93,0.8995502248875562,2001,3,1800.0,2001,100.0,0.04,0.04,1616610600.0
2021-03-24,0.89,0.89,0.89,0.89,0.8897775556110972,4001,3,3560.0,4001,100.0,0.0,0.0,1616524200.0
2021-03-23,0.77,0.85,0.77,0.85,0.769828926905132,643,4,495.0,643,100.0,0.08,0.08,1616437800.0
2021-03-22,0.76,0.82,0.76,0.81,0.8040472175379426,8895,17,7152.0,8895,100.0,0.06,0.05,1616351400.0
2021-03-19,0.79,0.79,0.79,0.79,0.0,1,1,0.0,1,100.0,0.0,0.0,1616092200.0
2021-03-18,0.76,0.76,0.76,0.76,0.76,100,1,76.0,100,100.0,0.0,0.0,1616005800.0
2021-03-16,0.8,0.8,0.77,0.77,0.7694610778443113,1002,4,771.0,1002,100.0,0.03,-0.03,1615833000.0
2021-03-15,0.78,0.78,0.77,0.77,0.7699350757449642,6007,8,4625.0,6007,100.0,0.01,-0.01,1615746600.0
2021-03-12,0.75,0.75,0.75,0.75,0.7495049504950495,1010,3,757.0,1010,100.0,0.0,0.0,1615487400.0
2021-03-10,0.72,0.72,0.72,0.72,0.0,1,1,0.0,1,100.0,0.0,0.0,1615314600.0
2021-03-09,0.69,0.69,0.69,0.69,0.6899196493791088,2738,2,1889.0,2738,100.0,0.0,0.0,1615228200.0
2021-03-08,0.66,0.66,0.66,0.66,0.65967802321228,2671,5,1762.0,2671,100.0,0.0,0.0,1615141800.0
2021-03-05,0.63,0.63,0.63,0.63,0.6279620853080567,422,4,265.0,422,100.0,0.0,0.0,1614882600.0
2021-03-04,0.6,0.6,0.6,0.6,0.6,1220,4,732.0,1220,100.0,0.0,0.0,1614796200.0
2021-03-03,0.57,0.59,0.57,0.59,0.5898,5000,5,2949.0,5000,100.0,0.02,0.02,1614709800.0
2021-03-02,0.57,0.57,0.57,0.57,0.57,5000,1,2850.0,5000,100.0,0.0,0.0,1614623400.0
2021-03-01,0.56,0.56,0.56,0.56,0.5598240469208211,3410,3,1909.0,3410,100.0,0.0,0.0,1614537000.0
2021-02-25,0.56,0.56,0.56,0.56,0.5263157894736842,19,1,10.0,19,100.0,0.0,0.0,1614191400.0
2021-02-24,0.56,0.56,0.56,0.56,0.56,600,2,336.0,600,100.0,0.0,0.0,1614105000.0
2021-02-23,0.54,0.56,0.54,0.56,0.5597788527988942,1447,4,810.0,1447,100.0,0.02,0.02,1614018600.0
2021-02-22,0.54,0.54,0.54,0.54,0.5161290322580645,31,1,16.0,31,100.0,0.0,0.0,1613932200.0
2021-02-19,0.58,0.58,0.56,0.56,0.5699481865284974,6755,4,3850.0,6755,100.0,0.02,-0.02,1613673000.0
2021-02-17,0.58,0.6,0.58,0.58,0.5769230769230769,130,3,75.0,130,100.0,0.02,0.0,1613500200.0
2021-02-16,0.58,0.58,0.58,0.58,0.579753086419753,2025,3,1174.0,2025,100.0,0.0,0.0,1613413800.0
2021-02-15,0.6,0.6,0.58,0.58,0.5989698307579102,1359,4,814.0,1359,100.0,0.02,-0.02,1613327400.0
2021-02-12,0.6,0.6,0.6,0.6,0.6,1000,1,600.0,1000,100.0,0.0,0.0,1613068200.0
2021-02-11,0.58,0.6,0.58,0.6,0.5867741404836321,6079,7,3567.0,6079,100.0,0.02,0.02,1612981800.0
2021-02-10,0.58,0.58,0.58,0.58,0.5794205794205795,1001,2,580.0,1001,100.0,0.0,0.0,1612895400.0
2021-02-09,0.58,0.58,0.58,0.58,0.5798708590679393,7124,7,4131.0,7124,100.0,0.0,0.0,1612809000.0
2021-02-08,0.61,0.61,0.61,0.61,0.607717041800643,311,2,189.0,311,100.0,0.0,0.0,1612722600.0
2021-02-04,0.64,0.64,0.61,0.64,0.6375,2400,6,1530.0,2400,100.0,0.03,0.0,1612377000.0
2021-02-03,0.67,0.67,0.64,0.64,0.6333333333333333,90,2,57.0,90,100.0,0.03,-0.03,1612290600.0
2021-02-01,0.67,0.67,0.67,0.67,0.6666666666666666,63,1,42.0,63,100.0,0.0,0.0,1612117800.0
