Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-23,5.01,5.01,5.01,5.01,5.009890403635392,3741,6,18742.0,3741.0,100.0,0.0,0.0,1619116200.0
2021-04-22,4.78,4.78,4.78,4.78,4.7795275590551185,127,3,607.0,127.0,100.0,0.0,0.0,1619029800.0
2021-04-20,4.56,4.56,4.56,4.56,4.558974358974359,390,1,1778.0,390.0,100.0,0.0,0.0,1618857000.0
2021-04-19,4.35,4.35,4.35,4.35,4.35,500,1,2175.0,500.0,100.0,0.0,0.0,1618770600.0
2021-04-15,4.15,4.15,4.15,4.15,4.125,32,2,132.0,32.0,100.0,0.0,0.0,1618425000.0
2021-04-13,3.96,3.96,3.95,3.96,3.959208899876391,809,3,3203.0,809.0,100.0,0.01,0.0,1618252200.0
2021-04-09,3.96,3.96,3.96,3.96,3.96,500,3,1980.0,500.0,100.0,0.0,0.0,1617906600.0
2021-04-08,3.78,3.78,3.78,3.78,3.778571428571429,420,2,1587.0,420.0,100.0,0.0,0.0,1617820200.0
2021-04-07,3.6,3.6,3.6,3.6,3.6,510,2,1836.0,510.0,100.0,0.0,0.0,1617733800.0
2021-04-06,3.43,3.43,3.43,3.43,3.4,15,1,51.0,15.0,100.0,0.0,0.0,1617647400.0
2021-04-05,3.27,3.27,3.27,3.27,3.2666666666666666,120,2,392.0,120.0,100.0,0.0,0.0,1617561000.0
2021-03-31,3.12,3.12,3.12,3.12,3.119047619047619,210,1,655.0,210.0,100.0,0.0,0.0,1617129000.0
2021-03-30,3.15,3.15,3.11,3.12,3.11009608785175,145700,16,453141.0,145700.0,100.0,0.04,-0.03,1617042600.0
2021-03-26,3.1,3.41,3.1,3.14,3.100494506099643,272393,16,844553.0,272393.0,100.0,0.31,0.04,1616697000.0
2021-03-25,3.43,3.43,3.26,3.26,3.3,20,4,66.0,20.0,100.0,0.17,-0.17,1616610600.0
2021-03-24,3.61,3.61,3.43,3.43,3.333333333333333,6,2,20.0,6.0,100.0,0.18,-0.18,1616524200.0
2021-03-23,3.61,3.61,3.61,3.61,3.5,2,2,7.0,2.0,100.0,0.0,0.0,1616437800.0
2021-03-22,3.99,3.99,3.8,3.8,3.81214953271028,1070,10,4079.0,1070.0,100.0,0.19,-0.19,1616351400.0
2021-03-19,3.99,3.99,3.99,3.99,3.9666666666666663,30,2,119.0,30.0,100.0,0.0,0.0,1616092200.0
2021-03-18,3.99,3.99,3.99,3.99,3.984126984126984,126,3,502.0,126.0,100.0,0.0,0.0,1616005800.0
2021-03-17,4.2,4.2,4.2,4.2,4.198019801980198,101,2,424.0,101.0,100.0,0.0,0.0,1615919400.0
2021-03-16,4.0,4.2,4.0,4.2,4.03062787136294,653,6,2632.0,653.0,100.0,0.2,0.2,1615833000.0
2021-03-15,4.3,4.3,4.2,4.2,4.2559456398641,883,8,3758.0,883.0,100.0,0.1,-0.1,1615746600.0
2021-03-12,4.28,4.49,4.28,4.4,4.28921568627451,204,6,875.0,204.0,100.0,0.21,0.12,1615487400.0
2021-03-10,4.45,4.72,4.28,4.28,4.443514644351464,1195,10,5310.0,1195.0,100.0,0.44,-0.17,1615314600.0
2021-03-09,4.5,4.5,4.5,4.5,4.0,1,1,4.0,1.0,100.0,0.0,0.0,1615228200.0
2021-03-08,4.74,4.74,4.5,4.5,4.534013605442177,294,9,1333.0,294.0,100.0,0.24,-0.24,1615141800.0
2021-03-05,4.76,4.76,4.53,4.53,4.655701754385965,456,5,2123.0,456.0,100.0,0.23,-0.23,1614882600.0
2021-03-04,4.76,4.76,4.76,4.76,4.756756756756757,111,3,528.0,111.0,100.0,0.0,0.0,1614796200.0
2021-03-03,5.15,5.2,5.01,5.01,5.1756440281030445,854,8,4420.0,854.0,100.0,0.19,-0.14,1614709800.0
2021-03-01,5.5,5.5,5.27,5.27,5.2622950819672125,61,5,321.0,61.0,100.0,0.23,-0.23,1614537000.0
2021-02-25,5.28,5.54,5.02,5.5,5.503048780487805,656,13,3610.0,656.0,100.0,0.52,0.22,1614191400.0
2021-02-24,5.28,5.28,5.28,5.28,5.2727272727272725,110,2,580.0,110.0,100.0,0.0,0.0,1614105000.0
2021-02-23,5.55,5.82,5.28,5.28,5.456338028169014,355,7,1937.0,355.0,100.0,0.54,-0.27,1614018600.0
2021-02-22,5.55,5.55,5.55,5.55,5.533333333333333,15,1,83.0,15.0,100.0,0.0,0.0,1613932200.0
2021-02-18,5.55,5.55,5.55,5.55,5.548701298701299,616,7,3418.0,616.0,100.0,0.0,0.0,1613586600.0
