Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-23,9.69,10.25,9.4,9.45,9.778383408667906,7522,202,73553.0,6515.0,86.61,0.85,-0.24,1619116200.0
2021-04-22,9.0,9.76,8.5,9.75,9.35804320512301,24673,241,230891.0,17481.0,70.85,1.26,0.75,1619029800.0
2021-04-20,9.76,9.76,9.34,9.34,9.436188970632942,16447,200,155197.0,13849.0,84.2,0.42,-0.42,1618857000.0
2021-04-19,10.0,10.37,9.0,10.05,9.301432394144497,6353,110,59092.0,6232.0,98.1,1.37,0.05,1618770600.0
2021-04-16,9.96,10.05,9.5,9.99,9.782287822878228,6775,87,66275.0,5737.0,84.68,0.55,0.03,1618511400.0
2021-04-15,10.31,10.9,9.25,9.79,9.563618827160493,51840,164,495778.0,44949.0,86.71,1.65,-0.52,1618425000.0
2021-04-13,10.16,10.59,9.7,10.47,10.323940182054615,76900,142,793911.0,61887.0,80.48,0.89,0.31,1618252200.0
2021-04-12,10.25,10.25,9.41,10.1,9.679249527580312,22226,141,215131.0,22153.0,99.67,0.84,-0.15,1618165800.0
2021-04-09,10.76,10.76,10.0,10.29,10.4121700310559,20608,112,214574.0,19280.0,93.56,0.76,-0.47,1617906600.0
2021-04-08,10.98,11.25,10.54,10.72,11.004247313913348,51562,136,567401.0,47875.0,92.85,0.71,-0.26,1617820200.0
2021-04-07,10.16,11.12,9.9,10.6,10.67744784528704,32835,79,350594.0,23561.0,71.76,1.22,0.44,1617733800.0
2021-04-06,10.21,10.24,10.0,10.11,10.077830188679243,7632,46,76914.0,7301.0,95.66,0.24,-0.1,1617647400.0
2021-04-05,10.2,10.31,9.74,9.99,9.902542372881358,5428,44,53751.0,5071.0,93.42,0.57,-0.21,1617561000.0
2021-04-01,10.2,10.2,10.0,10.19,10.147667308819834,11939,29,121153.0,11339.0,94.97,0.2,-0.01,1617215400.0
2021-03-31,9.79,10.01,9.79,10.0,9.92330827067669,665,9,6599.0,615.0,92.48,0.22,0.21,1617129000.0
2021-03-30,10.46,10.46,9.79,9.82,9.95759214458517,7027,51,69972.0,5844.0,83.16,0.67,-0.64,1617042600.0
