Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-February-2015,7.08,7.70,7.07,7.54,7.461576259402721365,191301,1053,1427407.00,99481,52.00,0.63,0.46
16-February-2015,7.10,7.24,7.06,7.11,7.146191791168070995,42369,179,302777.00,32051,75.65,0.18,0.01
13-February-2015,7.11,7.24,7.00,7.06,7.115432843019049915,82940,435,590154.00,56703,68.37,0.24,-0.05
12-February-2015,7.15,7.30,7.02,7.11,7.151540492236050305,60987,389,436151.00,44681,73.26,0.28,-0.04
11-February-2015,7.27,7.36,7.11,7.18,7.205072799300303544,38874,241,280090.00,22540,57.98,0.25,-0.09
10-February-2015,7.08,7.35,7.05,7.25,7.258146677653756835,26698,169,193778.00,13639,51.09,0.30,0.17
9-February-2015,7.38,7.51,7.03,7.22,7.265348853715664702,56356,176,409446.00,42113,74.73,0.48,-0.16
6-February-2015,7.40,7.60,7.32,7.39,7.403101670130070037,51972,279,384754.00,36074,69.41,0.28,-0.01
5-February-2015,7.70,7.70,7.51,7.53,7.587023593466424682,55100,298,418045.00,35921,65.19,0.19,-0.17
4-February-2015,7.57,8.00,7.30,7.70,7.671634992388947829,173432,616,1330507.00,76723,44.24,0.70,0.13
3-February-2015,7.54,7.74,7.52,7.58,7.599183136616939531,57782,217,439096.00,47845,82.80,0.22,0.04
2-February-2015,7.74,7.84,7.57,7.66,7.663449658484276289,42897,212,328739.00,26439,61.63,0.27,-0.08
30-January-2015,7.85,7.85,7.55,7.56,7.647340282145745349,44516,255,340429.00,28345,63.67,0.30,-0.29
29-January-2015,7.53,7.77,7.51,7.57,7.619766998136882982,44549,290,339453.00,29801,66.89,0.26,0.04
28-January-2015,7.65,7.83,7.52,7.59,7.609442386244894081,105270,448,801046.00,90410,85.88,0.31,-0.06
27-January-2015,7.83,7.95,7.70,7.78,7.781770833333333333,42240,244,328702.00,34221,81.02,0.25,-0.05
23-January-2015,8.00,8.00,7.72,7.85,7.889409301300418778,72592,410,572708.00,49491,68.18,0.28,-0.15
22-January-2015,7.85,8.20,7.76,7.83,7.933556758996212121,135168,822,1072363.00,95803,70.88,0.44,-0.02
21-January-2015,7.80,8.10,7.73,7.89,7.899752401703476280,50485,391,398819.00,31258,61.92,0.37,0.09
20-January-2015,7.90,7.99,7.83,7.85,7.907457782326483341,74258,339,587192.00,58725,79.08,0.16,-0.05
19-January-2015,8.01,8.08,7.90,7.99,7.972447788299390322,38545,236,307298.00,30924,80.23,0.18,-0.02
16-January-2015,7.90,8.34,7.81,7.96,8.096586822531159242,109839,661,889321.00,46360,42.21,0.53,0.06
15-January-2015,8.08,8.10,7.91,7.96,8.028470312034619899,57077,358,458241.00,38313,67.13,0.19,-0.12
14-January-2015,7.99,8.00,7.86,7.91,7.932223892719511984,57867,260,459014.00,48492,83.80,0.14,-0.08
13-January-2015,7.95,8.05,7.80,7.82,7.851055994107568891,62453,320,490322.00,39453,63.17,0.25,-0.13
12-January-2015,7.84,7.99,7.69,7.91,7.868290428247020759,49761,236,391534.00,39686,79.75,0.30,0.07
9-January-2015,7.98,7.98,7.66,7.73,7.741792881340483388,65827,262,509619.00,54391,82.63,0.32,-0.25
8-January-2015,8.00,8.00,7.75,7.88,7.861530822160743420,42291,238,332472.00,31632,74.80,0.25,-0.12
7-January-2015,7.85,7.98,7.60,7.74,7.710125788978915797,44678,256,344473.00,26437,59.17,0.38,-0.11
6-January-2015,7.82,8.14,7.71,7.79,7.851358072087321461,114611,461,899852.00,83306,72.69,0.43,-0.03
5-January-2015,8.10,8.33,8.02,8.11,8.137347176402095866,41224,357,335454.00,26996,65.49,0.31,0.01
2-January-2015,7.95,8.39,7.81,8.07,8.105402351357199528,166372,753,1348512.00,93734,56.34,0.58,0.12
1-January-2015,7.75,8.10,7.75,7.98,7.985416310155343867,52593,401,419977.00,21719,41.30,0.35,0.23
31-December-2014,7.62,7.90,7.62,7.88,7.798745577356063042,62180,302,484926.00,38995,62.71,0.28,0.26
30-December-2014,7.77,7.84,7.70,7.73,7.723018842931417028,30197,135,233212.00,27253,90.25,0.14,-0.04
29-December-2014,7.80,7.89,7.60,7.74,7.767722189523248969,42475,211,329934.00,30074,70.80,0.29,-0.06
26-December-2014,7.90,8.00,7.62,7.82,7.832251032051579386,43118,300,337711.00,30186,70.01,0.38,-0.08
24-December-2014,7.67,7.75,7.50,7.70,7.622096865558912386,42368,261,322933.00,23199,54.76,0.25,0.03
23-December-2014,7.78,7.92,7.52,7.65,7.675175903957966336,98207,374,753756.00,66403,67.62,0.40,-0.13
22-December-2014,7.98,7.98,7.56,7.71,7.708608679031976023,491806,382,3791140.00,456701,92.86,0.42,-0.27
19-December-2014,7.63,8.08,7.63,7.81,7.914427819852362676,146169,494,1156844.00,98565,67.43,0.45,0.18
18-December-2014,7.75,7.83,7.66,7.74,7.752439024390243902,62320,251,483132.00,35061,56.26,0.17,-0.01
17-December-2014,7.55,7.68,7.00,7.51,7.288514402595203043,153514,758,1118889.00,85566,55.74,0.68,-0.04
16-December-2014,7.82,7.84,7.54,7.57,7.722165770625873716,162381,406,1253933.00,131980,81.28,0.30,-0.25
15-December-2014,8.04,8.10,7.80,7.90,7.925029712879751454,95918,480,760153.00,47974,50.02,0.30,-0.14
12-December-2014,8.44,8.47,8.00,8.04,8.127676896819988300,165817,708,1347707.00,125598,75.74,0.47,-0.40
11-December-2014,8.30,8.30,8.11,8.19,8.196867683479720128,295564,330,2422699.00,257223,87.03,0.19,-0.11
10-December-2014,8.31,8.40,8.20,8.28,8.279752918307135174,101343,439,839095.00,66107,65.23,0.20,-0.03
9-December-2014,8.66,8.80,8.21,8.25,8.416129436064342492,127816,602,1075716.00,78437,61.37,0.59,-0.41
8-December-2014,8.50,9.06,8.41,8.67,8.850228575932530690,202996,940,1796561.00,108295,53.35,0.65,0.17
5-December-2014,8.30,9.04,8.25,8.52,8.704498999243738060,329251,1713,2865965.00,156822,47.63,0.79,0.22
4-December-2014,8.13,8.40,8.13,8.34,8.313418457604259716,57093,280,474638.00,34211,59.92,0.27,0.21
3-December-2014,8.02,8.45,8.02,8.25,8.239899031560886278,121226,506,998890.00,56922,46.96,0.43,0.23
2-December-2014,8.20,8.33,8.05,8.09,8.118383788633045436,56849,266,461522.00,37763,66.43,0.28,-0.11
1-December-2014,8.45,8.55,8.10,8.23,8.241974419374306461,102734,381,846731.00,57541,56.01,0.45,-0.22
28-November-2014,8.46,8.70,8.40,8.41,8.500663693320590421,75336,341,640406.00,55109,73.15,0.30,-0.05
27-November-2014,8.33,8.54,8.32,8.45,8.429990469906898321,27282,182,229987.00,16502,60.49,0.22,0.12
26-November-2014,8.47,8.52,8.27,8.41,8.405818304868824395,100476,533,844583.00,77252,76.89,0.25,-0.06
25-November-2014,8.70,8.74,8.31,8.41,8.466908020603384841,169875,430,1438316.00,131225,77.25,0.43,-0.29
24-November-2014,8.86,8.90,8.65,8.73,8.761361323155216284,78600,381,688643.00,47834,60.86,0.25,-0.13
21-November-2014,9.30,9.50,8.75,8.84,9.099909497103194680,140327,491,1276963.00,96001,68.41,0.75,-0.46
20-November-2014,9.24,9.30,9.00,9.05,9.073274671506924989,76029,306,689832.00,50015,65.78,0.30,-0.19
19-November-2014,9.09,9.70,8.98,9.12,9.227948272273387090,739874,1322,6827519.00,466260,63.02,0.72,0.03
18-November-2014,8.86,9.19,8.86,8.98,8.990056779093552500,109019,333,980087.00,74493,68.33,0.33,0.12
17-November-2014,8.79,8.98,8.79,8.85,8.896111945905334335,53240,245,473629.00,45270,85.03,0.19,0.06
14-November-2014,9.00,9.05,8.75,8.82,8.892302295846204329,88377,337,785875.00,55103,62.35,0.30,-0.18
13-November-2014,9.06,9.20,8.87,8.96,8.973408112098260694,114471,332,1027195.00,84031,73.41,0.33,-0.10
12-November-2014,8.95,9.30,8.95,9.08,9.074121178206236963,78628,393,713480.00,45578,57.97,0.35,0.13
11-November-2014,9.05,9.16,8.90,8.96,9.010005048891819764,97051,361,874430.00,53575,55.20,0.26,-0.09
10-November-2014,9.17,9.29,8.95,9.09,9.038666892941529705,153206,381,1384778.00,98712,64.43,0.34,-0.08
7-November-2014,9.28,9.32,9.11,9.17,9.180920149265786795,123806,341,1136653.00,89860,72.58,0.21,-0.11
5-November-2014,9.60,9.75,9.25,9.34,9.456312115475627070,202848,588,1918194.00,124733,61.49,0.50,-0.26
3-November-2014,9.17,9.90,9.12,9.53,9.578089390178402938,344445,1838,3299125.00,182347,52.94,0.78,0.36
31-October-2014,9.15,9.34,9.05,9.11,9.205889027572903665,141008,609,1298104.00,84432,59.88,0.29,-0.04
30-October-2014,9.10,9.26,9.04,9.13,9.147819867453735559,110452,480,1010395.00,51370,46.51,0.22,0.03
29-October-2014,9.20,9.39,8.95,9.05,9.135579011022236881,218286,733,1994169.00,105588,48.37,0.44,-0.15
28-October-2014,9.01,9.30,9.01,9.20,9.156626058535135938,134620,582,1232665.00,89882,66.77,0.29,0.19
27-October-2014,9.15,9.19,9.00,9.08,9.078165807272483760,59732,213,542257.00,38108,63.80,0.19,-0.07
23-October-2014,9.10,9.32,9.10,9.21,9.218999406371611371,60644,240,559077.00,45157,74.46,0.22,0.11
22-October-2014,9.10,9.26,8.96,9.04,9.053041986518567294,57709,304,522442.00,41444,71.82,0.30,-0.06
21-October-2014,8.40,9.85,8.40,9.01,9.056376835170198056,295068,933,2672247.00,64812,21.97,1.45,0.61
20-October-2014,8.65,9.20,8.65,9.00,9.011859533349045486,106075,432,955933.00,59295,55.90,0.55,0.35
17-October-2014,9.30,9.30,8.75,8.83,8.881394499719639573,153374,522,1362175.00,90274,58.86,0.55,-0.47
16-October-2014,9.37,9.58,8.80,8.90,9.254504301099546183,177164,1236,1639565.00,125109,70.62,0.78,-0.47
14-October-2014,9.61,9.68,9.31,9.37,9.499256717075319336,108976,526,1035191.00,55598,51.02,0.37,-0.24
13-October-2014,9.90,9.99,9.38,9.46,9.714146992475586739,200813,1024,1950727.00,91307,45.47,0.61,-0.44
10-October-2014,9.81,10.15,9.50,9.88,9.894052013729444874,300959,1279,2977704.00,161996,53.83,0.65,0.07
9-October-2014,9.80,10.28,9.66,10.05,10.023821587803172700,550635,1682,5519467.00,263880,47.92,0.62,0.25
8-October-2014,9.75,9.94,9.46,9.67,9.677669549573057471,291257,1077,2818689.00,148629,51.03,0.48,-0.08
7-October-2014,9.90,10.20,9.11,9.72,9.738410808155943809,561946,3232,5472461.00,266323,47.39,1.09,-0.18
1-October-2014,9.25,9.84,8.86,9.39,9.514304362014576308,827370,3897,7871850.00,216980,26.23,0.98,0.14
30-September-2014,9.10,9.50,9.05,9.18,9.273405240371380665,279713,1199,2593892.00,137326,49.10,0.45,0.08
29-September-2014,9.05,9.25,8.83,9.09,9.084181439313864645,198678,923,1804827.00,118028,59.41,0.42,0.04
26-September-2014,8.75,9.05,8.00,8.91,8.737407125789980753,443207,1959,3872480.00,220290,49.70,1.05,0.16
25-September-2014,8.70,9.00,7.50,8.52,8.424089427265759166,824536,3918,6945965.00,265587,32.21,1.50,-0.18
24-September-2014,10.53,10.83,8.40,8.44,9.094296360383712553,1450565,3908,13191868.00,815452,56.22,2.43,-2.09
23-September-2014,11.71,11.71,10.40,10.50,10.955432255854356816,817340,3293,8954313.00,363575,44.48,1.31,-1.21
22-September-2014,10.50,11.80,10.30,11.48,11.186865296754216919,1339307,4879,14982647.00,511239,38.17,1.50,0.98
19-September-2014,10.75,11.30,10.50,10.68,10.887198328975445556,1064736,3951,11591992.00,381459,35.83,0.80,-0.07
18-September-2014,10.18,11.00,9.89,10.78,10.720020681078753004,1030894,3621,11051205.00,497110,48.22,1.11,0.60
17-September-2014,9.75,10.70,9.20,10.07,10.078563333488581497,772956,3092,7790286.00,317747,41.11,1.50,0.32
16-September-2014,10.85,11.00,9.11,9.39,10.316969878163583487,809446,2953,8351030.00,406679,50.24,1.89,-1.46
15-September-2014,9.39,10.93,9.10,10.79,10.345110661031888762,1744878,6735,18050956.00,730684,41.88,1.83,1.40
12-September-2014,9.16,9.50,8.98,9.32,9.144868680091759595,590238,1328,5397649.00,334205,56.62,0.52,0.16
11-September-2014,9.09,9.33,8.72,9.06,9.045046041388535602,379767,1185,3435010.00,252411,66.46,0.61,-0.03
10-September-2014,8.01,9.44,8.01,8.93,8.989135387218951149,568451,2184,5109883.00,302210,53.16,1.43,0.92
9-September-2014,8.45,8.45,8.01,8.20,8.219310237214082911,294797,931,2423028.00,174933,59.34,0.44,-0.25
8-September-2014,7.30,8.58,7.30,8.42,8.086596558994985559,902992,2480,7302132.00,486162,53.84,1.28,1.12
5-September-2014,7.60,7.70,7.26,7.38,7.481087746901111985,282198,778,2111148.00,179217,63.51,0.44,-0.22
4-September-2014,7.55,8.00,7.36,7.42,7.694900531351718124,915213,972,7042473.00,634449,69.32,0.64,-0.13
3-September-2014,7.45,7.60,7.32,7.42,7.480183843753373810,194513,409,1454993.00,122162,62.80,0.28,-0.03
2-September-2014,7.70,7.74,7.41,7.45,7.488817321331394467,112093,271,839444.00,96759,86.32,0.33,-0.25
1-September-2014,7.28,7.50,7.28,7.49,7.476884660699526966,170601,288,1275564.00,151983,89.09,0.22,0.21
28-August-2014,7.28,7.45,7.28,7.34,7.355390793945010812,16185,133,119047.00,12743,78.73,0.17,0.06
27-August-2014,7.35,7.55,7.31,7.38,7.430681680590870565,74331,243,552330.00,60133,80.90,0.24,0.03
26-August-2014,7.40,7.75,7.33,7.38,7.421507482432177035,58203,298,431954.00,33445,57.46,0.42,-0.02
25-August-2014,7.70,7.84,7.50,7.56,7.717533472242279206,48473,218,374092.00,30201,62.30,0.34,-0.14
22-August-2014,7.65,7.85,7.61,7.70,7.715919838800323495,145906,401,1125799.00,109503,75.05,0.24,0.05
21-August-2014,7.11,7.93,7.11,7.72,7.782627356466043778,60578,344,471456.00,43765,72.25,0.82,0.61
20-August-2014,7.90,8.40,7.70,7.74,8.229928990652851242,552040,645,4543250.00,445690,80.74,0.70,-0.16
19-August-2014,7.99,7.99,7.71,7.73,7.780301668491494125,61193,226,476100.00,44343,72.46,0.28,-0.26
18-August-2014,7.70,7.80,7.63,7.72,7.739062873535739899,41830,165,323725.00,34596,82.71,0.17,0.02
14-August-2014,7.80,7.84,7.56,7.63,7.709695736525812709,63399,261,488787.00,37927,59.82,0.28,-0.17
13-August-2014,7.90,7.90,7.50,7.70,7.762622877569258266,80568,282,625419.00,64834,80.47,0.40,-0.20
12-August-2014,7.85,8.18,7.75,7.91,7.923057133244938750,151593,455,1201080.00,60808,40.11,0.43,0.06
11-August-2014,8.01,8.15,7.90,7.98,8.009056212126284776,59738,178,478445.00,45827,76.71,0.25,-0.03
8-August-2014,8.35,8.45,7.95,7.99,8.061545309911053590,121309,413,977938.00,81831,67.46,0.50,-0.36
7-August-2014,8.55,8.70,8.46,8.52,8.556614087146650007,32015,152,273940.00,17687,55.25,0.24,-0.03
6-August-2014,8.70,8.90,8.60,8.67,8.750239904264086613,88577,340,775070.00,60909,68.76,0.30,-0.03
5-August-2014,8.35,8.75,8.32,8.50,8.497217887647831800,97408,271,827697.00,63614,65.31,0.43,0.15
4-August-2014,8.36,8.55,8.36,8.44,8.483226142881974621,69036,255,585648.00,41658,60.34,0.19,0.08
1-August-2014,8.53,8.53,8.10,8.20,8.209814825431405148,87215,335,716019.00,75154,86.17,0.43,-0.33
31-July-2014,8.33,8.81,8.33,8.41,8.672780699303068024,118089,188,1024160.00,98014,83.00,0.48,0.08
30-July-2014,8.45,8.55,8.40,8.46,8.455514135849305578,30313,170,256312.00,22190,73.20,0.15,0.01
28-July-2014,8.50,8.54,8.26,8.47,8.482326874438243347,47841,181,405803.00,38565,80.61,0.28,-0.03
25-July-2014,8.75,8.94,8.41,8.54,8.564252731163419303,44395,308,380210.00,32495,73.20,0.53,-0.21
24-July-2014,8.94,9.00,8.77,8.80,8.897221788668643670,25628,160,228018.00,18109,70.66,0.23,-0.14
23-July-2014,9.09,9.24,8.80,8.82,8.984334719093294934,86114,323,773677.00,62483,72.56,0.44,-0.27
22-July-2014,8.80,9.15,8.70,9.00,9.042898611183535832,57531,283,520247.00,43395,75.43,0.45,0.20
21-July-2014,8.91,9.05,8.85,8.89,8.943359574685614967,39124,255,349900.00,27769,70.98,0.20,-0.02
18-July-2014,9.10,9.10,8.80,8.88,8.937663382264226824,24865,153,222235.00,20098,80.83,0.30,-0.22
17-July-2014,9.30,9.30,9.00,9.09,9.151456616864430165,101468,345,928580.00,53345,52.57,0.30,-0.21
16-July-2014,8.90,9.15,8.90,9.07,9.022036530355690305,40569,203,366015.00,23332,57.51,0.25,0.17
15-July-2014,8.67,8.90,8.59,8.77,8.774861362526219004,69606,293,610783.00,25644,36.84,0.31,0.10
14-July-2014,8.90,8.90,8.62,8.81,8.771051256388227062,112903,294,990278.00,101603,89.99,0.28,-0.09
11-July-2014,9.26,9.40,8.90,8.91,9.129637941621093679,278491,399,2542522.00,241692,86.79,0.50,-0.35
10-July-2014,9.12,9.36,8.92,9.36,9.207325319607640352,125701,383,1157370.00,86347,68.69,0.44,0.24
9-July-2014,9.30,9.37,8.82,8.92,9.067205871613233038,109544,526,993258.00,75726,69.13,0.55,-0.38
8-July-2014,9.88,9.98,9.11,9.21,9.515935621821544151,138432,579,1317310.00,103863,75.03,0.87,-0.67
7-July-2014,10.00,10.39,9.50,9.55,9.696877682198783116,786435,921,7625964.00,660692,84.01,0.89,-0.45
4-July-2014,10.24,10.24,9.82,9.95,9.961624980336636778,127140,515,1266521.00,97544,76.72,0.42,-0.29
3-July-2014,10.50,10.55,10.20,10.24,10.331343685486042545,66846,234,690609.00,45599,68.22,0.35,-0.26
2-July-2014,10.40,10.62,10.01,10.53,10.484440223743529804,383296,1155,4018644.00,229611,59.90,0.61,0.13
1-July-2014,9.90,10.14,9.65,10.14,10.042370903983598944,441435,958,4433054.00,193553,43.85,0.49,0.24
30-June-2014,9.50,9.75,9.36,9.66,9.643266757098086907,106895,410,1030817.00,81248,76.01,0.39,0.16
27-June-2014,9.50,9.70,9.35,9.41,9.463565551889827376,73049,295,691304.00,73049,100.00,0.35,-0.09
26-June-2014,9.37,9.50,9.16,9.45,9.412616761685453768,107698,298,1013720.00,107698,100.00,0.34,0.08
25-June-2014,9.25,9.65,9.00,9.14,9.297790422587478545,129346,411,1202632.00,129346,100.00,0.65,-0.11
24-June-2014,9.05,9.50,9.05,9.38,9.346254583551597695,72542,400,677996.00,72542,100.00,0.45,0.33
23-June-2014,9.50,9.50,9.10,9.12,9.238648682025879221,72877,266,673285.00,72877,100.00,0.40,-0.38
20-June-2014,9.55,9.75,9.31,9.39,9.521445650563913751,47259,241,449974.00,47259,100.00,0.44,-0.16
19-June-2014,10.00,10.14,9.50,9.73,9.721817287961696306,93568,421,909651.00,93568,100.00,0.64,-0.27
18-June-2014,9.70,10.00,9.65,10.00,9.985033516752186480,161561,413,1613192.00,161561,100.00,0.35,0.30
17-June-2014,9.36,9.65,9.36,9.53,9.543349764682265295,44833,224,427857.00,44833,100.00,0.29,0.17
16-June-2014,9.15,9.45,9.06,9.20,9.170812059670840583,70118,311,643039.00,70118,100.00,0.39,0.05
13-June-2014,9.76,10.09,9.53,9.53,9.678904390493976344,136545,410,1321606.00,136545,100.00,0.56,-0.23
12-June-2014,10.25,10.50,9.99,10.03,10.091642375462257994,114925,449,1159782.00,114925,100.00,0.51,-0.22
11-June-2014,10.50,10.94,10.15,10.51,10.663312864463686163,271632,899,2896497.00,271632,100.00,0.79,0.01
10-June-2014,10.30,10.55,9.80,10.42,10.206400790104877016,212630,825,2170187.00,212630,100.00,0.75,0.12
9-June-2014,10.01,10.34,9.71,10.06,9.905123602909935922,230658,791,2284696.00,230658,100.00,0.63,0.05
6-June-2014,10.10,10.20,9.51,10.01,9.937686204248784233,195350,652,1941327.00,195350,100.00,0.69,-0.09
5-June-2014,9.77,10.15,9.57,9.92,9.838532199898106516,449489,1263,4422312.00,229969,51.16,0.58,0.15
4-June-2014,9.50,9.85,9.50,9.70,9.655612823466106933,224869,734,2171248.00,133353,59.30,0.35,0.20
3-June-2014,9.70,10.17,9.60,9.68,9.849046250532931200,253316,986,2494921.00,160841,63.49,0.57,-0.02
2-June-2014,9.26,10.06,9.26,10.05,9.907819969768344515,414797,947,4109734.00,237724,57.31,0.80,0.79
30-May-2014,9.50,9.77,9.10,9.59,9.623184232854353581,586942,1476,5648251.00,200843,34.22,0.67,0.09
29-May-2014,9.42,9.89,9.25,9.31,9.488587406982357388,439164,1716,4167046.00,206604,47.04,0.64,-0.11
28-May-2014,9.71,10.32,9.71,9.72,9.852500150393507882,1146991,2423,11300729.00,591890,51.60,0.61,0.01
27-May-2014,10.81,10.85,10.78,10.78,10.802228618233942344,175804,314,1899075.00,175694,99.94,0.07,-0.03
26-May-2014,13.25,13.30,11.97,11.97,12.275187132661901949,384353,1037,4718005.00,344095,89.53,1.33,-1.28
23-May-2014,11.91,13.30,11.90,13.30,12.978522643987862780,1129748,3110,14662460.00,708991,62.76,1.40,1.39
22-May-2014,10.49,11.24,10.30,11.09,10.904085937273623807,1000823,3453,10913060.00,525454,52.50,0.94,0.60
21-May-2014,9.40,10.44,8.76,10.29,9.776053656283601353,1095566,3637,10710312.00,429960,39.25,1.68,0.89
20-May-2014,8.79,9.70,8.41,9.25,9.109036583549636185,752032,2317,6850287.00,410104,54.53,1.29,0.46
19-May-2014,8.00,8.62,7.90,8.53,8.419023711762520363,419876,1085,3534946.00,289981,69.06,0.72,0.53
16-May-2014,7.90,8.29,7.61,7.90,8.019095662340192905,184754,778,1481560.00,108492,58.72,0.68,0.00
15-May-2014,7.85,8.09,7.80,7.93,7.930639819180174934,159717,635,1266658.00,92201,57.73,0.29,0.08
14-May-2014,7.75,7.94,7.75,7.85,7.832166079353611606,67823,370,531201.00,41959,61.87,0.19,0.10
13-May-2014,7.72,7.94,7.71,7.80,7.814216681163622305,103470,469,808537.00,76467,73.90,0.23,0.08
12-May-2014,7.60,7.87,7.51,7.61,7.654725709428534065,122352,588,936571.00,82756,67.64,0.36,0.01
9-May-2014,7.56,7.65,7.30,7.57,7.470766186435852172,140488,503,1049553.00,23500,16.73,0.35,0.01
8-May-2014,7.43,7.60,7.35,7.55,7.423416741906358828,31012,177,230215.00,24187,77.99,0.25,0.12
7-May-2014,7.43,7.54,7.35,7.38,7.392011412268188302,42060,222,310908.00,25808,61.36,0.19,-0.05
6-May-2014,7.64,7.75,7.45,7.50,7.551077196706732838,34859,152,263223.00,29665,85.10,0.30,-0.14
5-May-2014,7.56,7.75,7.42,7.57,7.560552995391705069,54250,299,410160.00,31411,57.90,0.33,0.01
2-May-2014,7.68,7.70,7.51,7.56,7.596196846990736391,53219,188,404262.00,37275,70.04,0.19,-0.12
30-April-2014,7.78,7.88,7.50,7.56,7.665706605222734254,78120,297,598845.00,55442,70.97,0.38,-0.22
29-April-2014,7.90,7.95,7.75,7.80,7.845397491984713494,256697,278,2013890.00,204474,79.66,0.20,-0.10
28-April-2014,8.00,8.30,7.88,7.91,8.101667519564647586,160238,320,1298195.00,99668,62.20,0.42,-0.09
25-April-2014,8.00,8.15,7.90,8.03,8.031310317867526692,163716,386,1314854.00,100608,61.45,0.25,0.03
23-April-2014,8.15,8.19,8.00,8.03,8.075228379383410746,71263,268,575465.00,59559,83.58,0.19,-0.12
22-April-2014,8.15,8.25,8.00,8.04,8.087979670221283607,86179,298,697014.00,47827,55.50,0.25,-0.11
21-April-2014,8.15,8.24,8.07,8.18,8.164839934888768312,64505,233,526673.00,41362,64.12,0.17,0.03
17-April-2014,8.15,8.23,8.04,8.10,8.143024288778627608,92306,281,751650.00,56329,61.02,0.19,-0.05
16-April-2014,8.05,8.34,7.90,8.06,8.081054852320675105,142200,421,1149126.00,99472,69.95,0.44,0.01
15-April-2014,8.03,8.42,7.91,8.09,8.104475527080384414,107384,314,870291.00,68831,64.10,0.51,0.06
11-April-2014,8.01,8.65,7.86,8.19,8.302430677759223620,267086,972,2217463.00,116434,43.59,0.79,0.18
10-April-2014,8.24,8.30,7.85,8.02,8.037888104708406734,270771,815,2176427.00,187028,69.07,0.45,-0.22
9-April-2014,7.80,8.39,7.72,8.27,8.066982725414086343,506235,1255,4083789.00,287430,28.39,0.67,0.47
7-April-2014,7.70,7.74,7.46,7.64,7.575672080931844746,24811,119,187960.00,17789,35.85,0.28,-0.06
4-April-2014,7.36,7.80,7.36,7.61,7.595679292594170607,143171,366,1087481.00,81268,56.76,0.44,0.25
3-April-2014,7.65,7.75,7.40,7.44,7.499523626456282280,59827,224,448674.00,32119,53.69,0.35,-0.21
2-April-2014,7.35,7.90,7.35,7.72,7.648136987869462896,297019,709,2271642.00,143406,48.28,0.55,0.37
1-April-2014,7.65,8.00,7.24,7.39,7.448263230477503878,92816,347,691318.00,57682,62.15,0.76,-0.26
31-March-2014,7.22,7.95,7.15,7.24,7.290859020675264207,140893,498,1027231.00,48914,34.72,0.80,0.02
28-March-2014,6.89,7.24,6.89,7.15,7.088681237461725266,94710,327,671369.00,51317,54.18,0.35,0.26
27-March-2014,6.89,6.99,6.76,6.84,6.897863871566936446,37685,150,259946.00,22369,59.36,0.23,-0.05
26-March-2014,6.89,7.00,6.61,6.79,6.810990568988164323,143887,333,980013.00,90139,62.65,0.39,-0.10
25-March-2014,6.90,6.95,6.60,6.89,6.778945225901211884,181783,339,1232297.00,112908,62.11,0.35,-0.01
24-March-2014,6.95,7.00,6.88,6.91,6.934854263784903705,42474,151,294551.00,36244,85.33,0.12,-0.04
22-March-2014,6.86,6.98,6.85,6.95,6.926661573720397249,5236,30,36268.00,3005,57.39,0.13,0.09
21-March-2014,7.00,7.04,6.85,6.86,6.919525888958203368,44884,161,310576.00,31380,69.91,0.19,-0.14
20-March-2014,7.05,7.09,6.95,6.95,7.020451371683409162,22199,63,155847.00,14202,63.98,0.14,-0.10
19-March-2014,7.10,7.10,6.97,7.03,7.024460668090800253,42599,126,299235.00,27875,65.44,0.13,-0.07
18-March-2014,7.10,7.14,7.02,7.08,7.057900154400411734,50518,129,356551.00,41378,81.91,0.12,-0.02
14-March-2014,7.01,7.12,7.00,7.01,7.035773770729234557,55236,139,388628.00,45959,83.20,0.12,0.00
13-March-2014,7.12,7.19,7.08,7.11,7.129537385406178792,37742,132,269083.00,27332,72.42,0.11,-0.01
12-March-2014,7.24,7.24,7.15,7.16,7.185866050808314087,43300,128,311148.00,39381,90.95,0.09,-0.08
11-March-2014,7.34,7.38,7.18,7.19,7.227886772238775988,119476,201,863559.00,102488,85.78,0.20,-0.15
10-March-2014,7.50,7.50,7.23,7.25,7.322041136806141342,376986,331,2760307.00,360890,95.73,0.27,-0.25
7-March-2014,7.34,7.48,7.30,7.34,7.379687091716749412,61232,191,451873.00,37860,61.83,0.18,0.00
6-March-2014,7.21,7.45,7.02,7.39,7.264755581924552957,133153,426,967324.00,70006,52.58,0.43,0.18
5-March-2014,7.34,8.00,7.20,7.21,7.627635888609719235,209749,273,1599889.00,185087,88.24,0.80,-0.13
4-March-2014,7.20,7.39,7.15,7.17,7.195893866492268884,85628,180,616170.00,61813,72.19,0.24,-0.03
3-March-2014,7.25,7.38,7.20,7.21,7.251854316300369884,51097,136,370548.00,45009,88.09,0.18,-0.04
28-February-2014,7.44,7.44,7.26,7.30,7.317807715297255046,21749,79,159155.00,15869,72.96,0.18,-0.14
26-February-2014,7.32,7.45,7.25,7.26,7.281635973670586495,108168,247,787640.00,99352,91.85,0.20,-0.06
25-February-2014,7.50,7.50,7.30,7.34,7.339283150691486816,41794,122,306738.00,27125,64.90,0.20,-0.16
