Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-23,2524.3,2564.0,2496.25,2518.2,2524.4852019949262,57947,3511,146286344.0,10875.0,18.77,67.75,-6.1,1619116200.0
2021-04-22,2525.2,2553.0,2488.05,2509.55,2525.3878321475245,151514,6578,382631612.0,93721.0,61.86,64.95,-15.65,1619029800.0
2021-04-20,2593.0,2601.1,2529.55,2555.65,2568.653557256236,141120,8121,362488390.0,64092.0,45.42,71.55,-37.35,1618857000.0
2021-04-19,2630.0,2645.8,2567.0,2571.95,2595.181341284682,98935,9219,256754266.0,35448.0,35.83,78.8,-58.05,1618770600.0
2021-04-16,2580.0,2692.4,2580.0,2665.8,2664.919823525509,90438,5563,241010019.0,26830.0,29.67,112.4,85.8,1618511400.0
2021-04-15,2581.0,2595.75,2537.0,2586.45,2562.3488601136655,61936,5343,158701639.0,17347.0,28.01,58.75,5.45,1618425000.0
2021-04-13,2572.0,2625.5,2565.15,2571.5,2588.8446311090224,34048,2238,88144982.0,8000.0,23.5,60.35,-0.5,1618252200.0
2021-04-12,2585.0,2609.6,2555.2,2600.65,2586.7975007511095,89867,4831,232467731.0,38886.0,43.27,54.4,15.65,1618165800.0
2021-04-09,2645.0,2652.4,2611.5,2628.65,2625.8710057288354,31420,2095,82504867.0,6778.0,21.57,40.9,-16.35,1617906600.0
2021-04-08,2630.0,2658.0,2628.05,2650.6,2630.717236592476,216110,2260,568524302.0,191928.0,88.81,29.95,20.6,1617820200.0
2021-04-07,2612.0,2667.05,2600.0,2627.65,2644.452711355024,114795,9992,303569949.0,52025.0,45.32,67.05,15.65,1617733800.0
2021-04-06,2520.0,2619.65,2505.55,2612.65,2585.160262341756,98345,7013,254237586.0,27302.0,27.76,114.1,92.65,1617647400.0
2021-04-05,2545.5,2553.3,2484.05,2510.5,2507.195276607745,109921,10681,275593412.0,48740.0,44.34,69.25,-35.0,1617561000.0
2021-04-01,2536.75,2563.95,2534.25,2553.15,2549.8708875956713,59971,4172,152918307.0,16480.0,27.48,29.7,16.4,1617215400.0
2021-03-31,2578.0,2581.8,2531.7,2536.75,2558.455464352312,57381,3162,146806733.0,9149.0,15.94,50.1,-41.25,1617129000.0
2021-03-30,2527.45,2583.0,2523.85,2577.65,2557.5911587899454,92657,6831,236978724.0,23329.0,25.18,59.15,50.2,1617042600.0
2021-03-26,2430.0,2513.6,2410.95,2504.55,2479.260863662472,95755,6226,237401624.0,28521.0,29.79,102.65,74.55,1616697000.0
2021-03-25,2441.0,2468.45,2393.5,2401.85,2429.6944429251216,109698,9829,266532621.0,42527.0,38.77,74.95,-39.15,1616610600.0
2021-03-24,2414.0,2469.95,2410.5,2444.2,2449.4886437673294,131998,7199,323327602.0,20651.0,15.64,59.45,30.2,1616524200.0
2021-03-23,2428.0,2428.0,2398.9,2409.45,2410.4091075322704,73829,3350,177958094.0,34589.0,46.85,29.1,-18.55,1616437800.0
2021-03-22,2391.8,2437.0,2391.8,2424.85,2419.96756024026,42787,2721,103543152.0,6857.0,16.03,45.2,33.05,1616351400.0
2021-03-19,2396.0,2433.0,2355.05,2410.4,2403.8984997276248,67921,3562,163275190.0,11562.0,17.02,77.95,14.4,1616092200.0
2021-03-18,2464.9,2468.0,2390.4,2404.25,2418.5108215628306,54798,3673,132529556.0,9276.0,16.93,77.6,-60.65,1616005800.0
2021-03-17,2465.0,2465.0,2412.0,2422.65,2426.6645785019423,99609,7766,241717632.0,27132.0,27.24,53.0,-42.35,1615919400.0
2021-03-16,2377.1,2499.65,2377.1,2470.8,2443.924894947924,261061,18271,638013477.0,126099.0,48.3,122.55,93.7,1615833000.0
2021-03-15,2405.0,2425.9,2343.85,2355.95,2369.8673514768248,92191,9820,218480441.0,32553.0,35.31,82.05,-49.05,1615746600.0
2021-03-12,2435.0,2461.9,2397.1,2401.95,2429.4521502835537,42320,2601,102814415.0,12193.0,28.81,64.8,-33.05,1615487400.0
2021-03-10,2445.5,2446.0,2415.65,2431.9,2431.324955028618,61150,5194,148675521.0,24726.0,40.43,30.35,-13.6,1615314600.0
2021-03-09,2400.0,2443.35,2400.0,2423.3,2422.870714326716,121947,9712,295461815.0,51200.0,41.99,43.35,23.3,1615228200.0
2021-03-08,2398.7,2413.2,2359.4,2383.3,2386.380381413221,56212,4467,134143214.0,10963.0,19.5,53.8,-15.4,1615141800.0
2021-03-05,2395.0,2423.0,2379.4,2386.75,2397.8596524682384,83906,7140,201194812.0,25220.0,30.06,43.6,-8.25,1614882600.0
2021-03-04,2380.35,2435.0,2358.25,2417.9,2397.764534771967,234111,8946,561343053.0,157022.0,67.07,76.75,37.55,1614796200.0
2021-03-03,2408.0,2417.4,2374.55,2402.25,2392.963386210669,84094,7675,201233863.0,34806.0,41.39,42.85,-5.75,1614709800.0
2021-03-02,2380.0,2402.75,2359.05,2390.85,2382.354785928552,113677,9411,270818945.0,38569.0,33.93,43.7,10.85,1614623400.0
2021-03-01,2300.1,2369.5,2300.0,2363.05,2338.43235261417,143908,12341,336519123.0,47776.0,33.2,69.5,62.95,1614537000.0
2021-02-26,2348.0,2361.35,2261.45,2277.45,2309.051663401797,118943,10699,274645532.0,52465.0,44.11,99.9,-70.55,1614277800.0
2021-02-25,2369.0,2387.0,2336.6,2373.5,2360.9662649320244,263109,11487,621191473.0,160121.0,60.86,50.4,4.5,1614191400.0
2021-02-24,2379.65,2409.4,2264.6,2368.8,2356.7378340016876,451607,23831,1064319303.0,241712.0,53.52,144.8,-10.85,1614105000.0
2021-02-23,2380.8,2399.4,2315.0,2373.35,2349.9858175916756,167602,19710,393862323.0,42496.0,25.36,84.4,-7.45,1614018600.0
2021-02-22,2425.0,2448.0,2380.0,2387.15,2415.5892803591387,110041,11534,265813860.0,31975.0,29.06,68.0,-37.85,1613932200.0
2021-02-19,2483.8,2483.8,2400.0,2418.9,2425.768920695195,68470,4262,166092398.0,18821.0,27.49,83.8,-64.9,1613673000.0
2021-02-18,2425.0,2479.0,2395.75,2470.2,2449.5338626431007,197238,14280,483141160.0,83395.0,42.28,83.25,45.2,1613586600.0
2021-02-17,2450.0,2453.0,2383.1,2389.2,2403.1722659607044,101233,6544,243280338.0,40336.0,39.84,69.9,-60.8,1613500200.0
2021-02-16,2460.0,2474.3,2421.35,2450.0,2442.2400487221917,130536,12379,318800247.0,44070.0,33.76,52.95,-10.0,1613413800.0
2021-02-15,2500.0,2517.95,2449.4,2457.7,2480.7092694664393,71482,3769,177326060.0,12689.0,17.75,68.55,-42.3,1613327400.0
2021-02-12,2528.0,2528.0,2465.0,2486.0,2491.4952190146614,54905,2564,136795545.0,22193.0,40.42,63.0,-42.0,1613068200.0
2021-02-11,2524.9,2534.75,2496.0,2505.4,2514.3304862444015,125040,3363,314391884.0,85706.0,68.54,38.75,-19.5,1612981800.0
2021-02-10,2532.5,2555.0,2475.0,2510.05,2510.314387750073,263773,17298,662153157.0,80453.0,30.5,80.0,-22.45,1612895400.0
2021-02-09,2437.0,2532.55,2423.65,2507.1,2495.905862507175,398959,28476,995764107.0,147688.0,37.02,108.9,70.1,1612809000.0
2021-02-08,2382.0,2433.95,2373.45,2417.6,2404.1709725452274,260574,13333,626464447.0,129859.0,49.84,60.5,35.6,1612722600.0
2021-02-05,2420.0,2423.6,2371.2,2376.8,2402.056814409791,491055,16176,1179542009.0,365778.0,74.49,52.4,-43.2,1612463400.0
2021-02-04,2465.0,2465.0,2398.15,2402.0,2437.6729694102887,235929,6811,575117746.0,180057.0,76.32,66.85,-63.0,1612377000.0
2021-02-03,2520.0,2520.0,2438.65,2452.9,2464.941351141852,83855,4878,206697657.0,17313.0,20.65,81.35,-67.1,1612290600.0
2021-02-02,2481.3,2522.2,2425.7,2463.25,2469.6337467281564,160460,9022,396277431.0,25012.0,15.59,96.5,-18.05,1612204200.0
2021-02-01,2435.0,2465.0,2376.7,2446.0,2406.0284239093457,132283,5562,318276658.0,69650.0,52.65,88.3,11.0,1612117800.0
2021-01-29,2461.0,2479.35,2400.0,2407.35,2441.9598031263017,91226,11152,222770225.0,35917.0,39.37,79.35,-53.65,1611858600.0
2021-01-28,2429.35,2453.2,2401.05,2442.7,2430.2495640760326,208752,6724,507319457.0,146222.0,70.05,52.15,13.35,1611772200.0
2021-01-27,2540.0,2540.0,2429.4,2435.95,2460.817860387034,173938,19653,428029737.0,48853.0,28.09,110.6,-104.05,1611685800.0
2021-01-25,2610.0,2626.4,2500.0,2514.55,2539.854383568528,218897,27585,555966505.0,61580.0,28.13,126.4,-95.45,1611513000.0
2021-01-22,2762.0,2770.0,2590.5,2596.75,2671.69206463844,177232,14737,473509328.0,42217.0,23.82,179.5,-165.25,1611253800.0
2021-01-21,2723.65,2815.95,2694.95,2714.65,2746.6094751737646,496793,28569,1364496361.0,92936.0,18.71,121.0,-9.0,1611167400.0
