Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-03-12,1449.95,1463.0,1412.6,1418.6,1435.8134270334926,33440,1793,48013601.0,5278.0,15.78,50.4,-31.35,1615487400.0
2021-03-10,1409.5,1450.3,1409.5,1442.5,1440.2787874759024,75215,3945,108330569.0,30222.0,40.18,40.8,33.0,1615314600.0
2021-03-09,1473.0,1473.0,1405.0,1409.5,1428.1761647972387,46360,3545,66210247.0,10644.0,22.96,68.0,-63.5,1615228200.0
2021-03-08,1488.8,1488.8,1442.45,1450.2,1461.8507726608746,39021,2095,57042879.0,7581.0,19.43,46.35,-38.6,1615141800.0
2021-03-05,1454.0,1489.0,1440.0,1452.6,1453.6360607507136,102649,5069,149214288.0,57719.0,56.23,49.0,-1.4,1614882600.0
2021-03-04,1390.25,1500.0,1390.25,1470.4,1467.5716880265143,194914,11465,286050268.0,73929.0,37.93,109.75,80.15,1614796200.0
2021-03-03,1398.6,1435.0,1398.6,1418.95,1419.2087779186581,102530,6040,145511476.0,38828.0,37.87,36.4,20.35,1614709800.0
2021-03-02,1387.0,1400.9,1365.0,1389.9,1379.406595431098,27140,1693,37437095.0,5117.0,18.85,35.9,2.9,1614623400.0
2021-03-01,1385.0,1385.0,1349.3,1369.65,1364.3673552957555,48841,2650,66637066.0,8675.0,17.76,35.7,-15.35,1614537000.0
2021-02-26,1380.0,1407.0,1321.25,1361.2,1358.8734527697543,158913,11133,215942657.0,40440.0,25.45,85.75,-18.8,1614277800.0
2021-02-25,1410.0,1424.3,1385.9,1413.6,1402.9345712991671,57406,2827,80536862.0,8637.0,15.05,38.4,3.6,1614191400.0
2021-02-24,1355.3,1460.0,1355.3,1392.65,1385.7503224311008,168253,6969,233156649.0,66771.0,39.68,104.7,37.35,1614105000.0
2021-02-23,1375.0,1397.0,1352.75,1374.85,1367.5827574126563,219793,5299,300585117.0,38133.0,17.35,44.25,-0.15,1614018600.0
2021-02-22,1449.4,1457.95,1360.1,1378.85,1398.4872619260568,212434,6837,297086243.0,42490.0,20.0,97.85,-70.55,1613932200.0
2021-02-19,1495.0,1519.8,1455.0,1475.95,1492.3754997989895,320879,4443,478871958.0,279724.0,87.17,64.8,-19.05,1613673000.0
2021-02-18,1500.0,1508.45,1481.9,1486.35,1496.77193961159,28681,1862,42928916.0,8467.0,29.52,26.55,-13.65,1613586600.0
2021-02-17,1488.05,1518.25,1471.0,1498.4,1501.0931126787639,67617,3185,101499413.0,17580.0,26.0,47.25,10.35,1613500200.0
2021-02-16,1472.1,1494.0,1462.0,1480.05,1483.3546646898317,223927,8012,332163160.0,121967.0,54.47,32.0,7.95,1613413800.0
2021-02-15,1500.0,1510.0,1459.0,1472.2,1478.2169078744978,295803,10980,437260996.0,48309.0,16.33,51.0,-27.8,1613327400.0
2021-02-12,1497.2,1521.05,1492.0,1497.5,1507.2438612028018,37263,2198,56164428.0,7977.0,21.41,29.05,0.3,1613068200.0
2021-02-11,1500.0,1508.7,1487.1,1497.55,1497.7071138555234,23644,1570,35411787.0,6493.0,27.46,21.6,-2.45,1612981800.0
2021-02-10,1520.0,1524.2,1490.1,1498.5,1504.6188735519302,54987,2906,82734478.0,18380.0,33.43,34.1,-21.5,1612895400.0
2021-02-09,1520.0,1529.45,1496.3,1500.1,1521.3168792861306,255621,4251,388880542.0,60310.0,23.59,33.15,-19.9,1612809000.0
2021-02-08,1504.15,1533.8,1498.85,1519.5,1516.7447288335945,119281,5519,180918828.0,49139.0,41.2,34.95,15.35,1612722600.0
2021-02-05,1515.0,1519.9,1477.0,1500.8,1497.036179358856,79327,3242,118755389.0,8850.0,11.16,42.9,-14.2,1612463400.0
2021-02-04,1520.0,1520.35,1483.2,1492.45,1493.122028049721,306028,9664,456937148.0,55567.0,18.16,37.15,-27.55,1612377000.0
2021-02-03,1580.0,1580.0,1498.4,1506.2,1519.5589989142838,359210,6644,545840788.0,253026.0,70.44,81.6,-73.8,1612290600.0
2021-02-02,1547.9,1573.25,1500.0,1552.8,1523.3120843471204,1473435,15423,2244501341.0,1224620.0,83.11,73.25,4.9,1612204200.0
2021-02-01,1549.0,1549.0,1438.3,1524.95,1491.7282973485528,194573,9417,290250050.0,23867.0,12.27,110.7,-24.05,1612117800.0
2021-01-29,1470.0,1487.3,1410.05,1417.85,1450.1157823849148,83156,6173,120585828.0,19452.0,23.39,77.25,-52.15,1611858600.0
2021-01-28,1486.0,1523.5,1439.4,1450.0,1486.9228963134885,185270,12729,275482205.0,31919.0,17.23,84.1,-36.0,1611772200.0
2021-01-27,1488.5,1493.0,1461.0,1480.05,1481.735939931336,242922,5353,359946258.0,51974.0,21.4,32.0,-8.45,1611685800.0
2021-01-25,1500.0,1550.0,1456.05,1462.65,1494.7844071792485,352906,11305,527518386.0,52658.0,14.92,93.95,-37.35,1611513000.0
2021-01-22,1548.0,1579.0,1510.3,1519.75,1542.6294012304666,69242,3771,106814745.0,9334.0,13.48,68.7,-28.25,1611253800.0
2021-01-21,1575.0,1592.0,1525.9,1541.95,1568.8501616926915,108230,7080,169796653.0,35939.0,33.21,66.1,-33.05,1611167400.0
2021-01-20,1520.0,1575.0,1520.0,1565.95,1552.6588950904957,73816,4082,114611069.0,13860.0,18.78,55.0,45.95,1611081000.0
2021-01-19,1518.0,1542.65,1510.0,1517.5,1523.4970229268847,87670,4232,133564984.0,16804.0,19.17,32.65,-0.5,1610994600.0
2021-01-18,1480.0,1515.85,1425.0,1498.6,1473.8567873494485,165558,10730,244008782.0,23407.0,14.14,90.85,18.6,1610908200.0
