accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5158264947245017,0.5444126074498568,0.42792792792792794,0.4791929382093316,"[[250 159]
 [254 190]]",25,75,adam,sigmoid,0.1,32,2,0.001
0.5076201641266119,0.4983922829581994,0.36992840095465396,0.4246575342465754,"[[278 156]
 [264 155]]",25,25,adam,sigmoid,0.2,32,4,0.002
0.5216881594372802,0.4845814977973568,0.2743142144638404,0.35031847133757965,"[[335 117]
 [291 110]]",25,32,adam,sigmoid,0.2,64,2,0.003
0.5381008206330598,0.47368421052631576,0.234375,0.31358885017421606,"[[369 100]
 [294  90]]",25,32,adam,sigmoid,0.2,32,2,0.004
0.5498241500586166,0.4326241134751773,0.16712328767123288,0.24110671936758893,"[[408  80]
 [304  61]]",25,32,adam,sigmoid,0.2,32,3,0.005
