accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.4952120383036936,0.4691358024691358,0.4355300859598854,0.45170876671619614,"[[210 172]
 [197 152]]",50,25,adam,sigmoid,0.2,64,4,0.001
0.493844049247606,0.44135802469135804,0.4307228915662651,0.4359756097560976,"[[218 181]
 [189 143]]",50,25,adam,sigmoid,0.2,64,2,0.002
0.5458276333789329,0.42857142857142855,0.1518987341772152,0.22429906542056077,"[[351  64]
 [268  48]]",50,25,sgd,sigmoid,0.2,64,3,0.003
0.5075239398084815,0.37551020408163266,0.3076923076923077,0.338235294117647,"[[279 153]
 [207  92]]",50,32,adam,sigmoid,0.2,64,3,0.004
0.5554035567715458,0.4125,0.3498233215547703,0.37858508604206503,"[[307 141]
 [184  99]]",50,50,adam,sigmoid,0.2,32,3,0.005
