root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.586106459950825,0.343520782396088,0.343520782396088,0.656479217603912,0.06538461538461539,0.3090909090909091,0.10793650793650797,"[[520, 38], [243, 17]]",25,100,0.01
0.43248302254791,0.18704156479217604,0.18704156479217604,0.8129584352078241,0.039735099337748346,0.42857142857142855,0.07272727272727272,"[[659, 8], [145, 6]]",25,100,0.02
0.3204520035084306,0.10268948655256724,0.10268948655256724,0.8973105134474327,0.07142857142857142,0.5,0.125,"[[728, 6], [78, 6]]",25,100,0.03
0.24969418948797886,0.062347188264058676,0.062347188264058676,0.9376528117359412,0.06666666666666668,0.25,0.10526315789473684,"[[764, 9], [42, 3]]",32,100,0.04
0.1977872705736595,0.039119804400978,0.039119804400978,0.9608801955990219,0.0625,0.5,0.1111111111111111,"[[784, 2], [30, 2]]",25,100,0.05
