root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.6322095839271429,0.3996889580093312,0.3996889580093312,0.6003110419906688,0.21610169491525424,0.4146341463414634,0.2841225626740947,"[[335, 72], [185, 51]]",32,100,0.01
0.4748741340974856,0.2255054432348367,0.2255054432348367,0.7744945567651633,0.028985507246376805,0.26666666666666666,0.0522875816993464,"[[494, 11], [134, 4]]",25,100,0.02
0.36571581314944296,0.13374805598755832,0.13374805598755832,0.8662519440124417,0.012987012987012988,0.09090909090909093,0.022727272727272728,"[[556, 10], [76, 1]]",25,100,0.03
0.2431007573559997,0.05909797822706065,0.05909797822706065,0.9409020217729394,0.0,0.0,0.0,"[[605, 0], [38, 0]]",25,100,0.04
0.2049162481119541,0.041990668740279936,0.041990668740279936,0.95800933125972,0.04,0.25,0.06896551724137932,"[[615, 3], [24, 1]]",32,100,0.05
