root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.5183384018140859,0.26867469879518074,0.26867469879518074,0.7313253012048193,0.03482587064676617,0.19444444444444445,0.059071729957805914,"[[600, 29], [194, 7]]",25,100,0.01
0.353979102235255,0.12530120481927712,0.12530120481927712,0.8746987951807229,0.0,0.0,0.0,"[[726, 10], [94, 0]]",32,100,0.02
0.2379632451117113,0.056626506024096385,0.056626506024096385,0.9433734939759036,0.022727272727272728,0.2,0.04081632653061225,"[[782, 4], [43, 1]]",25,100,0.03
0.19939668037502106,0.03975903614457831,0.03975903614457831,0.9602409638554216,0.0,0.0,0.0,"[[797, 7], [26, 0]]",25,75,0.04
0.13884202690012468,0.01927710843373494,0.01927710843373494,0.9807228915662651,0.0,0.0,0.0,"[[814, 2], [14, 0]]",25,100,0.05
