root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.55739610974834,0.3106904231625835,0.3106904231625835,0.6893095768374164,0.06870229007633588,0.33962264150943394,0.11428571428571427,"[[601, 35], [244, 18]]",25,100,0.01
0.41141831924158695,0.16926503340757235,0.16926503340757235,0.8307349665924276,0.020408163265306117,0.2727272727272727,0.037974683544303785,"[[743, 8], [144, 3]]",25,100,0.02
0.3040191061866069,0.09242761692650334,0.09242761692650334,0.9075723830734966,0.04819277108433735,0.5,0.0879120879120879,"[[811, 4], [79, 4]]",25,100,0.03
0.2311971362558749,0.0534521158129176,0.0534521158129176,0.9465478841870824,0.02083333333333333,0.5,0.04,"[[849, 1], [47, 1]]",25,100,0.04
0.19169853839135248,0.03674832962138085,0.03674832962138085,0.9632516703786193,0.0625,0.4,0.10810810810810813,"[[863, 3], [30, 2]]",25,100,0.05
