root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.5242392486626094,0.2748267898383372,0.2748267898383372,0.7251732101616628,0.11274509803921567,0.2875,0.1619718309859155,"[[605, 57], [181, 23]]",25,100,0.01
0.3415086756140032,0.11662817551963048,0.11662817551963048,0.8833718244803695,0.045977011494252866,0.18181818181818185,0.07339449541284404,"[[761, 18], [83, 4]]",25,100,0.02
0.23542992955888514,0.05542725173210162,0.05542725173210162,0.9445727482678984,0.0,0.0,0.0,"[[818, 9], [39, 0]]",25,100,0.03
0.13592553320611694,0.018475750577367202,0.018475750577367202,0.9815242494226328,0.0625,0.5,0.1111111111111111,"[[849, 1], [15, 1]]",32,100,0.04
0.10745856927604472,0.011547344110854505,0.011547344110854505,0.9884526558891455,0.0,0.0,0.0,"[[856, 1], [9, 0]]",25,100,0.05
