date,actual lb,predicted lb,actual ub,predicted ub,close,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit,company
2016-01-08,0.647940074906367,0.6317730538601942,1.2584611701127015,1.4974819753614177,3010.6,-778.1231987412993,-1497.719235023084,1059.9116104868915,1108.5840440484992,-2606.3032790715833,0.3682269461398058,0.4974819753614177,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-11,0.6552576962988585,0.6261930103213279,1.2726738152888275,1.4554252069976001,2942.5,-802.342701487375,-1340.088671590438,1014.4042286406086,1099.9270671294926,-2440.0157387199306,0.3738069896786721,0.45542520699760014,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-12,0.6498181942919868,0.6262514485966792,1.2621089462129529,1.3968395512939273,2923.65,-766.3148205954999,-1160.2199541404907,1023.8090362582327,1092.7099523103188,-2252.9299064508095,0.37374855140332075,0.39683955129392734,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-13,0.6495619524405507,0.6330467582644357,1.2616112606511565,1.4713170127507504,2891.0,-756.3181545424932,-1362.5774838624193,1013.1163954943679,1060.8618218575164,-2423.439305719936,0.3669532417355643,0.47131701275075044,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-14,0.6604434682564585,0.6349480530319787,1.2827458773489524,1.5992981492167446,2915.2,-824.2607816476661,-1747.0739645966542,989.8752013387721,1064.1994358011757,-2811.27340039783,0.36505194696802135,0.5992981492167446,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-19,0.6869685046508676,0.6366303769350065,1.334264111258182,1.4649444412220711,2916.35,-974.8311408677987,-1355.940721157987,912.9094014614423,1059.713000225594,-2415.653721383581,0.36336962306499354,0.4649444412220711,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-20,0.6570417772228292,0.6305783594968153,1.276138945250854,1.4315252221232861,2868.3,-792.0493366630249,-1237.7437946162217,983.7070703917591,1059.6120914552848,-2297.3558860715066,0.3694216405031847,0.43152522212328615,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-21,0.6534832778515618,0.6349480530319787,1.2692274522655538,1.451528443901403,2757.55,-742.408160994878,-1245.1122604803136,955.5371871604259,1006.6489963616673,-2251.761256841981,0.36505194696802135,0.4515284439014029,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-22,0.6383226067324864,0.6273147120175514,1.2397816490885198,1.3579160742602148,2883.15,-691.3264615695662,-1031.925729503338,1042.7701763992318,1074.5075880465968,-2106.433317549935,0.3726852879824486,0.35791607426021477,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-25,0.62995909680423,0.6273147120175514,1.2235376276146457,1.305509061192312,2898.85,-648.0020518107158,-885.6249420373333,1072.6930722290579,1080.358747067921,-1965.9836891052544,0.3726852879824486,0.3055090611923119,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-27,0.6103718262662714,0.6234750632425394,1.185494264724836,1.3436885891153927,2967.7,-550.4913294238959,-1019.9646259177507,1156.2995311895863,1117.4130548151156,-2137.3776807328663,0.37652493675746057,0.3436885891153927,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-28,0.6210983606557376,0.6090598100405968,1.206327868852459,1.2631878235832201,3007.1,-620.4485344262293,-791.4321042971014,1139.3951196721314,1175.5962452269212,-1967.0283495240226,0.39094018995940316,0.2631878235832201,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-01-29,0.6220365140868194,0.6234750632425394,1.2081499967163591,1.269866884339796,3103.6,-646.0143298088924,-837.558862236991,1173.0474748801473,1168.5827937204547,-2006.1416559574457,0.37652493675746057,0.269866884339796,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-01,0.6298229573601529,0.6234750632425394,1.2232732108719142,1.2645880379075056,3050.0,-680.9832931593382,-806.9935156178922,1129.0399800515336,1148.4010571102547,-1955.3945727281468,0.37652493675746057,0.2645880379075056,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-02,0.6299067285151378,0.620928749780672,1.2234359153407486,1.2442425432041735,3045.4,-680.4517365787156,-743.8162410739901,1127.0820489799992,1154.4235854179415,-1898.2398264919316,0.37907125021932797,0.2442425432041735,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-03,0.6093018767790803,0.6234750632425394,1.183416156060533,1.220445486581981,3007.75,-551.669943391068,-663.0449122669534,1175.1222801177212,1132.492878532252,-1795.5377907992054,0.37652493675746057,0.22044548658198093,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-04,0.6169214987054857,0.6234750632425394,1.1982153615683977,1.2267787980946825,3007.35,-596.1029676127209,-682.0032184500433,1152.0511308680575,1132.342268557549,-1814.3454870075923,0.37652493675746057,0.2267787980946825,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-05,0.640058790735391,0.6330467582644357,1.2431537512881592,1.4158628605370747,3109.05,-755.9771704424516,-1292.9384265527924,1119.0752166641328,1140.8759762179563,-2433.8144027707485,0.3669532417355643,0.41586286053707466,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-08,0.6561996639936263,0.6306281850084714,1.2745033514037791,1.4340489406623653,3070.65,-842.9037159880145,-1332.8123796448922,1055.6905017579716,1134.2115637037373,-2467.0239433486295,0.3693718149915286,0.4340489406623653,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-09,0.6561655697956356,0.6349480530319787,1.274437131970904,1.3367842696162484,2959.65,-812.2378576376859,-996.7635635697297,1017.6295713543473,1080.4259948439044,-2077.189558413634,0.36505194696802135,0.3367842696162484,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-10,0.6622790917195448,0.6322784528544547,1.2863111157725455,1.1320509964292362,2886.85,-826.5372445679732,-381.21141904174056,974.9496040694321,1061.5569483771174,-1442.768367418858,0.3677215471455453,0.13205099642923623,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-11,0.639756167575691,0.48373533700443944,1.2425659816619103,1.103751302122569,2887.0,-700.2879890579352,-299.5300092278562,1040.02394420898,1490.4560820681834,-1789.9860912960396,0.5162646629955605,0.10375130212256889,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-16,0.6120777395434498,0.4758079221212208,1.188807573628007,1.0400107847619098,2860.35,-540.0557432268697,-114.44484819372883,1109.5934376968933,1499.372809960566,-1613.8176581542948,0.5241920778787792,0.04001078476190978,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-17,0.6186440677966102,0.4758079221212208,1.2015610202148852,1.0331007029760526,2961.05,-596.8322589072859,-98.01283654724057,1129.2139830508474,1552.1589522029592,-1650.1717887501998,0.5241920778787792,0.03310070297605261,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
2016-02-18,0.6108934358825522,0.46101707621739346,1.1865073606475436,1.0495043909299286,3094.95,-577.2309558361148,-153.21361470858255,1204.265360615295,1668.125199960978,-1821.3388146695606,0.5389829237826065,0.04950439092992864,False,False,500124-DR.REDDY&#39;S LABORATORIES LTD.
