date,actual lb,predicted lb,actual ub,predicted ub,close,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit,company
2016-11-09,0.6790865384615384,0.7034787938682346,1.2283653846153846,1.2098879758248224,90.05,-20.564302884615387,-18.900412223025256,28.898257211538464,26.701734612165467,-45.60214683519072,0.29652120613176536,0.20988797582482244,False,False,500239-KG DENIM LTD.
2016-11-15,0.6992574257425743,0.6909057802879521,1.2648514851485149,1.3350668721357022,82.6,-21.876732673267327,-27.676523638408995,24.84133663366336,25.53118254821515,-53.207706186624144,0.30909421971204787,0.3350668721357022,False,False,500239-KG DENIM LTD.
2016-11-16,0.7027363184079601,0.6909057802879521,1.271144278606965,1.2860886639266091,83.2,-22.559203980099497,-23.80257683869388,24.73233830845772,25.716639080042384,-49.519215918736265,0.30909421971204787,0.28608866392660914,False,False,500239-KG DENIM LTD.
2016-11-17,0.7206632653061223,0.7453555078551073,1.3035714285714286,1.266638300381569,80.8,-24.528571428571425,-21.544374670830777,22.570408163265313,20.57527496530733,-42.11964963613811,0.2546444921448927,0.2666383003815691,False,False,500239-KG DENIM LTD.
2016-11-18,0.7040498442367601,0.6894919922871638,1.273520249221184,1.2006277770811082,80.4,-21.991028037383188,-16.1304732773211,23.794392523364493,24.96484382011203,-41.09531709743313,0.31050800771283615,0.20062777708110824,False,False,500239-KG DENIM LTD.
2016-11-21,0.677052127022169,0.6462033387954491,1.224685440383463,1.2093810143066963,78.4,-17.61533852606351,-16.41547152164499,25.319113241461956,27.737658238436794,-44.15312976008178,0.3537966612045509,0.2093810143066963,False,False,500239-KG DENIM LTD.
2016-11-22,0.6794948887552615,0.6670014570633664,1.2291040288634996,1.2213812295835147,80.25,-18.38559831629584,-17.76584367407706,25.72053517739026,26.723133070664844,-44.488976744741905,0.33299854293663356,0.2213812295835147,False,False,500239-KG DENIM LTD.
2016-11-25,0.6750298685782556,0.6318270824163064,1.2210274790919953,1.2093810143066963,83.45,-18.44474313022701,-17.472845643893805,27.11875746714457,30.724029972359233,-48.19687561625304,0.36817291758369364,0.2093810143066963,False,False,500239-KG DENIM LTD.
2016-11-28,0.6786786786786787,0.6198307126603627,1.2276276276276277,1.1833453602621569,83.15,-18.927237237237236,-15.24516670579834,26.717867867867866,31.611076242290842,-46.85624294808918,0.3801692873396373,0.18334536026215686,False,False,500239-KG DENIM LTD.
2016-11-29,0.6865127582017011,0.6335409048351611,1.24179829890644,1.2212109873501669,83.7,-20.238517618469032,-18.515359641208974,26.238882138517617,30.672626265297012,-49.187985906505986,0.3664590951648389,0.22121098735016687,False,False,500239-KG DENIM LTD.
