date,actual lb,predicted lb,actual ub,predicted ub,close,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit,company
2016-06-01,0.987948146647762,0.9482339144135113,2.371835122544055,2.156836573177,994.35,-1364.084254101681,-1150.3004465385497,11.98376038079789,51.473607202924995,-1201.7740537414747,0.05176608558648865,1.1568365731769998,False,False,500042-BASF INDIA LTD.
2016-06-02,1.0096873398257304,0.916622526575569,2.4007688364941053,2.153035955976121,987.4,-1383.1191491542795,-1138.5077029308218,-9.56527934392625,82.32691725928316,-1220.834620190105,0.08337747342443103,1.153035955976121,False,False,500042-BASF INDIA LTD.
2016-06-03,0.9944469685496492,0.9503760861332652,2.364531273663486,2.1367138800925383,975.5,-1331.1002574587305,-1108.864390030271,5.416982179817182,48.40812797699982,-1157.2725180072707,0.049623913866734815,1.1367138800925383,False,False,500042-BASF INDIA LTD.
2016-06-06,0.9917933742825495,0.942789882139206,2.358221729936562,2.14792072470137,990.45,-1345.250712415668,-1136.958081780472,8.128252441848758,56.66376123522343,-1193.6218430156955,0.057210117860793996,1.14792072470137,False,False,500042-BASF INDIA LTD.
2016-06-07,0.9836712274043744,0.9398078064531973,2.338909417756916,2.138194037378346,993.1,-1329.670942774393,-1130.3404985204356,16.21610406471575,59.77686741132982,-1190.1173659317656,0.06019219354680272,1.1381940373783461,False,False,500042-BASF INDIA LTD.
2016-06-08,0.9955526355688078,0.9525724070113535,2.36716025673422,2.0874841668727684,1001.3,-1368.9375650679742,-1088.8978962897029,4.453146004952714,47.4892488595317,-1136.3871451492346,0.047427592988646516,1.0874841668727684,False,False,500042-BASF INDIA LTD.
2016-06-09,0.9784919531094776,0.9404669909592596,2.3265944764553943,2.1179555509650214,989.35,-1312.4662452811444,-1106.0493243472442,21.278986191138415,58.898982494456504,-1164.9483068417007,0.05953300904074044,1.1179555509650214,False,False,500042-BASF INDIA LTD.
2016-06-10,0.9907458633003068,0.9465319605389699,2.3557310265050546,2.147787499961334,1006.6,-1364.678851279988,-1155.3628974610788,9.315214001911158,53.820928521472865,-1209.1838259825518,0.05346803946103007,1.1477874999613338,False,False,500042-BASF INDIA LTD.
2016-06-13,1.026904919031423,0.9572612255353216,2.377734910401543,2.165659578173679,994.15,-1369.6751611756936,-1158.8404696413627,-26.74752525508916,42.48875263406012,-1201.3292222754228,0.04273877446467844,1.165659578173679,False,False,500042-BASF INDIA LTD.
2016-06-14,0.9897255247321296,0.9483516721045118,2.2916483193894024,2.1098826890790288,984.95,-1272.209012182592,-1093.1789546083894,10.119844415089005,50.87102056066112,-1144.0499751690504,0.05164832789548823,1.1098826890790288,False,False,500042-BASF INDIA LTD.
2016-06-15,0.9878406094345152,0.9455169091219561,2.28728391444477,2.1248032020602285,1021.95,-1315.5397963668327,-1149.4926323454508,12.426289188397163,55.67899472281704,-1205.1716270682678,0.05448309087804393,1.1248032020602285,False,False,500042-BASF INDIA LTD.
2016-06-16,0.9838529254413696,0.940237747657134,2.278050678468946,2.1045443941199093,1023.9,-1308.5960896843535,-1130.9430051393751,16.532989640581718,61.19057017386058,-1192.1335753132357,0.05976225234286603,1.1045443941199093,False,False,500042-BASF INDIA LTD.
2016-06-17,0.9984206110261094,0.9499745980204108,2.311781254627116,2.05488559994478,1028.05,-1348.5767188194066,-1084.4751410232313,1.623690834608169,51.428614505116684,-1135.903755528348,0.05002540197958916,1.0548855999447802,False,False,500042-BASF INDIA LTD.
2016-06-20,1.005734341786544,0.9556811038987906,2.315438232240842,2.1208887338959634,1013.05,-1332.6047011715848,-1135.5163318733055,-5.809174946858434,44.897257695330154,-1180.4135895686356,0.044318896101209426,1.1208887338959634,False,False,500042-BASF INDIA LTD.
2016-06-21,0.9871900625940124,0.9409694149725808,2.272744917269154,2.097219989758497,1011.45,-1287.3178465718859,-1109.783158641232,12.95661118928615,59.7064852259831,-1169.489643867215,0.0590305850274192,1.0972199897584969,False,False,500042-BASF INDIA LTD.
2016-06-22,1.0008355861391005,0.9543841978472816,2.30223642172524,2.138153355573239,1030.45,-1341.8895207667736,-1172.8101252504441,-0.8610297370360058,47.004803328268736,-1219.8149285787129,0.04561580215271843,1.1381533555732388,False,False,500042-BASF INDIA LTD.
2016-06-23,1.0022099990177782,0.9521850401130835,2.3003143109714173,2.120311154761642,1017.25,-1322.7447328356743,-1139.6365221812803,-2.248121500834827,48.6397679449658,-1188.276290126246,0.04781495988691653,1.1203111547616418,False,False,500042-BASF INDIA LTD.
2016-06-24,0.9953177583768228,0.9524829932313912,2.2844949519582496,2.1267694795799956,1018.1,-1307.7443105886941,-1147.1640071603938,4.766990196556662,48.37706459112064,-1195.5410717515144,0.047517006768608816,1.1267694795799956,False,False,500042-BASF INDIA LTD.
2016-06-27,0.9609625164814468,0.9259510244752084,2.2056413637219814,2.0618848223997457,1025.15,-1235.9632440195892,-1088.5912256830993,40.01927622904475,75.91130725924017,-1164.5025329423395,0.07404897552479162,1.0618848223997457,False,False,500042-BASF INDIA LTD.
2016-06-28,0.9387708160824362,0.9119656648615548,2.1547060447143247,1.9904044223720248,1061.8,-1226.06687827767,-1051.611415674616,65.01314748366929,93.4748570500011,-1145.0862727246172,0.08803433513844516,0.9904044223720248,False,False,500042-BASF INDIA LTD.
2016-06-29,0.9040046070700806,0.882044942223262,2.0749091875609107,1.8602652125849355,1086.9,-1168.318795959954,-935.0222595585665,104.3373925755294,128.20535229753648,-1063.227611856103,0.11795505777673798,0.8602652125849355,False,False,500042-BASF INDIA LTD.
2016-06-30,0.9167976998068196,0.8986450332986567,2.10427242912979,2.12147841265037,1128.7,-1246.3922907587937,-1265.8126843584726,93.91043622804273,114.39935091580617,-1380.2120352742786,0.10135496670134325,1.12147841265037,False,False,500042-BASF INDIA LTD.
2016-07-05,0.8931635154061625,0.8775542774966119,2.050026260504201,2.093172751935242,1112.95,-1168.6267266281504,-1216.6466142663278,118.90366552871149,136.2759668601458,-1352.9225811264737,0.12244572250338814,1.093172751935242,False,False,500042-BASF INDIA LTD.
2016-07-07,0.8977212739750133,0.8853229862940292,2.0604874186169275,2.127007182924477,1142.4,-1211.5008270279782,-1287.493005772923,116.84321661094486,131.00702045770106,-1418.500026230624,0.11467701370597083,1.1270071829244772,False,False,500042-BASF INDIA LTD.
2016-07-08,0.8755738619298924,0.8652892793567831,2.0096537520916464,2.0546327781569302,1136.6,-1147.5724546273655,-1198.695615653167,141.42274853048434,153.1122050830803,-1351.8078207362473,0.13471072064321687,1.0546327781569302,False,False,500042-BASF INDIA LTD.
2016-07-11,0.8788165884328841,0.8672483059597348,2.01709659360062,2.0701344278003306,1165.35,-1185.2735153524827,-1247.0811554371153,141.2210886697385,154.70218664982303,-1401.7833420869383,0.1327516940402652,1.0701344278003306,False,False,500042-BASF INDIA LTD.
2016-07-12,0.8995019173976286,0.8836395554295822,2.064574425882664,2.083880900427097,1161.05,-1236.024137171067,-1258.4399194408809,116.68329880548322,135.10029416848352,-1393.5402136093644,0.11636044457041783,1.083880900427097,False,False,500042-BASF INDIA LTD.
2016-07-13,0.8954758874895783,0.8780998461732077,2.0553337136337704,2.079551267751903,1134.35,-1197.1177980604675,-1224.588980574371,118.56692702619682,138.27743949342187,-1362.8664200677927,0.12190015382679231,1.0795512677519028,False,False,500042-BASF INDIA LTD.
2016-07-14,0.9030445172139128,0.886475226615471,2.0727055491636426,2.10160275006022,1139.45,-1222.2943379945125,-1255.2212535561177,110.47592486060717,129.35580303300162,-1384.5770565891194,0.11352477338452904,1.10160275006022,False,False,500042-BASF INDIA LTD.
2016-07-15,0.9089168002850526,0.8929190274108331,2.0861838588989845,2.0846935188664792,1129.9,-1227.2791421699626,-1225.5952069672348,102.91490735791899,120.99079092849968,-1346.5859978957346,0.10708097258916693,1.0846935188664792,False,False,500042-BASF INDIA LTD.
2016-07-18,0.9343008881970516,0.9090675194250195,2.144446479260141,2.1203300115190613,1122.6,-1284.7556176174344,-1257.6824709312982,73.75382290998982,102.08080269347306,-1359.7632736247713,0.09093248057498049,1.1203300115190613,False,False,500042-BASF INDIA LTD.
2016-07-19,0.9198972232239452,0.8990042992160217,2.1113865849260725,2.150309028551986,1092.1,-1213.7452893977638,-1256.2524900816238,87.48024251712945,110.29740482618274,-1366.5498949078064,0.10099570078397835,1.1503090285519861,False,False,500042-BASF INDIA LTD.
2016-07-20,0.9298309563949516,0.909541605284718,2.134186904816148,2.1840346963434314,1109.2,-1258.0401148220715,-1313.331285184134,77.83150316671959,100.3364514181909,-1413.667736602325,0.09045839471528205,1.1840346963434314,False,False,500042-BASF INDIA LTD.
2016-07-21,0.9295768232132282,0.9070229769903569,2.1336036077073746,2.1650985362561914,1097.35,-1243.9599189176874,-1278.5208787607316,77.27887304696401,102.02833619963178,-1380.5492149603633,0.09297702300964306,1.1650985362561914,False,False,500042-BASF INDIA LTD.
2016-07-22,0.9293228289084202,0.9058581427370588,2.1330206293547063,2.179151653075773,1097.65,-1243.6600938111933,-1294.2958119986224,77.5787968486726,103.3348096246674,-1397.6306216232897,0.09414185726294122,1.179151653075773,False,False,500042-BASF INDIA LTD.
2016-07-25,0.944987265570734,0.9164816764629569,2.1689742996063903,2.1826340574302066,1097.95,-1283.475332252836,-1298.4730633554952,60.40123176661268,91.69894332749652,-1390.1720066829917,0.08351832353704314,1.1826340574302066,False,False,500042-BASF INDIA LTD.
2016-07-26,0.9665151084588424,0.9357013008919348,2.218385905086672,2.1998916286605033,1079.75,-1315.552181017334,-1295.5829860461786,36.15531164156505,69.4265203619334,-1365.009506408112,0.06429869910806518,1.1998916286605033,False,False,500042-BASF INDIA LTD.
2016-07-27,0.940978466362337,0.9163573951146535,2.15977313598008,2.1709367489100995,1055.7,-1224.3724996541707,-1236.1579258243921,62.30903306128084,88.30149797746026,-1324.4594238018524,0.08364260488534647,1.1709367489100995,False,False,500042-BASF INDIA LTD.
