accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5009596928982726,0.5205479452054794,0.5588235294117647,0.5390070921985816,"[[109 140]
 [120 152]]",50,25,adam,sigmoid,0.2,64,3,0.001
0.5182341650671785,0.5067873303167421,0.4409448818897638,0.471578947368421,"[[158 109]
 [142 112]]",50,32,adam,sigmoid,0.2,64,3,0.002
0.510556621880998,0.4627659574468085,0.36099585062240663,0.4055944055944056,"[[179 101]
 [154  87]]",50,25,adam,sigmoid,0.2,64,4,0.003
0.5220729366602687,0.4358974358974359,0.29694323144104806,0.35324675324675325,"[[204  88]
 [161  68]]",50,32,adam,sigmoid,0.2,64,3,0.004
0.54510556621881,0.4132231404958678,0.23148148148148148,0.2967359050445104,"[[234  71]
 [166  50]]",50,25,adam,sigmoid,0.2,64,3,0.005
