accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.555,0.5189873417721519,0.2265193370165746,0.31538461538461543,"[[362  76]
 [280  82]]",25,32,sgd,sigmoid,0.2,32,3,0.001
0.55875,0.44571428571428573,0.23353293413173654,0.306483300589391,"[[369  97]
 [256  78]]",100,25,sgd,sigmoid,0.2,32,2,0.002
0.50875,0.36363636363636365,0.34615384615384615,0.35467980295566504,"[[299 189]
 [204 108]]",25,32,adam,sigmoid,0.2,32,2,0.003
0.5225,0.3320754716981132,0.3003412969283277,0.31541218637992835,"[[330 177]
 [205  88]]",25,50,adam,sigmoid,0.2,32,2,0.004
0.6525,0.25,0.018656716417910446,0.03472222222222222,"[[517  15]
 [263   5]]",100,50,sgd,sigmoid,0.2,32,4,0.005
