threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.4909310761789601,0.4909310761789601,1.0,0.6585563665855637,"[[  0 421]
 [  0 406]]",50,25,sgd,sigmoid,0.2,32,2,0.001
0.41999999999999993,0.49939540507859737,0.47619047619047616,0.7253886010362695,0.5749486652977412,"[[133 308]
 [106 280]]",50,25,adam,relu,0.2,32,2,0.002
0.42999999999999994,0.4740024183796856,0.4416961130742049,0.6775067750677507,0.5347593582887701,"[[142 316]
 [119 250]]",50,25,adam,relu,0.2,32,2,0.003
0.42999999999999994,0.42563482466747277,0.42563482466747277,1.0,0.5971162001696352,"[[  0 475]
 [  0 352]]",25,25,adam,sigmoid,0.1,32,2,0.004
0.4099999999999999,0.4703748488512696,0.4050632911392405,0.6726726726726727,0.5056433408577877,"[[165 329]
 [109 224]]",25,32,adam,sigmoid,0.2,32,2,0.005
