threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.5121654501216545,0.5121654501216545,1.0,0.6773934030571198,"[[  0 401]
 [  0 421]]",25,32,adam,sigmoid,0.2,32,3,0.001
0.47,0.49635036496350365,0.49635036496350365,1.0,0.6634146341463415,"[[  0 414]
 [  0 408]]",25,25,adam,sigmoid,0.1,32,3,0.002
0.44999999999999996,0.47566909975669097,0.47275031685678076,0.961340206185567,0.6338147833474936,"[[ 18 416]
 [ 15 373]]",25,25,adam,sigmoid,0.2,32,2,0.003
0.43999999999999995,0.45742092457420924,0.45431789737171463,0.9731903485254692,0.6194539249146758,"[[ 13 436]
 [ 10 363]]",25,25,adam,sigmoid,0.1,32,2,0.004
0.4099999999999999,0.4659367396593674,0.4431818181818182,0.8690807799442897,0.5870178739416745,"[[ 71 392]
 [ 47 312]]",25,25,adam,sigmoid,0.1,32,2,0.005
