root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,threshold
0.519991405171772,0.27039106145251396,0.27039106145251396,0.729608938547486,0.012396694214876033,0.5,0.024193548387096777,"[[650 239]
 [  3   3]]",64,75,0.01
0.3568953651646063,0.12737430167597766,0.12737430167597766,0.8726256983240224,0.04201680672268908,1.0,0.08064516129032258,"[[776 114]
 [  0   5]]",64,100,0.02
0.263199055881209,0.06927374301675977,0.06927374301675977,0.9307262569832402,0.016129032258064516,0.5,0.03125,"[[832  61]
 [  1   1]]",32,50,0.03
0.18908778369882617,0.035754189944134075,0.035754189944134075,0.964245810055866,0.03125,0.5,0.058823529411764705,"[[862  31]
 [  1   1]]",48,100,0.04
0.13370525409297512,0.017877094972067038,0.017877094972067038,0.982122905027933,0.058823529411764705,1.0,0.1111111111111111,"[[878  16]
 [  0   1]]",48,75,0.05
0.06685262704648756,0.004469273743016759,0.004469273743016759,0.9955307262569832,0.0,0.0,0.0,"[[891   4]
 [  0   0]]",32,50,0.1
