root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,threshold
0.5734836485425117,0.3288834951456311,0.3288834951456311,0.6711165048543689,0.05434782608695652,0.6,0.09966777408637874,"[[538 261]
 [ 10  15]]",100,50,0.01
0.4420275438415157,0.1953883495145631,0.1953883495145631,0.8046116504854369,0.025157232704402517,0.4,0.04733727810650888,"[[659 155]
 [  6   4]]",64,75,0.02
0.33954567017696213,0.11529126213592233,0.11529126213592233,0.8847087378640777,0.02127659574468085,0.4,0.04040404040404041,"[[727  92]
 [  3   2]]",64,50,0.03
0.23882804473398075,0.05703883495145631,0.05703883495145631,0.9429611650485437,0.0,0.0,0.0,"[[777  47]
 [  0   0]]",25,25,0.04
0.19080819424304413,0.03640776699029126,0.03640776699029126,0.9635922330097088,0.0,0.0,0.0,"[[794  30]
 [  0   0]]",100,25,0.05
0.06033884900318472,0.0036407766990291263,0.0036407766990291263,0.9963592233009708,0.0,0.0,0.0,"[[821   3]
 [  0   0]]",48,25,0.1
