root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,threshold
0.5391158314617921,0.2906458797327394,0.2906458797327394,0.7093541202672605,0.007662835249042145,0.5,0.01509433962264151,"[[635 259]
 [  2   2]]",32,25,0.01
0.3891627698918965,0.1514476614699332,0.1514476614699332,0.8485523385300668,0.0,0.0,0.0,"[[762 136]
 [  0   0]]",25,25,0.02
0.2870633122006037,0.08240534521158129,0.08240534521158129,0.9175946547884187,0.0,0.0,0.0,"[[824  74]
 [  0   0]]",64,50,0.03
0.2136750233185911,0.045657015590200446,0.045657015590200446,0.9543429844097996,0.0,0.0,0.0,"[[857  41]
 [  0   0]]",64,50,0.04
0.14545834172004898,0.021158129175946547,0.021158129175946547,0.9788418708240535,0.09523809523809523,1.0,0.17391304347826084,"[[877  19]
 [  0   2]]",25,50,0.05
0.04719291781830087,0.0022271714922048997,0.0022271714922048997,0.9977728285077951,0.0,0.0,0.0,"[[896   2]
 [  0   0]]",100,50,0.1
