root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,threshold
0.5523692796366051,0.305111821086262,0.305111821086262,0.694888178913738,0.03260869565217391,0.3157894736842105,0.05911330049261084,"[[429 178]
 [ 13   6]]",25,25,0.01
0.4095505211728722,0.16773162939297126,0.16773162939297126,0.8322683706070287,0.02912621359223301,0.375,0.05405405405405406,"[[518 100]
 [  5   3]]",64,50,0.02
0.2964109055350828,0.0878594249201278,0.0878594249201278,0.9121405750798722,0.0,0.0,0.0,"[[571  54]
 [  1   0]]",25,25,0.03
0.2076800192973206,0.04313099041533546,0.04313099041533546,0.9568690095846646,0.0,0.0,0.0,"[[599  27]
 [  0   0]]",100,25,0.04
0.16479244376113478,0.027156549520766772,0.027156549520766772,0.9728434504792333,0.05555555555555555,1.0,0.10526315789473684,"[[608  17]
 [  0   1]]",25,25,0.05
0.0,0.0,0.0,1.0,0.0,0.0,0.0,[[626]],48,25,0.1
