root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,threshold
0.5085867753718543,0.2586605080831409,0.2586605080831409,0.7413394919168591,0.09803921568627451,0.3333333333333333,0.1515151515151515,"[[622 184]
 [ 40  20]]",64,100,0.01
0.3259379784864928,0.10623556581986143,0.10623556581986143,0.8937644341801386,0.0,0.0,0.0,"[[774  87]
 [  5   0]]",48,75,0.02
0.21221367070085886,0.04503464203233257,0.04503464203233257,0.9549653579676675,0.0,0.0,0.0,"[[827  39]
 [  0   0]]",64,75,0.03
0.14010883265680524,0.019630484988452657,0.019630484988452657,0.9803695150115473,0.0,0.0,0.0,"[[849  16]
 [  1   0]]",32,50,0.04
0.10194414990458772,0.010392609699769052,0.010392609699769052,0.9896073903002309,0.0,0.0,0.0,"[[857   9]
 [  0   0]]",48,50,0.05
0.04805693313322127,0.0023094688221709007,0.0023094688221709007,0.9976905311778291,0.0,0.0,0.0,"[[864   2]
 [  0   0]]",32,75,0.1
