root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,threshold
0.4529108136578383,0.20512820512820512,0.20512820512820512,0.7948717948717948,0.017142857142857144,0.2,0.031578947368421054,"[[710 172]
 [ 12   3]]",48,75,0.01
0.2753329797196355,0.0758082497212932,0.0758082497212932,0.9241917502787068,0.014925373134328358,0.3333333333333333,0.028571428571428574,"[[828  66]
 [  2   1]]",100,100,0.02
0.20033416898825335,0.04013377926421405,0.04013377926421405,0.959866220735786,0.05714285714285714,0.4,0.09999999999999999,"[[859  33]
 [  3   2]]",32,50,0.03
0.15300774894579094,0.023411371237458192,0.023411371237458192,0.9765886287625418,0.05263157894736842,0.25,0.08695652173913043,"[[875  18]
 [  3   1]]",32,75,0.04
0.12931515002796792,0.016722408026755852,0.016722408026755852,0.9832775919732442,0.0,0.0,0.0,"[[882  11]
 [  4   0]]",48,75,0.05
0.06677805632941777,0.004459308807134894,0.004459308807134894,0.9955406911928651,0.0,0.0,0.0,"[[893   3]
 [  1   0]]",25,100,0.1
