units,epochs,batch_size,layers,direction,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj
25,25,25,3,0.5044642857142857,0.04355498915338194,0.015611666783863153,0.0018970370801512184,-0.03409737463167839
25,50,25,3,0.5100446428571429,0.04202580444395552,0.015213580537830477,0.0017661682391615912,0.037240780170059384
25,75,25,3,0.5245535714285714,0.03986594998131988,0.014781039762251296,0.0015892939679130983,0.1336570397422645
25,100,25,3,0.5145089285714286,0.04298171891515103,0.015246182683452705,0.0018474281609010524,-0.007054965344231778
25,25,32,3,0.5033482142857143,0.04250049522731554,0.01519246230404611,0.001806292094567071,0.015368791494118295
25,50,32,3,0.5245535714285714,0.04270803061075466,0.015115106588278101,0.0018239758786491574,0.005729151402643962
25,75,32,3,0.5301339285714286,0.04185309830306144,0.015023227556444906,0.0017516818375657246,0.045137489209058024
25,100,32,3,0.5189732142857143,0.04111005071902982,0.015214034037918992,0.001690036270121204,0.07874121794955113
25,25,48,3,0.4888392857142857,0.04334660732237076,0.01547679463465147,0.001878928366359806,-0.024226100324186595
25,50,48,3,0.4810267857142857,0.04268867257474201,0.015197780049513053,0.0018223227661935304,0.0066302825762099005
25,75,48,3,0.5111607142857143,0.04019684329198603,0.015239166068376232,0.0016157862106404822,0.11921580454494862
25,100,48,3,0.5078125,0.0396838926966928,0.015192091601968502,0.001574811339562628,0.14155169194051975
25,25,64,3,0.5044642857142857,0.04278505424793678,0.015453595647968268,0.0018305608669988928,0.002139596282351497
25,50,64,3,0.48995535714285715,0.04238235569323071,0.01564697967639106,0.0017962640741075256,0.020835184185368227
25,75,64,3,0.49330357142857145,0.043674403285877156,0.015617310867987235,0.001907453502377437,-0.039775489724889423
25,100,64,3,0.49330357142857145,0.046555777196192076,0.015765790352108372,0.002167440390341478,-0.18149742078005038
75,25,25,3,0.48995535714285715,0.041986383353968884,0.015302568113739982,0.0017628563871464355,0.039046109918156824
75,50,25,3,0.5167410714285714,0.04117079994858785,0.015074799184096738,0.0016950347684066413,0.07601647734845585
75,75,25,3,0.5100446428571429,0.04352937324510486,0.015517854632431525,0.0018948063351116513,-0.03288136909703421
75,100,25,3,0.5245535714285714,0.042349885777134416,0.015323165728647435,0.0017935128253363322,0.022334922467248775
75,25,32,3,0.5089285714285714,0.04174449130868609,0.015292795402191679,0.001742602554620969,0.05008671384728258
75,50,32,3,0.5055803571428571,0.04547603908226749,0.015563429455485134,0.00206807013061192,-0.12732951558833316
75,75,32,3,0.5245535714285714,0.04334169883916077,0.014978618469014339,0.00187850285826451,-0.02399415082312828
75,100,32,3,0.5279017857142857,0.042570644936462156,0.014933140909328903,0.0018122598103063312,0.01211571898273367
75,25,48,3,0.5145089285714286,0.04177359003101681,0.015132535425418484,0.001745032824079467,0.04876194518937094
75,50,48,3,0.4888392857142857,0.04573102726931138,0.015761859102212866,0.002091326855106501,-0.14000703148615679
75,75,48,3,0.5145089285714286,0.04103414275651606,0.015246072833709823,0.0016838008717621393,0.08214020742653994
