root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,units,epochs,batch_size,direction
0.01715254357419682,0.011785600441298913,0.0002942097510647207,-0.0030201368707878373,25,25,25,1.0
0.01713412695334858,0.011770115871626489,0.0002935783064534663,-0.0008674153579395494,25,50,25,0.9988636363636364
0.020688459190319097,0.012421510336083554,0.00042801234366949864,-0.459180050885968,25,75,25,0.9965909090909091
0.0174990723701661,0.011936136881323473,0.00030621753381631067,-0.043957080175447194,25,100,25,0.9977272727272727
0.01759544247685658,0.01189685414888925,0.0003095995959563689,-0.055487209337891086,25,25,32,0.9988636363636364
0.01763789904391559,0.011895330597951953,0.00031109548268335845,-0.06058698765665316,25,50,32,0.9988636363636364
0.020342290826543163,0.012407238242679064,0.0004138087960716621,-0.4107573041752419,25,75,32,0.9965909090909091
0.08123664291408961,0.01448280904652477,0.006599392151951306,-21.498653411586186,25,100,32,0.9988636363636364
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,25,25,48,1.0
0.017194453152070452,0.011820744094849978,0.0002956492191987455,-0.007927572873794642,25,50,48,1.0
0.017363518282751688,0.01183754692637205,0.0003014917671554521,-0.02784599240272745,25,75,48,1.0
0.019909521547793577,0.012217541285079932,0.0003963890482620567,-0.3513698849309308,25,100,48,0.9977272727272727
0.019822112813629368,0.012290654458115544,0.00039291615639624957,-0.3395300989891894,25,25,64,0.9988636363636364
0.04128371916427508,0.013019221329520317,0.0017043454680347335,-4.810456038376676,25,50,64,0.9988636363636364
0.019772031888546315,0.012253290215211524,0.00039093324500169243,-0.3327699557540529,25,75,64,0.9943181818181818
0.017336978185721576,0.011881783363452665,0.00030057081261218577,-0.024706273380173283,25,100,64,0.9988636363636364
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,25,25,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,50,25,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,75,25,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,100,25,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,25,32,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,50,32,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,75,32,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,100,32,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,25,48,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,50,48,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,75,48,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,100,48,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,25,64,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,50,64,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,75,64,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,75,100,64,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,50,25,25,1.0
0.019907692193436275,0.012099734160931217,0.00039631620846860367,-0.35112155944431955,50,50,25,0.9988636363636364
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,50,75,25,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,50,100,25,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,50,25,32,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,50,50,32,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,50,75,32,1.0
0.017132405910294943,0.011765464099514157,0.0002935193322751091,-0.0006663605382621896,50,100,32,1.0
