units,epochs,batch_size,layers,direction,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj
25,25,25,3,0.5,0.1395505121207039,0.02463524950883224,0.019474345433150728,-0.03522546844675256
25,50,25,3,0.512249443207127,0.13756561994996117,0.02413888713641614,0.018924299792217155,-0.005985910267136463
25,75,25,3,0.49665924276169265,0.1370846979266103,0.02349526550362441,0.018792214405629996,0.0010355404241866317
25,100,25,3,0.5055679287305123,0.13742394014917694,0.0237346704529187,0.018885339326124566,-0.003914833377797411
25,25,32,3,0.48997772828507796,0.13661742482149894,0.023979482096435363,0.018664320764857915,0.007834164523472631
25,50,32,3,0.48106904231625836,0.1380066675049854,0.023497428013013494,0.01904584027583159,-0.012446810558594645
25,75,32,3,0.4844097995545657,0.13729171497812784,0.023450695424935098,0.018849015001635494,-0.0019838896156927355
25,100,32,3,0.49665924276169265,0.13705287371617264,0.023484033986839393,0.018783490193861167,0.001499305753101865
25,25,48,3,0.4732739420935412,0.13638910876887855,0.023800829235506953,0.018601988990768984,0.01114762326085783
25,50,48,3,0.48997772828507796,0.13769183298410367,0.023878778593976843,0.018959040870522303,-0.007832691160812644
25,75,48,3,0.4844097995545657,0.13763038772881248,0.023561683846161082,0.018942123626383256,-0.006933397161494881
25,100,48,3,0.48552338530066813,0.13757981109146564,0.023671215050763104,0.01892820441996337,-0.006193474115768094
25,25,64,3,0.4922048997772829,0.13635742744948384,0.02387134126918409,0.01859334802064125,0.011606963595505948
25,50,64,3,0.4821826280623608,0.13548125498035143,0.023635667077242243,0.018355170451051,0.02426810729858775
25,75,64,3,0.48775055679287305,0.13718175989845763,0.023468109241144293,0.01881883524883808,-0.00037958158723783164
25,100,64,3,0.48775055679287305,0.13900386787904445,0.023698963720993234,0.019322075285334844,-0.027131027704481614
75,25,25,3,0.5100222717149221,0.1401739949695942,0.02423392339991977,0.01964874886573582,-0.044496479676187084
75,50,25,3,0.5011135857461024,0.13738606856757601,0.0237145733831075,0.018874931836454695,-0.0033615876522437027
75,75,25,3,0.5033407572383074,0.13672540036332262,0.023241458885509377,0.018693835104510864,0.006265228807609824
75,100,25,3,0.4821826280623608,0.1376458393830812,0.023992750448337104,0.018946377099472986,-0.0071595050780333125
75,25,32,3,0.4888641425389755,0.13612754759061496,0.023597848195152038,0.01853070921303514,0.014936743750098347
75,50,32,3,0.5022271714922049,0.13655739045753454,0.023571779936830944,0.018647920888571545,0.008705956064261833
75,75,32,3,0.48997772828507796,0.13659753444369319,0.02358090350467894,0.01865888641609595,0.008123045927066919
75,100,32,3,0.4866369710467706,0.13757238714242265,0.023636159065677398,0.01892616170406462,-0.006084886562443215
75,25,48,3,0.49665924276169265,0.13530604549361228,0.023789919519126904,0.018307725947119474,0.02679018224977603
75,50,48,3,0.5,0.13607652702113818,0.02357152797020001,0.018516821206134546,0.01567500827861934
75,75,48,3,0.4866369710467706,0.1370358198241266,0.02373712024345264,0.018778815914870493,0.0017477830472107936
