units,epochs,batch_size,layers,direction,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj
25,25,25,3,0.5103686635944701,0.023230888859466586,0.0157519493526995,0.0005396741972008887,-0.0002499596363383372
25,50,25,3,0.5264976958525346,0.02322026849965954,0.01584485690965949,0.0005391808691962812,0.0006643907610968114
25,75,25,3,0.5357142857142857,0.023228682815161578,0.015884652786848683,0.0005395717053273828,-5.9997817023926814e-05
25,100,25,3,0.532258064516129,0.023817919128588202,0.016108774891547342,0.0005672932716159679,-0.05144006324359385
25,25,32,3,0.5241935483870968,0.023221410100899294,0.015668530953468526,0.0005392338870741477,0.0005661256773277223
25,50,32,3,0.521889400921659,0.023250620692090107,0.015763029501806716,0.0005405913625674486,-0.001949864181783667
25,75,32,3,0.5195852534562212,0.023426423093468318,0.01597578343445432,0.0005487972989541858,-0.017159017374922092
25,100,32,3,0.5288018433179723,0.02320665716190905,0.01580739304323826,0.0005385489366303847,0.0018356354246537032
25,25,48,3,0.5472350230414746,0.023254762045738106,0.0156156768971126,0.0005407839578039016,-0.0023068265462760085
25,50,48,3,0.5449308755760369,0.023338796002178235,0.01580277456440261,0.0005446993988312907,-0.009563834107351843
25,75,48,3,0.532258064516129,0.023401782454107324,0.01585714297642103,0.0005476434220293654,-0.015020383818856065
25,100,48,3,0.5126728110599078,0.023402286153280116,0.015937482340936494,0.0005476669972000062,-0.015064078817809134
25,25,64,3,0.5380184331797235,0.023266626590319747,0.015649586414360383,0.000541335912893374,-0.0033298383167650325
25,50,64,3,0.543778801843318,0.02335012951343372,0.015661934941598923,0.0005452285482941284,-0.010544577177134196
25,75,64,3,0.5299539170506913,0.023316058337157546,0.015765172603606065,0.0005436385763817339,-0.007597670785380872
25,100,64,3,0.5299539170506913,0.023363722419027604,0.015840139852604615,0.0005458635252733731,-0.01172146445681821
75,25,25,3,0.5057603686635944,0.02320687417845813,0.015683163269353765,0.0005385590091347867,0.0018169667127275746
75,50,25,3,0.5345622119815668,0.023300286927691538,0.01589305895634046,0.0005429033709127532,-0.006235016716524822
75,75,25,3,0.5264976958525346,0.023314724617867266,0.015904257099342137,0.000543576384006986,-0.0074824013864474015
75,100,25,3,0.5241935483870968,0.02395763736611572,0.016007697084065763,0.0005739683881663042,-0.06381194445390936
75,25,32,3,0.5311059907834101,0.023235765222515706,0.015666832307016692,0.0005399007854758704,-0.0006699258197875313
75,50,32,3,0.521889400921659,0.023226033955482155,0.01574421701120016,0.0005394486533012101,0.00016807086747272493
75,75,32,3,0.5241935483870968,0.02336313459033418,0.016037056108308332,0.0005458360578860695,-0.011670555495107093
75,100,32,3,0.5253456221198156,0.023360267938181578,0.015900120420885882,0.0005457021181436342,-0.011422307158129863
75,25,48,3,0.5414746543778802,0.02332317287610065,0.015688131103978337,0.0005439703930084771,-0.008212670667213207
75,50,48,3,0.5357142857142857,0.023305083933744628,0.015792596745876988,0.000543126937158882,-0.0066493817720088
75,75,48,3,0.5195852534562212,0.02335297556303279,0.015883335085164686,0.0005453614676476066,-0.010790934291557752
75,100,48,3,0.5207373271889401,0.023343048192581966,0.016008624038962558,0.0005448978989212042,-0.00993174072203451
75,25,64,3,0.5195852534562212,0.023276362202552445,0.015664774868530053,0.0005417890373844122,-0.004169674195934281
75,50,64,3,0.5391705069124424,0.023345485043669525,0.015741605278577615,0.0005450116719241975,-0.010142611358878062
75,75,64,3,0.5495391705069125,0.02339372465851681,0.01579786524669244,0.0005472663533984975,-0.014321512379824597
75,100,64,3,0.5230414746543779,0.02346265443889986,0.015960892504534988,0.0005504961533192274,-0.020307730096179366
50,25,25,3,0.5149769585253456,0.023206874643180057,0.015693146940672916,0.0005385590307042734,0.0018169267351293428
50,50,25,3,0.533410138248848,0.023292278086005175,0.01589915355511015,0.0005425302184357968,-0.00554340360633776
50,75,25,3,0.5345622119815668,0.023236891968946998,0.01590002688738547,0.0005399531483765136,-0.0007669769471649879
50,100,25,3,0.532258064516129,0.023281171654977596,0.01584422505140669,0.0005420129536285323,-0.004584687949241051
50,25,32,3,0.511520737327189,0.02326190291821004,0.01567216000845861,0.0005411161273762288,-0.00292248058909661
50,50,32,3,0.5357142857142857,0.02330898369585633,0.01585273852655592,0.0005433087209336961,-0.006986305816855554
50,75,32,3,0.5311059907834101,0.023271034595238035,0.015900530310631555,0.0005415410511327654,-0.003710048296666768
50,100,32,3,0.5380184331797235,0.02640118917225346,0.016308894791892382,0.0006970227897091133,-0.2918850315399151
50,25,48,3,0.5403225806451613,0.02327202550862494,0.015644007042492972,0.0005415871712740899,-0.0037955288879893967
50,50,48,3,0.5299539170506913,0.023295299011588503,0.015724586532951685,0.0005426709560393163,-0.005804251323293208
50,75,48,3,0.521889400921659,0.023287802607598333,0.015860511004826567,0.0005423217502904637,-0.00515702186891831
50,100,48,3,0.5103686635944701,0.023632714506484347,0.016192308880611225,0.0005585051949449956,-0.03515195204425692
50,25,64,3,0.5483870967741935,0.02329649980290994,0.015644266850921313,0.000542726903066983,-0.005907945389927782
50,50,64,3,0.5403225806451613,0.023353131109172365,0.015727983121740004,0.000545368732602194,-0.010804399398043563
50,75,64,3,0.5518433179723502,0.023315374785178443,0.01574581697791542,0.0005436067013733347,-0.007538592593334448
50,100,64,3,0.5276497695852534,0.02347422650576737,0.015917557560461402,0.0005510393100440713,-0.02131443468742944
100,25,25,3,0.5092165898617511,0.02322538184611833,0.015681054028724755,0.0005394183618980029,0.00022421395341698513
100,50,25,3,0.5276497695852534,0.023240961923026784,0.015878323097961472,0.0005401423111075809,-0.0011175773929452681
100,75,25,3,0.533410138248848,0.02332436635619593,0.016044313756839276,0.0005440260659180445,-0.008315856674319999
100,100,25,3,0.5345622119815668,0.024702353525301948,0.0161765779695963,0.0006102062696889976,-0.13097642946798138
100,25,32,3,0.5368663594470046,0.02323642135624232,0.015653693199031322,0.0005399312774448341,-0.0007264406409210888
100,50,32,3,0.5357142857142857,0.023185965570618694,0.015733143630047585,0.0005375889994419154,0.0036148146757647437
100,75,32,3,0.5299539170506913,0.02331506034793395,0.015912707854160983,0.000543592039027802,-0.007511416918448921
100,100,32,3,0.533410138248848,0.023353588400446313,0.01589078381897329,0.0005453900911774605,-0.010843986086009894
100,25,48,3,0.543778801843318,0.023286398593547895,0.01567079311792359,0.0005422563594575893,-0.00503582434218397
100,50,48,3,0.532258064516129,0.023324280519874733,0.01574572454149831,0.0005440220617698079,-0.008308435253891133
100,75,48,3,0.5195852534562212,0.02331727107232758,0.015862798370769947,0.0005436951302604045,-0.007702489609684449
100,100,48,3,0.5138248847926268,0.02336703193256769,0.01592245103638122,0.000546018181337638,-0.01200810910805572
100,25,64,3,0.5391705069124424,0.023270615613900668,0.015637926792571293,0.0005415215510499176,-0.0036739061998560807
100,50,64,3,0.5426267281105991,0.0233058077550517,0.01569377197005236,0.0005431606751154279,-0.006711912813604171
100,75,64,3,0.5368663594470046,0.023363953979625023,0.01588656607052058,0.000545874345562036,-0.011741519136761136
100,100,64,3,0.521889400921659,0.023535059789214125,0.0160208799417202,0.0005538990392818836,-0.02661475119232981
