features,threshold,pvalue,fvalue,root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,f-value,confusion matrix
"['No. of Trades GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.200000,6.548143,0.346144,0.119816,0.119816,0.880184,0.880184,0.000000,0.000000,0.000000,16.810807,"[[764   0]
 [104   0]]"
"['No. of Trades GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.250000,6.548143,0.346144,0.119816,0.119816,0.880184,0.880184,0.000000,0.000000,0.000000,16.810807,"[[764   0]
 [104   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Alpha GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.715403,0.100000,0.346144,0.119816,0.119816,0.880184,0.880184,0.000000,0.000000,0.000000,6.577227,"[[764   0]
 [104   0]]"
"['No. of Trades GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.267258,0.500000,0.346144,0.119816,0.119816,0.880184,0.880184,0.000000,0.000000,0.000000,15.165577,"[[764   0]
 [104   0]]"
"['No. of Trades GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.267258,1.000000,0.346144,0.119816,0.119816,0.880184,0.880184,0.000000,0.000000,0.000000,15.165577,"[[764   0]
 [104   0]]"
"['No. of Trades GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.142957,2.000000,0.346144,0.119816,0.119816,0.880184,0.880184,0.000000,0.000000,0.000000,19.968993,"[[764   0]
 [104   0]]"
['Net Profit GR'],0.020000,0.010550,5.000000,0.346144,0.119816,0.119816,0.880184,0.880184,0.000000,0.000000,0.000000,4.912315,"[[764   0]
 [104   0]]"
[],0.020000,,10.000000,,,,,,,,,,
[],0.020000,,100.000000,,,,,,,,,,
"['Revenue GR', 'Income GR', 'Net Profit GR']",0.030000,0.050000,9.389374,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,8.181206,"[[820   0]
 [ 48   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.100000,9.389374,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,6.475596,"[[820   0]
 [ 48   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.150000,9.389374,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,6.475596,"[[820   0]
 [ 48   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.200000,9.389374,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,6.475596,"[[820   0]
 [ 48   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.250000,9.389374,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,6.475596,"[[820   0]
 [ 48   0]]"
"['Open Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Alpha GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.698045,0.100000,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,3.647492,"[[820   0]
 [ 48   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.371579,0.500000,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,3.832994,"[[820   0]
 [ 48   0]]"
"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.288636,1.000000,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,4.402808,"[[820   0]
 [ 48   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.057474,2.000000,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,6.475596,"[[820   0]
 [ 48   0]]"
"['Revenue GR', 'Net Profit GR']",0.030000,0.005321,5.000000,0.235159,0.055300,0.055300,0.944700,0.944700,0.000000,0.000000,0.000000,10.396891,"[[820   0]
 [ 48   0]]"
[],0.030000,,10.000000,,,,,,,,,,
[],0.030000,,100.000000,,,,,,,,,,
"['Revenue GR', 'Income GR']",0.040000,0.050000,9.589234,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,4.550803,"[[842   0]
 [ 26   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.100000,9.589234,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,3.502014,"[[842   0]
 [ 26   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.150000,9.589234,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,3.502014,"[[842   0]
 [ 26   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.200000,9.589234,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,3.502014,"[[842   0]
 [ 26   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.250000,9.589234,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,3.502014,"[[842   0]
 [ 26   0]]"
"['Open Price GR', 'High Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.732915,0.100000,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,2.247201,"[[842   0]
 [ 26   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.388188,0.500000,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,2.065930,"[[842   0]
 [ 26   0]]"
"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.304874,1.000000,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,2.065773,"[[842   0]
 [ 26   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.087558,2.000000,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,3.502014,"[[842   0]
 [ 26   0]]"
['Revenue GR'],0.040000,0.001976,5.000000,0.173072,0.029954,0.029954,0.970046,0.970046,0.000000,0.000000,0.000000,8.106915,"[[842   0]
 [ 26   0]]"
[],0.040000,,10.000000,,,,,,,,,,
[],0.040000,,100.000000,,,,,,,,,,
"['Revenue GR', 'Income GR', 'Net Profit GR']",0.050000,0.050000,12.142592,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,3.749555,"[[853   0]
 [ 15   0]]"
"['Revenue GR', 'Income GR', 'Net Profit GR']",0.050000,0.100000,12.142592,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,3.749555,"[[853   0]
 [ 15   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.150000,12.142592,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,2.976584,"[[853   0]
 [ 15   0]]"
"['Spread High-Low GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.200000,12.142592,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,2.380109,"[[853   0]
 [ 15   0]]"
"['Spread High-Low GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.250000,12.142592,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,2.380109,"[[853   0]
 [ 15   0]]"
"['Open Price GR', 'High Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.726367,0.100000,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,1.902720,"[[853   0]
 [ 15   0]]"
"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.409423,0.500000,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,1.475222,"[[853   0]
 [ 15   0]]"
"['Spread High-Low GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.185354,1.000000,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,2.380109,"[[853   0]
 [ 15   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.147018,2.000000,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,2.976584,"[[853   0]
 [ 15   0]]"
['Revenue GR'],0.050000,0.000500,5.000000,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,4.303104,"[[853   0]
 [ 15   0]]"
['Revenue GR'],0.050000,0.000500,10.000000,0.131458,0.017281,0.017281,0.982719,0.982719,0.000000,0.000000,0.000000,4.303104,"[[853   0]
 [ 15   0]]"
[],0.050000,,100.000000,,,,,,,,,,
['Net Profit GR'],0.060000,0.050000,5.624565,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,7.269501,"[[859   0]
 [  9   0]]"
"['Revenue GR', 'Net Profit GR']",0.060000,0.100000,5.624565,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,6.128239,"[[859   0]
 [  9   0]]"
"['Revenue GR', 'Income GR', 'Net Profit GR']",0.060000,0.150000,5.624565,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,4.083720,"[[859   0]
 [  9   0]]"
"['Revenue GR', 'Income GR', 'Net Profit GR']",0.060000,0.200000,5.624565,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,4.083720,"[[859   0]
 [  9   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.250000,5.624565,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,3.112577,"[[859   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.724435,0.100000,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,4.760155,"[[859   0]
 [  9   0]]"
"['Open Price GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.395551,0.500000,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,5.466022,"[[859   0]
 [  9   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.244376,1.000000,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,3.112577,"[[859   0]
 [  9   0]]"
"['Revenue GR', 'Income GR', 'Net Profit GR']",0.060000,0.129781,2.000000,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,4.083720,"[[859   0]
 [  9   0]]"
['Net Profit GR'],0.060000,0.017776,5.000000,0.101827,0.010369,0.010369,0.989631,0.989631,0.000000,0.000000,0.000000,7.269501,"[[859   0]
 [  9   0]]"
[],0.060000,,10.000000,,,,,,,,,,
[],0.060000,,100.000000,,,,,,,,,,
['Net Profit GR'],0.070000,0.050000,5.219348,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
['Net Profit GR'],0.070000,0.100000,5.219348,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
['Net Profit GR'],0.070000,0.150000,5.219348,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
['Net Profit GR'],0.070000,0.200000,5.219348,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
['Net Profit GR'],0.070000,0.250000,5.219348,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.663174,0.100000,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,1.695053,"[[860   0]
 [  8   0]]"
"['Revenue GR', 'Net Profit GR']",0.070000,0.414987,0.500000,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,7.525937,"[[860   0]
 [  8   0]]"
['Net Profit GR'],0.070000,0.022409,1.000000,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
['Net Profit GR'],0.070000,0.022409,2.000000,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
['Net Profit GR'],0.070000,0.022409,5.000000,0.096003,0.009217,0.009217,0.990783,0.990783,0.000000,0.000000,0.000000,6.789608,"[[860   0]
 [  8   0]]"
[],0.070000,,10.000000,,,,,,,,,,
[],0.070000,,100.000000,,,,,,,,,,
['Net Profit GR'],0.080000,0.050000,8.637171,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,11.014180,"[[863   0]
 [  5   0]]"
['Net Profit GR'],0.080000,0.100000,8.637171,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,11.014180,"[[863   0]
 [  5   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.150000,8.637171,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,4.120858,"[[863   0]
 [  5   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.200000,8.637171,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,4.120858,"[[863   0]
 [  5   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.250000,8.637171,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,4.120858,"[[863   0]
 [  5   0]]"
"['High Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.749096,0.100000,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,2.858105,"[[863   0]
 [  5   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.132853,0.500000,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,4.120858,"[[863   0]
 [  5   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.132853,1.000000,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,4.120858,"[[863   0]
 [  5   0]]"
"['Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.080000,0.132853,2.000000,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,4.120858,"[[863   0]
 [  5   0]]"
['Net Profit GR'],0.080000,0.003320,5.000000,0.075897,0.005760,0.005760,0.994240,0.994240,0.000000,0.000000,0.000000,11.014180,"[[863   0]
 [  5   0]]"
[],0.080000,,10.000000,,,,,,,,,,
[],0.080000,,100.000000,,,,,,,,,,
['Net Profit GR'],0.090000,0.050000,10.746922,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,15.417082,"[[865   0]
 [  3   0]]"
['Net Profit GR'],0.090000,0.100000,10.746922,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,15.417082,"[[865   0]
 [  3   0]]"
['Net Profit GR'],0.090000,0.150000,10.746922,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,15.417082,"[[865   0]
 [  3   0]]"
"['Revenue GR', 'Net Profit GR']",0.090000,0.200000,10.746922,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,9.949551,"[[865   0]
 [  3   0]]"
"['Revenue GR', 'Net Profit GR']",0.090000,0.250000,10.746922,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,9.949551,"[[865   0]
 [  3   0]]"
"['Open Price GR', 'High Price GR', 'Close Price GR', 'No. of Trades GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.090000,0.740286,0.100000,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,3.952051,"[[865   0]
 [  3   0]]"
"['No. of Trades GR', 'Revenue GR', 'Net Profit GR']",0.090000,0.266909,0.500000,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,8.773260,"[[865   0]
 [  3   0]]"
"['No. of Trades GR', 'Revenue GR', 'Net Profit GR']",0.090000,0.266909,1.000000,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,8.773260,"[[865   0]
 [  3   0]]"
"['Revenue GR', 'Net Profit GR']",0.090000,0.151343,2.000000,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,9.949551,"[[865   0]
 [  3   0]]"
['Net Profit GR'],0.090000,0.001057,5.000000,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,15.417082,"[[865   0]
 [  3   0]]"
['Net Profit GR'],0.090000,0.001057,10.000000,0.058790,0.003456,0.003456,0.996544,0.996544,0.000000,0.000000,0.000000,15.417082,"[[865   0]
 [  3   0]]"
[],0.090000,,100.000000,,,,,,,,,,
['Net Profit GR'],0.100000,0.050000,13.480166,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.100000,13.480166,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.150000,13.480166,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.200000,13.480166,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.250000,13.480166,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
"['Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.100000,0.745815,0.100000,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,4.101312,"[[866   0]
 [  2   0]]"
"['Dividend Value GR', 'Net Profit GR']",0.100000,0.406181,0.500000,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,9.890742,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.000245,1.000000,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.000245,2.000000,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.000245,5.000000,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
['Net Profit GR'],0.100000,0.000245,10.000000,0.048002,0.002304,0.002304,0.997696,0.997696,0.000000,0.000000,0.000000,19.566413,"[[866   0]
 [  2   0]]"
[],0.100000,,100.000000,,,,,,,,,,
