features,threshold,pvalue,fvalue,root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,f-value,confusion matrix
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.030000,0.640336,0.100000,0.287063,0.082405,0.082405,0.917595,0.917595,0.500000,0.054054,0.097561,7.676441,"[[820   4]
 [ 70   4]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.030000,0.299255,0.500000,0.287063,0.082405,0.082405,0.917595,0.917595,0.500000,0.054054,0.097561,8.084420,"[[820   4]
 [ 70   4]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.030000,0.299255,1.000000,0.287063,0.082405,0.082405,0.917595,0.917595,0.500000,0.054054,0.097561,8.084420,"[[820   4]
 [ 70   4]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR']",0.030000,0.055727,2.000000,0.292824,0.085746,0.085746,0.914254,0.914254,0.400000,0.081081,0.134831,7.346931,"[[815   9]
 [ 68   6]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR']",0.030000,0.024488,5.000000,0.294720,0.086860,0.086860,0.913140,0.913140,0.357143,0.067568,0.113636,5.904020,"[[815   9]
 [ 69   5]]"
"['Alpha GR', 'Beta GR']",0.030000,0.000417,10.000000,0.294720,0.086860,0.086860,0.913140,0.913140,0.357143,0.067568,0.113636,14.143775,"[[815   9]
 [ 69   5]]"
[],0.030000,,100.000000,,,,,,,,,,
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.050000,22.675099,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,6.701904,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.100000,22.675099,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,6.701904,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.150000,22.675099,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,6.701904,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.200000,22.675099,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,5.133585,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.250000,22.675099,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,5.133585,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.747806,0.100000,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,5.110231,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.040000,0.385148,0.500000,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,5.559627,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.262124,1.000000,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,5.797184,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.153462,2.000000,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,6.046109,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.020325,5.000000,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,6.701904,"[[857   0]
 [ 41   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.040000,0.001158,10.000000,0.213675,0.045657,0.045657,0.954343,0.954343,0.000000,0.000000,0.000000,5.072838,"[[857   0]
 [ 41   0]]"
[],0.040000,,100.000000,,,,,,,,,,
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.050000,44.532006,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,8.240115,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.100000,44.532006,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,8.240115,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']",0.050000,0.150000,44.532006,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,7.412781,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']",0.050000,0.200000,44.532006,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,7.412781,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.250000,44.532006,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,6.739883,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.459601,0.100000,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,5.981757,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.459601,0.500000,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,5.981757,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.239886,1.000000,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,6.739883,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']",0.050000,0.118512,2.000000,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,7.412781,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.011335,5.000000,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,8.240115,"[[877   0]
 [ 21   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.050000,0.000005,10.000000,0.152923,0.023385,0.023385,0.976615,0.976615,0.000000,0.000000,0.000000,9.347062,"[[877   0]
 [ 21   0]]"
[],0.050000,,100.000000,,,,,,,,,,
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR']",0.060000,0.050000,79.216410,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,14.554279,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.100000,79.216410,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,13.314461,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.150000,79.216410,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,13.314461,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.200000,79.216410,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,13.314461,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.250000,79.216410,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,13.314461,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.659800,0.100000,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,8.692614,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.368081,0.500000,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,10.435922,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.057409,1.000000,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,13.314461,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.057409,2.000000,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,13.314461,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Alpha GR', 'Beta GR']",0.060000,0.004009,5.000000,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,16.222862,"[[884   0]
 [ 14   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.060000,0.000000,10.000000,0.124861,0.015590,0.015590,0.984410,0.984410,0.000000,0.000000,0.000000,18.095849,"[[884   0]
 [ 14   0]]"
[],0.060000,,100.000000,,,,,,,,,,
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.070000,0.050000,123.504438,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,26.472965,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']",0.070000,0.100000,123.504438,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,22.897932,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']",0.070000,0.150000,123.504438,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,22.897932,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Dividend Value GR']",0.070000,0.200000,123.504438,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,20.343554,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Dividend Value GR']",0.070000,0.250000,123.504438,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,20.343554,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.695829,0.100000,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,12.015365,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.070000,0.408050,0.500000,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,16.734902,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']",0.070000,0.299174,1.000000,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,18.095597,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Beta GR', 'Dividend Value GR']",0.070000,0.155431,2.000000,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,20.343554,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.070000,0.000000,5.000000,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,26.472965,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.070000,0.000000,10.000000,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,26.472965,"[[890   0]
 [  8   0]]"
['Beta GR'],0.070000,0.000000,100.000000,0.094386,0.008909,0.008909,0.991091,0.991091,0.000000,0.000000,0.000000,124.219024,"[[890   0]
 [  8   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.080000,0.050000,205.910713,0.074619,0.005568,0.005568,0.994432,0.994432,0.000000,0.000000,0.000000,45.792845,"[[893   0]
 [  5   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.080000,0.100000,205.910713,0.074619,0.005568,0.005568,0.994432,0.994432,0.000000,0.000000,0.000000,45.792845,"[[893   0]
 [  5   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Beta GR']",0.080000,0.150000,205.910713,0.074619,0.005568,0.005568,0.994432,0.994432,0.000000,0.000000,0.000000,45.792845,"[[893   0]
 [  5   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Beta GR', 'Dividend Value GR']",0.080000,0.200000,205.910713,0.074619,0.005568,0.005568,0.994432,0.994432,0.000000,0.000000,0.000000,33.311359,"[[893   0]
 [  5   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Beta GR', 'Dividend Value GR']",0.080000,0.250000,205.910713,0.074619,0.005568,0.005568,0.994432,0.994432,0.000000,0.000000,0.000000,33.311359,"[[893   0]
 [  5   0]]"
