features,threshold,pvalue,fvalue,root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,f-value,confusion matrix
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.080000,0.000000,10.000000,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,22.765053,"[[890   0]
 [  6   0]]"
"['No. of Trades GR', 'Beta GR']",0.080000,0.000000,100.000000,0.081832,0.006696,0.006696,0.993304,0.993304,0.000000,0.000000,0.000000,31.926158,"[[890   0]
 [  6   0]]"
"['No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Income GR', 'Expenditure GR']",0.090000,0.050000,264.422734,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,17.004225,"[[893   0]
 [  3   0]]"
"['No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.100000,264.422734,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,14.712260,"[[893   0]
 [  3   0]]"
"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.150000,264.422734,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,12.946248,"[[893   0]
 [  3   0]]"
"['High Price GR', 'Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.200000,264.422734,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,16.840433,"[[893   0]
 [  3   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.250000,264.422734,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,15.434389,"[[893   0]
 [  3   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.741782,0.100000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,14.432272,"[[893   0]
 [  3   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.425744,0.500000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,14.503328,"[[893   0]
 [  3   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.205642,1.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,15.434389,"[[893   0]
 [  3   0]]"
"['High Price GR', 'Low Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.090000,0.155260,2.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,16.840433,"[[893   0]
 [  3   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR']",0.090000,0.001728,5.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,22.844773,"[[893   0]
 [  3   0]]"
"['No. of Trades GR', 'Beta GR', 'Revenue GR']",0.090000,0.001522,10.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,30.216230,"[[893   0]
 [  3   0]]"
"['No. of Trades GR', 'Beta GR']",0.090000,0.000000,100.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,38.894002,"[[893   0]
 [  3   0]]"
"['High Price GR', 'No. of Trades GR', 'Beta GR', 'Revenue GR', 'Income GR', 'Expenditure GR']",0.100000,0.050000,354.785242,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,21.932489,"[[893   0]
 [  3   0]]"
"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Income GR', 'Expenditure GR']",0.100000,0.100000,354.785242,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,18.795400,"[[893   0]
 [  3   0]]"
"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.100000,0.150000,354.785242,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,16.522417,"[[893   0]
 [  3   0]]"
"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.100000,0.200000,354.785242,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,16.522417,"[[893   0]
 [  3   0]]"
"['High Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.100000,0.250000,354.785242,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,14.976346,"[[893   0]
 [  3   0]]"
"['Open Price GR', 'High Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.100000,0.691755,0.100000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,14.187562,"[[893   0]
 [  3   0]]"
"['High Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.100000,0.401399,0.500000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,11.325561,"[[893   0]
 [  3   0]]"
"['High Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.100000,0.304328,1.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,13.589324,"[[893   0]
 [  3   0]]"
"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.100000,0.126913,2.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,16.522417,"[[893   0]
 [  3   0]]"
"['No. of Trades GR', 'Beta GR']",0.100000,0.000000,5.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,55.545829,"[[893   0]
 [  3   0]]"
"['No. of Trades GR', 'Beta GR']",0.100000,0.000000,10.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,55.545829,"[[893   0]
 [  3   0]]"
"['No. of Trades GR', 'Beta GR']",0.100000,0.000000,100.000000,0.057864,0.003348,0.003348,0.996652,0.996652,0.000000,0.000000,0.000000,55.545829,"[[893   0]
 [  3   0]]"
