features,threshold,pvalue,fvalue,root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,f-value,confusion matrix
"['Low Price GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.020000,0.250000,13.228232,0.275333,0.075808,0.075808,0.924192,0.924192,0.000000,0.000000,0.000000,14.263205,"[[829   1]
 [ 67   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.749936,0.100000,0.273301,0.074693,0.074693,0.925307,0.925307,0.000000,0.000000,0.000000,9.297243,"[[830   0]
 [ 67   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.020000,0.391102,0.500000,0.273301,0.074693,0.074693,0.925307,0.925307,0.000000,0.000000,0.000000,10.591347,"[[830   0]
 [ 67   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.020000,0.312760,1.000000,0.273301,0.074693,0.074693,0.925307,0.925307,0.000000,0.000000,0.000000,11.063574,"[[830   0]
 [ 67   0]]"
"['Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.020000,0.087984,2.000000,0.273301,0.074693,0.074693,0.925307,0.925307,0.000000,0.000000,0.000000,15.523629,"[[830   0]
 [ 67   0]]"
"['Beta GR', 'Revenue GR', 'Dividend Value GR']",0.020000,0.019232,5.000000,0.275333,0.075808,0.075808,0.924192,0.924192,0.000000,0.000000,0.000000,34.124890,"[[829   1]
 [ 67   0]]"
"['Beta GR', 'Dividend Value GR']",0.020000,0.000407,10.000000,0.273301,0.074693,0.074693,0.925307,0.925307,0.500000,0.014925,0.028986,27.273785,"[[829   1]
 [ 66   1]]"
[],0.020000,,100.000000,,,,,,,,,,
"['Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.050000,27.038495,0.197532,0.039019,0.039019,0.960981,0.960981,0.000000,0.000000,0.000000,12.653538,"[[862   0]
 [ 35   0]]"
"['High Price GR', 'Low Price GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.100000,27.038495,0.200334,0.040134,0.040134,0.959866,0.959866,0.000000,0.000000,0.000000,10.521379,"[[861   1]
 [ 35   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.150000,27.038495,0.200334,0.040134,0.040134,0.959866,0.959866,0.000000,0.000000,0.000000,8.397417,"[[861   1]
 [ 35   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.200000,27.038495,0.200334,0.040134,0.040134,0.959866,0.959866,0.000000,0.000000,0.000000,8.397417,"[[861   1]
 [ 35   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.250000,27.038495,0.200334,0.040134,0.040134,0.959866,0.959866,0.000000,0.000000,0.000000,8.397417,"[[861   1]
 [ 35   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.721666,0.100000,0.197532,0.039019,0.039019,0.960981,0.960981,0.500000,0.028571,0.054054,6.121317,"[[861   1]
 [ 34   1]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.118037,0.500000,0.200334,0.040134,0.040134,0.959866,0.959866,0.000000,0.000000,0.000000,8.397417,"[[861   1]
 [ 35   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.118037,1.000000,0.200334,0.040134,0.040134,0.959866,0.959866,0.000000,0.000000,0.000000,8.397417,"[[861   1]
 [ 35   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.118037,2.000000,0.200334,0.040134,0.040134,0.959866,0.959866,0.000000,0.000000,0.000000,8.397417,"[[861   1]
 [ 35   0]]"
"['Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.008980,5.000000,0.197532,0.039019,0.039019,0.960981,0.960981,0.000000,0.000000,0.000000,12.653538,"[[862   0]
 [ 35   0]]"
"['Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.030000,0.000862,10.000000,0.197532,0.039019,0.039019,0.960981,0.960981,0.000000,0.000000,0.000000,16.882801,"[[862   0]
 [ 35   0]]"
[],0.030000,,100.000000,,,,,,,,,,
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.040000,0.050000,57.660720,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,12.937604,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR']",0.040000,0.100000,57.660720,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,11.181994,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.150000,57.660720,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,11.058577,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.200000,57.660720,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,11.058577,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.250000,57.660720,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,11.111080,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.720042,0.100000,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,9.154564,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.245412,0.500000,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,11.111080,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.245412,1.000000,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,11.111080,"[[877   1]
 [ 19   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.040000,0.126791,2.000000,0.149320,0.022297,0.022297,0.977703,0.977703,0.000000,0.000000,0.000000,11.058577,"[[877   1]
 [ 19   0]]"
"['High Price GR', 'Low Price GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.040000,0.022542,5.000000,0.145539,0.021182,0.021182,0.978818,0.978818,0.000000,0.000000,0.000000,15.088446,"[[878   0]
 [ 19   0]]"
"['Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.040000,0.000002,10.000000,0.145539,0.021182,0.021182,0.978818,0.978818,0.000000,0.000000,0.000000,14.309552,"[[878   0]
 [ 19   0]]"
[],0.040000,,100.000000,,,,,,,,,,
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.050000,89.987400,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,14.878908,"[[885   1]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.100000,89.987400,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,14.878908,"[[885   1]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.150000,89.987400,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,15.601439,"[[885   1]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.200000,89.987400,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,15.601439,"[[885   1]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.250000,89.987400,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,14.371083,"[[885   1]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.733070,0.100000,0.110739,0.012263,0.012263,0.987737,0.987737,0.000000,0.000000,0.000000,11.411491,"[[886   0]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.473499,0.500000,0.110739,0.012263,0.012263,0.987737,0.987737,0.000000,0.000000,0.000000,13.263648,"[[886   0]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.233082,1.000000,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,14.371083,"[[885   1]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.134126,2.000000,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,15.601439,"[[885   1]
 [ 11   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.021589,5.000000,0.115663,0.013378,0.013378,0.986622,0.986622,0.000000,0.000000,0.000000,14.878908,"[[885   1]
 [ 11   0]]"
"['Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.050000,0.000075,10.000000,0.110739,0.012263,0.012263,0.987737,0.987737,0.000000,0.000000,0.000000,23.397740,"[[886   0]
 [ 11   0]]"
[],0.050000,,100.000000,,,,,,,,,,
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.060000,0.050000,125.513429,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,19.022374,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR']",0.060000,0.100000,125.513429,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,19.022374,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.150000,125.513429,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,16.362445,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.200000,125.513429,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,16.362445,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.250000,125.513429,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,16.123719,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.637757,0.100000,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,11.833872,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.412455,0.500000,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,13.087479,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.306542,1.000000,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,14.965614,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.060000,0.133292,2.000000,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,16.362445,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.021148,5.000000,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,18.069934,"[[888   0]
 [  9   0]]"
"['Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']",0.060000,0.000017,10.000000,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,35.338268,"[[888   0]
 [  9   0]]"
['Beta GR'],0.060000,0.000000,100.000000,0.100167,0.010033,0.010033,0.989967,0.989967,0.000000,0.000000,0.000000,141.284853,"[[888   0]
 [  9   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.070000,0.050000,187.329242,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,26.206336,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.070000,0.100000,187.329242,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,26.206336,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.070000,0.150000,187.329242,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,26.206336,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.070000,0.200000,187.329242,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,26.206336,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.070000,0.250000,187.329242,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,26.206336,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.718016,0.100000,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,16.900300,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.070000,0.459966,0.500000,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,20.179059,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.070000,0.286949,1.000000,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,25.169716,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.070000,0.041414,2.000000,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,26.206336,"[[890   0]
 [  7   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR', 'Net Profit GR']",0.070000,0.019643,5.000000,0.088339,0.007804,0.007804,0.992196,0.992196,0.000000,0.000000,0.000000,27.034114,"[[890   0]
 [  7   0]]"
