root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.03248746593913067,0.005425438624375537,0.0010554354431461753,0.000634853955673309,0.0,0.8969999999999992,1.0
0.032498665688524574,0.005425673051083945,0.0010561632715344845,-5.430835008501944e-05,0.1,0.9979999999999992,1.0
0.032490440298885946,0.005425501249532131,0.001055628710815472,0.00045185368426248207,0.2,0.9139999999999993,1.0
0.0324981987875169,0.0054256533118924805,0.0010561329244329648,-2.5573446648552434e-05,0.30000000000000004,0.9899999999999992,1.0
0.032493598730385376,0.005425545237046983,0.001055833958451302,0.0002575098853229152,0.4,0.9369999999999993,1.0
0.03249371667373986,0.005425547103571337,0.00105584162327328,0.0002502522591125711,0.5,0.9379999999999993,1.0
0.03249664873764832,0.00542561034934132,0.0010560321791781,6.981968894770318e-05,0.6000000000000001,0.9679999999999992,1.0
0.032474928552179136,0.00542506916058991,0.0010546209844691395,0.001406044292333708,0.7000000000000001,0.8479999999999993,1.0
0.03247525066469827,0.005425079838545844,0.0010546419057349855,0.0013862344744679511,0.8,0.8489999999999993,1.0
0.03247588632898089,0.00542510078574729,0.0010546831928528876,0.0013471407460169393,0.9,0.8509999999999993,1.0
0.03249781710568688,0.005425638629553399,0.001056108116634675,-2.0835694403142924e-06,1.0,0.9839999999999992,1.0
