root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.03625966324419093,0.024964470264797825,0.0013147631785821305,0.0002645308105084787,0.0,0.9909999999999992,1.0
0.036259265326286066,0.024964487167883433,0.0013147343220020111,0.0002864731246338126,0.1,0.9519999999999992,1.0
0.036259653693832467,0.024964471278998653,0.0013147624859966586,0.00026505744699545364,0.2,0.9899999999999992,1.0
0.036251448020148694,0.024959427441391097,0.0013141674835575425,0.0007174925716848524,0.30000000000000004,0.6259999999999994,1.0
0.036259232401843894,0.024964486345350617,0.0013147319343709263,0.0002882886603300383,0.4,0.9489999999999992,1.0
0.0362588702903824,0.024964456762165806,0.0013147056747347754,0.0003082562789062937,0.5,0.9179999999999993,1.0
0.0362567358959468,0.024963684781475922,0.0013145508978284375,0.0004259474080755554,0.6000000000000001,0.7869999999999994,1.0
0.03625925439071165,0.024964486930661032,0.0013147335289703417,0.00028707613961087564,0.7000000000000001,0.9509999999999992,1.0
0.036258731424592794,0.024964435983782514,0.001314695604520753,0.0003159135895951515,0.8,0.9069999999999993,1.0
0.036259393568302364,0.02496448723183097,0.001314743621941047,0.0002794015249214521,0.9,0.9639999999999992,1.0
0.036259330128062116,0.02496448783144432,0.0013147390213357928,0.000282899788583868,1.0,0.9579999999999992,1.0
