root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.035157325244461836,0.010426388955558256,0.0012360375183448733,-0.003700823849792201,0.0,0.43499999999999966,1.0
0.03516100475057526,0.010433336906047308,0.0012362962550699758,-0.003910926100161749,0.1,0.3579999999999997,1.0
0.03516340693767232,0.010437507442362392,0.001236465187464342,-0.004048104447003098,0.2,0.32099999999999973,1.0
0.035157027454308015,0.01042583685353126,0.0012360165794229677,-0.0036838207953904245,0.30000000000000004,0.4429999999999996,1.0
0.0351603825964168,0.010432214812989586,0.0012362525043264094,-0.0038753991386335507,0.4,0.3689999999999997,1.0
0.03515721182953715,0.01042617596325698,0.0012360295436269467,-0.003694348131350056,0.5,0.43799999999999967,1.0
0.035156919590807884,0.010425638124671063,0.0012360089951145312,-0.003677662101569723,0.6000000000000001,0.4459999999999996,1.0
0.035158623786807,0.010428977503256501,0.0012361288265822312,-0.0037749689721693347,0.7000000000000001,0.4039999999999997,1.0
0.035156068633878206,0.010424185695437217,0.001235949161789955,-0.0036290755851580148,0.8,0.47199999999999964,1.0
0.03515751897285719,0.010426789076700419,0.001236051140326813,-0.0037118853218691683,0.9,0.42999999999999966,1.0
0.03515695531669042,0.010425704139338542,0.0012360115071397668,-0.0036797019440188983,1.0,0.4449999999999996,1.0
