accuracy,precision,recall,f1_score,confusion matrix,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,threshold,batch_size,epochs,units
0.7329608938547486,1.0,0.012396694214876033,0.024489795918367346,"[[653   0]
 [239   3]]",0.516758266644329,0.2670391061452514,0.2670391061452514,-0.3536063685722608,0.01,25,25,25
0.8659217877094972,0.0,0.0,0.0,"[[775   1]
 [119   0]]",0.36616691861841205,0.1340782122905028,0.1340782122905028,-0.16304253660226986,0.02,25,25,25
0.9307262569832402,0.5,0.016129032258064516,0.03125,"[[832   1]
 [ 61   1]]",0.263199055881209,0.06927374301675977,0.06927374301675977,-0.07442977190876365,0.03,25,25,25
0.964245810055866,0.0,0.0,0.0,"[[863   0]
 [ 32   0]]",0.18908778369882617,0.035754189944134075,0.035754189944134075,-0.03707995365005767,0.04,25,25,25
0.7273743016759776,0.375,0.012396694214876033,0.024,"[[648   5]
 [239   3]]",0.5221357087233379,0.27262569832402234,0.27262569832402234,-0.3819244934377892,0.01,25,50,25
0.8670391061452514,0.5,0.01680672268907563,0.03252032520325203,"[[774   2]
 [117   2]]",0.36463803127862104,0.1329608938547486,0.1329608938547486,-0.15335051546391765,0.02,25,50,25
0.9307262569832402,0.0,0.0,0.0,"[[833   0]
 [ 62   0]]",0.263199055881209,0.06927374301675977,0.06927374301675977,-0.07442977190876365,0.03,25,50,25
0.9631284916201117,0.3333333333333333,0.03125,0.05714285714285714,"[[861   2]
 [ 31   1]]",0.1920195520770952,0.03687150837988827,0.03687150837988827,-0.06948870220162218,0.04,25,50,25
0.729608938547486,0.5,0.02066115702479339,0.03968253968253968,"[[648   5]
 [237   5]]",0.519991405171772,0.27039106145251396,0.27039106145251396,-0.37059724349157785,0.01,25,75,25
0.8692737430167597,0.75,0.025210084033613446,0.04878048780487805,"[[775   1]
 [116   3]]",0.3615608620733724,0.13072625698324022,0.13072625698324022,-0.133966473187213,0.02,25,75,25
0.9318435754189944,0.6666666666666666,0.03225806451612903,0.06153846153846154,"[[832   1]
 [ 60   2]]",0.26106785436166896,0.06815642458100558,0.06815642458100558,-0.05710025945862229,0.03,25,75,25
0.9653631284916201,1.0,0.03125,0.06060606060606061,"[[863   0]
 [ 31   1]]",0.18610983721549995,0.034636871508379886,0.034636871508379886,-0.004671205098493392,0.04,25,75,25
0.7340782122905027,0.6666666666666666,0.03305785123966942,0.06299212598425197,"[[649   4]
 [234   8]]",0.5156760491912507,0.2659217877094972,0.2659217877094972,-0.3479427435991551,0.01,25,100,25
0.8681564245810056,0.6666666666666666,0.01680672268907563,0.032786885245901634,"[[775   1]
 [117   2]]",0.3631027064330345,0.1318435754189944,0.1318435754189944,-0.14365849432556543,0.02,25,100,25
0.9307262569832402,0.5,0.016129032258064516,0.03125,"[[832   1]
 [ 61   1]]",0.263199055881209,0.06927374301675977,0.06927374301675977,-0.07442977190876365,0.03,25,100,25
0.9620111731843576,0.25,0.03125,0.05555555555555555,"[[860   3]
 [ 31   1]]",0.1949072261760514,0.03798882681564246,0.03798882681564246,-0.10189745075318646,0.04,25,100,25
0.7318435754189944,0.625,0.02066115702479339,0.04,"[[650   3]
 [237   5]]",0.5178382224025236,0.2681564245810056,0.2681564245810056,-0.3592699935453665,0.01,32,25,25
0.8670391061452514,0.0,0.0,0.0,"[[776   0]
 [119   0]]",0.36463803127862104,0.1329608938547486,0.1329608938547486,-0.15335051546391765,0.02,32,25,25
0.9307262569832402,0.0,0.0,0.0,"[[833   0]
 [ 62   0]]",0.263199055881209,0.06927374301675977,0.06927374301675977,-0.07442977190876365,0.03,32,25,25
0.9631284916201117,0.0,0.0,0.0,"[[862   1]
 [ 32   0]]",0.1920195520770952,0.03687150837988827,0.03687150837988827,-0.06948870220162218,0.04,32,25,25
0.7329608938547486,0.8,0.01652892561983471,0.03238866396761134,"[[652   1]
 [238   4]]",0.516758266644329,0.2670391061452514,0.2670391061452514,-0.3536063685722608,0.01,32,50,25
