root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.5808430431508146,0.33737864077669905,0.33737864077669905,0.662621359223301,0.662621359223301,0.0,0.0,0.0,"[[546   2]
 [276   0]]",l2,0.001,p_0.05,0.01,"['No. of Trades GR', 'Spread High-Low GR']"
0.5797974202630513,0.3361650485436893,0.3361650485436893,0.6638349514563107,0.6638349514563107,0.3333333333333333,0.0036231884057971015,0.007168458781362006,"[[546   2]
 [275   1]]",none,0.001,p_0.1,0.01,"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR']"
0.5797974202630513,0.3361650485436893,0.3361650485436893,0.6638349514563107,0.6638349514563107,0.3333333333333333,0.0036231884057971015,0.007168458781362006,"[[546   2]
 [275   1]]",l2,1.0,p_0.15,0.01,"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Dividend Value GR']"
0.5797974202630513,0.3361650485436893,0.3361650485436893,0.6638349514563107,0.6638349514563107,0.3333333333333333,0.0036231884057971015,0.007168458781362006,"[[546   2]
 [275   1]]",l2,1.0,p_0.2,0.01,"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Dividend Value GR']"
0.5797974202630513,0.3361650485436893,0.3361650485436893,0.6638349514563107,0.6638349514563107,0.3333333333333333,0.0036231884057971015,0.007168458781362006,"[[546   2]
 [275   1]]",l2,1.0,p_0.25,0.01,"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Dividend Value GR']"
0.5797974202630513,0.3361650485436893,0.3361650485436893,0.6638349514563107,0.6638349514563107,0.3333333333333333,0.0036231884057971015,0.007168458781362006,"[[546   2]
 [275   1]]",none,0.001,f_0.1,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']"
0.5808430431508146,0.33737864077669905,0.33737864077669905,0.662621359223301,0.662621359223301,0.25,0.0036231884057971015,0.0071428571428571435,"[[545   3]
 [275   1]]",l2,100.0,f_0.5,0.01,"['Open Price GR', 'High Price GR', 'Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Revenue GR', 'Dividend Value GR', 'Income GR']"
0.5797974202630513,0.3361650485436893,0.3361650485436893,0.6638349514563107,0.6638349514563107,0.3333333333333333,0.0036231884057971015,0.007168458781362006,"[[546   2]
 [275   1]]",none,0.001,f_1,0.01,"['High Price GR', 'Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Dividend Value GR']"
0.5797974202630513,0.3361650485436893,0.3361650485436893,0.6638349514563107,0.6638349514563107,0.3333333333333333,0.0036231884057971015,0.007168458781362006,"[[546   2]
 [275   1]]",l2,1.0,f_2,0.01,"['High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Dividend Value GR']"
0.5808430431508146,0.33737864077669905,0.33737864077669905,0.662621359223301,0.662621359223301,0.0,0.0,0.0,"[[546   2]
 [276   0]]",l2,0.001,f_5,0.01,['Spread High-Low GR']
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,p_0.01,0.02,"['Alpha GR', 'Dividend Value GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,p_0.05,0.02,"['High Price GR', 'Alpha GR', 'Dividend Value GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,p_0.1,0.02,"['Open Price GR', 'High Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,p_0.15,0.02,"['Open Price GR', 'High Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,p_0.2,0.02,"['Open Price GR', 'High Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,p_0.25,0.02,"['Open Price GR', 'High Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,100.0,f_0.1,0.02,"['Open Price GR', 'High Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,f_0.5,0.02,"['Open Price GR', 'High Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']"
0.43788990946987344,0.191747572815534,0.191747572815534,0.808252427184466,0.808252427184466,1.0,0.006289308176100629,0.0125,"[[665   0]
 [158   1]]",l2,0.1,f_1,0.02,"['Open Price GR', 'High Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Dividend Value GR']"
