root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,threshold,epochs,batch_size,rate_of_growth
0.6550192969139221,0.4290502793296089,0.4290502793296089,0.5709497206703911,0.2982954545454545,0.4338842975206612,0.3535353535353535,"[[406 247]
 [137 105]]",0.2699999999999998,25,48,0.01
0.855478565142923,0.7318435754189944,0.7318435754189944,0.2681564245810056,0.13685636856368566,0.8487394957983193,0.235705950991832,"[[139 637]
 [ 18 101]]",0.0599999999999997,75,25,0.02
0.9647415493194228,0.9307262569832402,0.9307262569832402,0.06927374301675977,0.06927374301675977,1.0,0.12957157784743992,"[[  0 833]
 [  0  62]]",-3.0878077872387166e-16,25,25,0.03
0.981960187612444,0.964245810055866,0.964245810055866,0.035754189944134075,0.035754189944134075,1.0,0.06903991370010787,"[[  0 863]
 [  0  32]]",-3.0878077872387166e-16,100,32,0.04
0.9904572613657688,0.9810055865921788,0.9810055865921788,0.01899441340782123,0.01899441340782123,1.0,0.03728070175438596,"[[  0 878]
 [  0  17]]",-3.0878077872387166e-16,25,25,0.05
