root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,threshold,epochs,batch_size,rate_of_growth
0.6289921048480378,0.39563106796116493,0.39563106796116493,0.6043689320388349,0.4074074074074074,0.3985507246376812,0.4029304029304029,"[[388 160]
 [166 110]]",0.30999999999999983,25,64,0.01
0.7249037431916074,0.5254854368932039,0.5254854368932039,0.4745145631067961,0.22267206477732795,0.6918238993710691,0.33690658499234305,"[[281 384]
 [ 49 110]]",0.1499999999999997,50,100,0.02
0.941234471371022,0.8859223300970874,0.8859223300970874,0.11407766990291265,0.11407766990291265,1.0,0.2047930283224401,"[[  0 730]
 [  0  94]]",-3.0878077872387166e-16,75,48,0.03
0.9710618749845674,0.9429611650485435,0.9429611650485435,0.05703883495145631,0.05703883495145631,1.0,0.1079219288174512,"[[  0 777]
 [  0  47]]",-3.0878077872387166e-16,100,32,0.04
0.9816273391719024,0.9635922330097088,0.9635922330097088,0.03640776699029126,0.03640776699029126,1.0,0.0702576112412178,"[[  0 794]
 [  0  30]]",-3.0878077872387166e-16,75,25,0.05
