root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,threshold,epochs,batch_size,rate_of_growth
0.7182589740178854,0.5158959537572254,0.5158959537572254,0.4841040462427746,0.2717678100263852,0.5597826086956522,0.3658969804618117,"[[232 276]
 [ 81 103]]",0.2899999999999998,50,48,0.01
0.9233640430888372,0.8526011560693642,0.8526011560693642,0.14739884393063585,0.14739884393063585,1.0,0.25692695214105793,"[[  0 590]
 [  0 102]]",-3.0878077872387166e-16,75,25,0.02
0.9609424564583862,0.9234104046242776,0.9234104046242776,0.07658959537572255,0.07658959537572255,1.0,0.1422818791946309,"[[  0 639]
 [  0  53]]",-3.0878077872387166e-16,75,48,0.03
0.9817702543721428,0.963872832369942,0.963872832369942,0.036127167630057806,0.036127167630057806,1.0,0.0697350069735007,"[[  0 667]
 [  0  25]]",-3.0878077872387166e-16,100,25,0.04
0.9920201843928249,0.9841040462427746,0.9841040462427746,0.015895953757225433,0.015895953757225433,1.0,0.031294452347083924,"[[  0 681]
 [  0  11]]",-3.0878077872387166e-16,75,48,0.05
