root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,threshold,epochs,batch_size,rate_of_growth
0.7326262444504074,0.536741214057508,0.536741214057508,0.463258785942492,0.2888888888888889,0.5652173913043478,0.38235294117647056,"[[186 256]
 [ 80 104]]",0.2899999999999998,25,64,0.01
0.9052562167095975,0.8194888178913738,0.8194888178913738,0.1805111821086262,0.16393442622950818,0.9708737864077671,0.2805049088359046,"[[ 13 510]
 [  3 100]]",0.0699999999999997,25,100,0.02
0.9558964479321644,0.9137380191693292,0.9137380191693292,0.08626198083067092,0.08626198083067092,1.0,0.15882352941176472,"[[  0 572]
 [  0  54]]",-3.0878077872387166e-16,75,100,0.03
0.9781968153621564,0.9568690095846646,0.9568690095846646,0.04313099041533546,0.04313099041533546,1.0,0.08269525267993874,"[[  0 599]
 [  0  27]]",-3.0878077872387166e-16,100,25,0.04
0.98551814107594,0.9712460063897764,0.9712460063897764,0.028753993610223638,0.028753993610223638,1.0,0.05590062111801242,"[[  0 608]
 [  0  18]]",-3.0878077872387166e-16,25,25,0.05
